prec_smooth1960,tavg_smooth1960,dday28C_smooth1960,dday29C_smooth1960,prec_smooth1970,tavg_smooth1970,dday28C_smooth1970,dday29C_smooth1970,prec_smooth1980,tavg_smooth1980,dday28C_smooth1980,dday29C_smooth1980,prec_smooth1990,tavg_smooth1990,dday28C_smooth1990,dday29C_smooth1990,prec_smooth2000,tavg_smooth2000,dday28C_smooth2000,dday29C_smooth2000,Cluster
26.010242,16.047209,33.71373,20.590782,28.154879,15.790299,28.402006,16.926287,27.611622,15.968122,35.502831,22.136787,27.258823,16.292303,32.067467,20.145079,28.775806,16.689962,51.809799,34.107906,0
30.154005,18.75178,115.07737,85.875221,29.728651,18.620611,104.65913,77.292557,29.865011,18.940042,122.45659,93.073204,32.059105,18.674026,95.736633,69.83812,27.11075,19.256008,136.7348,104.01134,0
33.661465,17.865412,86.909538,62.730358,30.400963,17.852604,80.607086,57.572445,35.984455,18.053131,89.802254,65.755936,36.783611,17.893795,69.718071,49.328899,29.451368,18.351105,103.5925,76.202263,0
16.984053,8.3106775,0.0,0.0,17.988089,7.9063416,0.0,0.0,16.061157,8.4325924,0.013834605,0.0,17.705225,8.6490116,0.013299106,0.000197219,19.750359,9.0301914,0.0,0.0,0
15.02567,15.240712,33.361816,19.816208,21.425406,14.692497,27.482796,16.915876,18.623089,14.855725,31.090973,19.022499,22.50054,14.949533,18.604204,10.743203,19.763397,15.944805,37.386848,23.317106,0
27.108944,15.557235,39.541496,25.682062,24.668713,15.536052,32.454178,20.38076,29.934544,15.917144,39.318832,25.45393,26.498451,16.065977,35.22736,22.844505,24.792948,16.496597,58.828579,40.143021,0
19.338062,17.660532,62.437901,42.2062,24.837751,17.32534,54.861851,36.526279,32.944641,17.823303,71.746628,50.438766,24.886265,17.723249,60.264004,40.64262,22.705009,18.379446,85.362961,59.542011,0
29.418917,16.691826,61.079483,42.158344,28.091867,16.53932,52.734489,35.461548,30.787142,16.869438,64.29438,45.152935,32.001472,16.764544,47.243084,31.792315,27.853142,17.221886,69.470642,47.895432,0
35.130325,17.159496,77.540695,56.094891,31.580753,17.053907,69.181213,48.763004,35.111794,17.233603,78.808495,57.140789,34.072063,17.573233,73.621269,53.337494,29.722345,18.055321,108.31528,81.244499,0
11.702975,17.80332,93.702606,68.648788,13.112416,17.198122,80.091736,58.576176,12.966125,17.566841,86.414452,63.522305,12.563894,17.799639,79.434036,57.408802,14.116809,18.041574,102.75848,77.103638,0
17.524582,13.772271,15.679037,8.0424938,18.337437,13.468134,12.669221,6.2311997,19.439644,14.17182,20.975882,11.781275,19.568411,14.337125,11.579098,6.0584359,18.198467,14.652104,21.147732,12.029089,0
13.902131,16.398174,48.061546,30.942053,17.221254,15.663391,38.626316,24.996374,16.308197,15.843529,38.529911,24.481586,18.893185,15.98184,31.105743,19.185055,16.460459,16.745949,47.243496,30.593956,0
11.012246,17.154186,70.77047,48.976322,12.700268,16.150806,50.012009,33.761257,12.739062,16.973742,65.891747,45.903542,13.19746,17.080948,50.585575,33.489883,14.799827,17.240391,63.285789,43.816582,0
27.606964,17.385441,84.506599,60.617321,25.946552,17.273674,76.252571,53.990841,28.990839,17.732737,93.31234,68.639267,29.328157,17.928186,84.406815,60.934383,25.679264,18.476538,128.49901,98.026566,0
20.446377,19.482281,143.84929,110.41911,19.941069,19.397789,142.73323,108.87704,21.05652,19.763464,156.7921,121.95919,22.811859,19.571321,133.55988,100.52695,21.649654,20.314936,180.37114,140.42049,1
18.407288,12.494645,4.4178104,1.6509242,22.27313,11.611405,2.9353702,1.0818785,21.837803,12.152968,5.2286844,2.0787108,22.894958,12.272457,3.0986879,1.4479992,23.789387,13.026031,6.3144784,2.832761,0
22.6049,9.0773659,0.000907208,2.37e-05,25.169285,8.7718201,0.005389421,8.29e-05,22.987978,8.9008179,0.026598254,9.95e-05,24.423685,8.9957638,0.07627283,0.011331667,26.147627,9.5617971,0.025305903,0.000620914,0
37.543236,17.882795,95.18055,70.672707,32.748348,18.018396,96.114677,70.711716,36.206463,17.993196,92.629707,68.11557,33.224186,17.927034,64.637627,45.497791,31.258318,18.558371,108.11478,80.755829,0
21.924217,11.619122,1.0756583,0.23504728,24.049341,11.008813,1.0041162,0.26821956,21.044802,11.717444,3.2614844,1.2341175,20.67263,11.745399,1.6702578,0.7161243,23.039927,12.204415,2.9873681,1.0994886,0
29.578691,19.801983,146.55583,112.31105,30.585171,19.661448,131.92216,99.489166,29.557381,20.053387,158.82292,123.47307,33.190708,19.676155,129.60515,97.289902,28.271738,20.132244,161.1073,124.27098,1
21.553947,18.278055,96.942085,71.132065,21.276577,18.43763,102.37014,75.6754,24.974432,18.598522,113.3657,85.992249,25.202007,18.498344,98.649712,72.536217,22.498751,18.939657,127.55661,96.214584,0
19.122324,13.176869,14.779735,7.4843826,21.37151,12.815129,10.493585,5.030046,21.594915,13.388813,18.437119,10.062799,21.043156,13.56543,11.932608,6.2801776,20.463219,13.758444,18.351662,10.376655,0
11.449264,12.906423,2.4506695,0.69568366,15.6897,12.439142,2.4188142,0.81698501,13.7011,12.776819,4.1198988,1.4520192,14.221722,12.939468,2.9792154,1.3217086,13.60765,13.244142,4.8775282,1.8630821,0
24.0308,11.998704,9.4471874,4.5857739,22.862825,11.813277,7.0706773,3.2080648,23.40659,12.460156,13.63438,7.4665594,24.94138,12.648291,7.184227,3.672199,22.621542,13.142468,14.269219,7.8653498,0
11.798698,12.989832,2.4844451,0.71376657,15.820165,12.462955,2.3211596,0.79773247,14.196203,12.675655,3.9227271,1.3865941,15.50075,12.907749,2.6753948,1.1773927,13.965778,13.436137,5.5543971,2.2243345,0
16.104843,14.300735,15.119536,7.8034964,19.436113,13.160614,12.273313,6.5344296,19.642151,14.041964,19.458199,11.124127,20.664194,14.531704,11.921575,6.6208282,23.823183,15.000899,20.00021,11.804024,0
38.855747,17.897327,95.01149,70.604355,35.037045,18.016909,95.041412,69.768265,36.054108,18.077133,96.691536,71.634773,33.980244,18.173058,77.21064,55.583797,33.025677,18.573618,114.45176,86.105286,0
23.194,10.612061,0.20340358,0.015488136,29.48,10.271823,0.1992214,0.003813457,28.686001,10.082254,0.22835016,0.02659693,28.48,10.314435,0.38365489,0.080171444,27.691999,10.886132,0.52432597,0.084991701,0
32.88604,17.219398,73.357903,52.046684,29.268087,17.178251,67.852684,47.31255,34.092743,17.353966,76.12281,54.677887,34.130493,17.41538,61.899693,43.399078,28.645517,17.96265,98.670296,72.559944,0
24.840361,16.788363,68.769386,48.037102,24.383684,16.618212,58.79454,40.168156,27.138334,17.132202,71.192932,50.258606,25.807482,17.230146,62.589447,43.194534,24.275759,17.658211,98.376678,72.182304,0
34.929142,17.941719,87.535149,63.617992,30.217699,17.991701,86.337761,62.30114,37.290146,18.1201,92.619896,68.223145,36.268829,18.159369,75.574776,53.875572,29.92947,18.727009,114.73248,85.805672,0
61.077343,17.146862,15.549798,7.6271477,67.651817,17.247139,16.973722,8.9833364,61.195873,17.177521,19.401192,10.906158,71.623047,17.334234,24.40274,14.687477,65.334702,17.661774,27.91041,17.196783,0
60.181007,17.042,18.897001,9.8941088,60.155304,17.360197,26.561186,15.633383,55.365768,17.244904,24.544535,14.609792,69.593849,17.346376,29.168829,18.151754,59.636013,17.771173,33.610218,21.307076,0
63.131874,16.146326,7.6564012,3.1571679,66.681206,16.089622,9.2671299,4.3432617,56.839016,16.033438,10.589406,5.320282,69.648735,16.226784,14.283214,7.9910278,65.311592,16.637436,19.111906,11.087334,0
62.119175,17.029419,9.9749851,4.359376,63.420883,17.115578,13.011148,6.454442,63.50531,17.152206,16.342228,8.7902784,74.353905,17.457781,21.113771,12.344628,64.310234,17.961277,26.841372,16.455919,0
61.854187,17.222155,13.078923,6.0433049,65.597954,17.354853,15.692259,8.0361242,62.830364,17.329733,18.437929,10.076068,74.240562,17.553261,23.061497,13.603253,64.558952,17.966665,28.160173,17.205189,0
61.85004,16.45121,8.7382336,3.8033612,56.769054,16.579958,10.019307,4.8060055,59.679073,16.631046,13.492493,7.0748043,68.609612,16.727541,15.605422,8.7769766,62.694374,17.3419,19.981363,11.763894,0
60.170403,16.26379,10.100469,4.550674,59.710983,16.374441,13.345171,6.8888192,58.575069,16.372868,15.024567,8.1200199,68.437317,16.47567,17.198074,10.12126,59.426422,17.02206,21.505198,12.824003,0
60.257187,16.152384,10.014107,4.6319051,57.800457,16.233921,11.813601,5.9522572,60.058846,16.256916,14.760332,8.0952568,67.067276,16.323616,16.170713,9.4792948,59.875648,16.94458,19.603481,11.560089,0
63.118065,19.829172,49.066521,29.227682,62.494823,19.598589,44.523521,26.698977,59.185104,19.692278,44.834538,26.914635,65.65522,19.901562,65.422104,43.738293,59.38271,20.31035,64.86721,42.746838,0
60.056664,19.757053,47.968319,28.456001,59.459328,19.723949,47.960537,28.968864,57.180153,19.77375,48.993004,29.905949,64.00882,19.925772,65.695984,43.728542,55.750381,20.281462,69.869865,46.605827,0
63.237938,20.01964,50.446053,29.976543,60.393188,19.797262,44.633087,26.543985,59.235096,19.840492,44.707726,26.76804,66.728477,20.078527,62.725166,40.765526,59.388443,20.458141,65.43531,42.689564,0
87.713631,25.018869,187.4201,130.05586,83.079201,25.07538,179.45364,122.66492,89.081413,25.325125,202.57051,142.60464,79.593018,25.138149,190.77133,132.47046,81.966133,25.592182,213.4735,151.35278,1
94.171982,24.595106,184.49725,129.98769,85.695473,24.550386,172.38278,119.27036,76.80751,24.718269,185.85834,131.57706,84.269966,24.665733,173.18405,119.83047,75.149918,25.087873,194.24391,137.32874,1
91.612747,24.626369,179.09665,124.89476,76.952362,24.661345,186.76469,131.54808,89.04879,24.639389,185.18619,131.65688,95.043999,24.270226,163.71918,113.17565,85.859764,24.600677,184.01654,129.57912,1
87.858078,24.853354,180.59682,124.88066,82.321106,24.909113,171.94383,116.99192,82.473938,25.067511,186.25012,129.67206,80.611168,24.939194,175.98267,120.5489,77.165009,25.344721,195.05711,136.32813,1
89.96846,25.704636,175.36171,116.83518,79.697556,25.804356,173.27695,113.89188,86.795952,25.891668,186.00961,124.99435,82.056602,26.025291,192.8078,130.57063,85.240883,25.959646,176.48996,116.65856,1
106.19973,25.975927,184.71815,122.97031,109.12691,26.056778,175.35164,113.69809,98.893738,26.490108,211.08525,144.22655,93.668724,26.456923,224.84804,156.40453,98.054718,26.678921,216.69792,147.53561,1
86.095734,24.742083,183.51624,128.48282,75.07856,24.824463,190.98773,134.97687,82.903648,24.785261,188.94029,134.64171,86.466026,24.59964,179.34297,125.90812,82.364517,24.828238,194.22209,138.08464,1
99.546577,26.037155,216.82446,151.55374,91.913788,25.994261,204.1586,139.53786,97.860954,26.387569,240.91112,171.49739,89.470573,26.340923,238.23317,168.9832,95.10656,26.353424,229.30476,161.06224,1
97.314789,25.374716,194.39499,134.89525,85.225601,25.293461,182.85355,124.605,93.866783,25.594469,205.90031,143.35309,88.546196,25.554363,207.23706,145.49483,91.670052,25.717804,206.0574,143.60651,1
87.548073,24.977943,173.95563,119.09892,81.710938,25.009165,169.62248,115.10147,82.188705,25.121061,179.7558,124.67475,83.092781,25.125496,177.25708,121.98887,75.283295,25.459587,193.22055,135.39546,1
103.03171,26.002218,208.50716,143.46368,97.978874,26.010933,198.54181,133.64632,98.17717,26.48859,239.56245,169.26726,92.569984,26.427776,249.09496,177.95416,96.539093,26.48609,232.21855,162.29585,1
87.770111,24.855934,188.21924,132.01442,82.712746,24.884951,177.80289,122.76826,86.052246,25.146599,201.57562,143.11858,80.438492,24.964447,186.09219,129.73314,78.380653,25.556795,217.36984,155.45145,1
99.959358,25.74873,202.67503,140.31523,86.363747,25.649858,191.52144,130.11781,97.064491,26.046888,224.80162,158.7771,87.327438,25.847746,205.82256,142.17409,93.134613,26.033108,215.56624,150.55304,1
97.688118,24.873531,182.83818,126.69453,91.011688,24.877237,175.57379,120.33385,97.667885,25.155579,197.927,139.44513,89.057663,24.953657,182.17513,125.66555,89.169785,25.478569,207.81419,146.52094,1
88.842201,25.011021,179.07137,124.40025,82.511406,24.930502,171.42467,117.78941,78.820885,25.110176,183.9059,128.97954,83.631363,25.106606,174.56479,120.08596,74.083313,25.53182,194.1031,136.1281,1
91.890411,24.292429,144.32846,96.555603,76.737793,24.645653,167.51213,115.88957,90.035698,24.713846,164.82043,114.48848,92.355957,24.209812,137.04977,91.243187,80.028358,24.973349,182.96895,128.13078,1
85.000038,25.438791,177.48845,120.17545,80.672707,25.490871,175.49864,118.12606,82.348152,25.66921,189.27567,129.93417,75.144676,25.721312,188.73346,128.99455,80.736122,25.9219,193.62421,132.98309,1
79.628044,24.642218,172.73029,119.46393,73.411476,24.768713,180.06352,125.80555,75.805618,24.783978,181.31223,128.06871,76.596687,24.66489,173.00264,120.49236,74.364006,24.916826,187.25143,131.80002,1
93.507294,24.954329,186.70943,129.73741,87.872459,24.967915,177.60661,121.62544,95.01075,25.263197,203.48451,143.76486,85.206726,25.066679,188.02808,130.22089,86.694572,25.569014,213.34952,151.0992,1
97.619865,25.880249,202.84447,140.19472,90.837257,25.953709,199.22322,135.66258,90.993973,26.179621,223.21802,156.99509,85.166817,26.276613,235.54282,167.19493,89.13266,26.240911,223.67876,156.98262,1
99.693985,24.767128,178.4993,123.92031,88.321648,24.931562,189.20264,132.87709,95.316315,25.047508,194.87131,138.60799,97.376137,24.814463,172.6507,118.74542,96.86129,25.206779,194.21173,136.16541,1
82.602577,24.65963,187.82452,132.88448,77.071152,24.759903,183.17769,128.54747,74.476929,24.941301,198.17473,141.6571,74.202103,24.775017,184.24492,129.43864,71.48407,25.268734,213.20743,153.16135,1
100.62126,25.777971,211.27496,148.67375,86.965065,25.78735,206.32243,143.11269,96.168053,25.931078,216.16809,151.2825,89.760902,25.866161,205.27573,141.70656,87.654251,25.892675,204.11766,141.29425,1
100.81007,25.861488,202.31027,139.31966,96.554703,25.944258,197.58315,133.82574,93.80201,26.2568,228.21674,160.88966,87.99205,26.291069,241.79321,172.66455,91.489487,26.373533,233.4846,164.86165,1
95.945488,25.509825,194.01727,134.14308,83.984222,25.406187,182.72662,124.21481,93.254395,25.728533,205.27988,142.4006,87.17292,25.671156,205.53342,143.60301,90.442429,25.878269,204.82263,141.89742,1
94.346474,25.735071,201.30075,139.49434,84.205879,25.802267,200.21471,137.18311,89.944511,25.897003,212.78201,148.42371,83.861221,25.996395,216.42735,150.89209,85.336716,25.928259,208.66948,144.81552,1
103.85131,26.013996,209.09908,145.50864,87.97654,26.059788,206.35461,142.07031,96.251007,26.250204,215.32115,149.00391,90.671654,26.304098,220.30927,153.74988,93.263596,26.22455,200.4493,136.13733,1
81.262787,24.525734,176.46695,123.42785,69.415451,24.610394,184.53345,130.59256,77.869316,24.584663,181.20322,129.33763,81.618118,24.337234,172.07358,121.06527,73.89238,24.649385,193.12038,138.44244,1
95.618309,25.741468,191.08499,130.42908,88.933655,25.798252,186.86716,125.23126,91.046501,25.850473,195.32727,133.0921,86.627144,26.013245,204.70313,140.51767,88.577484,25.914953,182.65685,121.72691,1
77.867775,24.848522,185.414,130.09399,66.71019,24.895292,191.39673,135.5443,75.891647,24.761406,183.42722,130.4088,80.524345,24.672165,184.47327,130.85132,72.06823,24.859406,195.83588,139.99873,1
81.435394,24.478834,174.4324,121.64266,77.714798,24.401211,160.93129,110.66528,75.733452,24.549875,174.22263,122.46423,74.858482,24.377829,164.67558,113.77762,74.806084,24.866116,185.74232,130.26169,1
91.248985,24.820358,186.22737,130.63872,85.269409,24.894011,180.77115,125.67949,88.610786,25.170929,203.96217,145.48438,82.726028,25.006281,191.64729,134.79944,81.138359,25.58741,224.30978,161.63872,1
87.345329,25.763849,202.12743,140.36079,76.25605,25.785435,198.87115,136.86377,84.700638,25.98905,216.92551,151.92358,80.135742,25.782515,201.99675,140.0097,85.314087,26.013422,205.55334,142.3958,1
103.56618,26.216711,217.13438,150.61546,99.779503,26.206341,199.63643,134.27344,103.08004,26.685299,246.74078,175.04242,95.096405,26.639528,253.31891,181.12047,99.360489,26.54664,227.33133,157.82712,1
83.996696,24.587049,174.39194,120.90588,78.037483,24.626492,174.35387,121.20775,78.984062,24.700375,180.72194,127.47923,78.904091,24.581205,171.5972,119.02499,77.064537,24.90881,190.8844,134.66763,1
95.173317,25.01395,188.2115,130.66316,88.461769,25.02393,178.43301,121.76982,95.234268,25.318331,202.0907,141.95882,85.803238,25.208836,191.3623,132.4892,88.522202,25.577341,208.71365,146.83954,1
89.965324,24.689146,181.79227,127.12219,79.513374,24.797632,189.32889,133.69109,86.000992,24.846363,194.08565,138.89859,88.692574,24.670687,180.34143,126.47267,86.682556,24.93049,195.47156,138.7379,1
80.984886,24.528811,169.57059,117.12516,77.468536,24.64509,166.98753,115.05753,73.778587,24.913656,189.86079,134.71257,73.48259,24.801344,181.1003,126.79271,72.524071,25.246016,207.54213,148.20248,1
107.56037,25.898275,210.5789,147.20958,93.741745,25.928812,207.06769,142.98936,102.49434,26.183191,221.16873,154.61562,93.511307,26.161184,219.94913,153.84898,97.776611,26.088707,203.67212,139.56389,1
87.283707,25.197903,195.57996,136.52084,80.176918,25.199671,186.0504,127.6762,86.146034,25.477304,207.61996,145.90817,78.641815,25.416759,201.16948,140.56586,82.717369,25.692648,212.33241,149.78581,1
91.960297,25.71578,165.72826,107.89532,94.194717,25.86058,162.39825,103.71821,86.841011,26.177874,190.46437,127.65408,82.610832,26.160389,210.12628,145.12761,83.066208,26.239786,182.61139,120.30114,1
114.27152,25.841011,160.62939,101.72778,117.73771,25.929161,150.72624,92.182335,116.06476,26.35651,181.1765,117.6052,102.0279,26.24983,186.02753,121.88656,107.28761,26.697863,197.97116,129.86467,1
86.133896,24.963224,164.50606,112.26128,80.84288,24.94718,161.75008,109.83263,78.243874,25.103491,171.87173,118.81791,81.017311,25.166842,164.91563,111.78882,73.880608,25.496368,179.78972,124.23476,1
90.161552,24.419565,162.6684,111.8045,73.939728,24.671797,180.98845,127.50224,84.502083,24.741402,182.13388,129.51019,90.256927,24.324835,162.89314,112.98937,80.890884,24.968294,207.75482,150.4079,1
92.219215,25.737944,176.80952,117.57204,85.173836,25.858675,181.416,120.18118,87.146492,26.027771,199.9828,136.31201,81.607979,26.198715,216.29242,149.93585,82.810646,26.000875,190.10918,127.78903,1
89.33596,25.846151,200.50781,138.56195,77.500847,25.908829,198.04176,135.61435,86.976608,26.075054,215.13995,149.92273,81.633369,25.963913,206.1279,142.91173,86.892105,26.164028,209.09489,144.82817,1
92.194962,25.752876,199.49371,138.06335,80.016495,25.797733,197.94981,135.54977,88.19928,25.943985,210.69019,146.25479,83.486748,26.015909,209.34163,144.9529,84.623199,26.011324,200.42719,137.38832,1
102.45174,25.412403,168.96179,111.60284,107.11853,25.641449,168.74907,109.75112,94.978531,26.01652,197.04149,134.05548,87.047554,25.889725,213.37663,149.04216,87.385773,26.24123,209.46017,143.81003,1
95.115311,25.769739,205.54042,143.65536,84.730537,25.621193,191.46716,131.40552,94.501152,25.995426,218.17671,153.09212,86.595238,25.919613,219.30054,155.24602,90.668137,26.20472,222.74353,156.72217,1
95.625816,25.948648,215.35414,151.88139,80.070465,26.013744,219.04182,153.87532,91.811653,26.177816,235.35252,167.67055,85.967796,26.224741,233.92592,166.64661,87.049927,26.24884,218.67287,152.92886,1
86.618217,25.261599,181.28632,124.22331,81.104774,25.291977,178.81731,121.76614,83.490646,25.454494,190.70729,132.26926,81.133003,25.393587,186.32042,128.39444,76.646149,25.713245,199.02133,138.85326,1
87.668076,24.916443,160.30621,107.39484,81.464485,25.029276,160.50761,107.17017,84.257172,25.150873,169.58841,115.40041,85.15992,25.144243,166.92813,112.67754,75.13681,25.441641,179.53749,123.30419,1
92.01355,25.737644,169.06532,110.93037,91.606598,25.837717,167.80983,108.52256,87.801712,26.011341,188.1167,126.34941,84.327217,26.165743,205.22894,140.5208,82.502213,26.032196,176.39316,115.81012,1
96.837479,24.239931,150.52672,102.40872,77.684044,24.577114,172.36102,120.45907,89.695938,24.731829,174.5195,123.11522,99.311066,24.261276,154.41643,106.16167,80.154305,25.025434,201.94249,145.05574,1
105.71622,25.914124,206.10948,142.75999,96.843849,25.821537,191.36156,129.37408,104.93158,26.16423,213.44022,147.68233,91.968567,26.242973,226.1524,159.02669,100.1499,26.198969,207.83459,142.33975,1
89.72039,25.649788,190.00624,130.01727,80.20639,25.757338,191.24223,130.57613,88.106239,25.858223,204.39244,141.86009,81.404823,25.784681,201.2197,139.85289,89.565392,26.045654,206.11815,143.1907,1
88.050194,25.517281,198.04785,137.7289,77.345619,25.52784,194.41331,133.95825,84.323448,25.8043,218.0882,153.63641,81.260841,25.610443,203.21461,141.81485,86.142403,25.818285,207.06671,144.58873,1
88.115288,24.840361,188.58705,132.75992,81.398224,24.959833,187.26619,131.17525,84.202477,25.245436,211.32863,151.83232,79.02494,25.07234,198.93037,141.15662,76.458054,25.682402,233.02786,169.2589,1
94.13443,24.827204,184.55013,128.96626,89.492638,24.95377,187.30887,131.10883,91.730476,25.221386,210.03305,150.85596,85.957375,24.943403,197.88162,140.70265,86.399971,25.536045,223.32976,160.82776,1
88.25,24.86656,184.44243,128.27312,83.005142,24.912144,175.2229,119.96729,84.865448,25.112719,193.92207,136.23598,81.325455,24.990366,181.1998,124.94284,78.445496,25.438444,204.56773,144.3195,1
86.11232,25.414492,165.91643,109.80441,79.07531,25.546841,169.12425,112.20853,85.484215,25.710316,185.1107,125.55679,78.649315,25.664024,184.57632,125.57656,85.17411,25.895252,188.18861,128.11888,1
92.261513,24.749058,170.39633,116.55804,85.641975,24.84507,174.4276,120.3038,88.996696,24.917147,180.39554,126.25619,87.421852,24.82896,174.4337,120.43184,85.651482,25.198261,195.96451,137.89133,1
88.371841,24.453487,164.58649,113.30618,73.731285,24.581917,174.73271,122.17663,83.155144,24.621981,174.92244,123.50314,87.468697,24.266283,160.01669,110.57497,79.161438,24.856058,200.23863,144.08386,1
85.422653,24.588694,180.02211,126.11199,70.262451,24.633509,185.78018,131.31053,82.903389,24.540422,178.09392,126.40046,90.309082,24.36293,176.64546,124.68874,80.21888,24.685204,194.06404,138.85289,1
68.636864,24.24227,177.64107,125.89227,71.649429,24.233379,169.89677,119.56742,62.730835,24.518513,189.22484,136.57628,69.853035,24.345287,173.10355,122.69917,58.3759,24.749409,204.31818,148.48946,1
70.295616,24.244715,177.35817,125.54242,74.62735,24.290188,169.20558,118.64102,62.651466,24.542799,191.60916,138.27159,67.078407,24.234547,182.26222,130.83556,64.855721,24.800035,205.84673,149.28603,1
68.02005,24.342264,182.23772,129.90968,73.681076,24.3771,169.13423,118.7533,66.225708,24.574657,184.79681,132.54582,69.771515,24.629688,180.4727,128.53798,61.484352,24.86775,203.10677,147.11028,1
69.35865,24.701992,202.63133,146.41069,66.629814,24.84511,205.93489,149.02841,65.844933,24.971041,213.22289,156.40279,62.939007,24.717037,192.17068,137.72195,63.394405,24.894556,201.84186,145.4449,1
61.232502,23.452303,171.14661,122.79809,52.617908,23.317339,159.45811,114.14763,55.73571,23.8403,196.4243,146.68314,66.086655,23.356617,163.26825,118.15848,52.630978,23.905092,201.80585,151.14467,1
65.472221,21.876001,106.29028,71.305107,66.166061,21.556118,76.63501,49.036514,61.730431,22.03021,90.359177,60.130806,68.130203,21.855528,91.381905,60.943527,55.229805,22.411106,115.07891,79.497253,0
61.651539,22.185135,112.78018,75.845757,62.617836,22.00539,89.425247,58.375916,56.552132,22.60309,117.13399,80.632118,64.348534,22.211754,100.7636,67.711174,53.799263,22.628788,120.49657,83.49086,1
55.592457,22.232166,117.47959,79.170792,57.975246,21.761917,79.106003,49.752026,68.488876,22.124771,100.88454,68.085251,65.575584,21.854933,85.336205,55.637314,61.178341,22.426741,105.20882,70.376686,0
64.110703,24.694494,196.49287,141.65135,64.944618,24.722235,187.76329,134.08948,55.575108,24.768,192.25807,138.71785,57.798065,24.242548,165.87415,117.27565,57.364338,24.71349,193.91118,139.50996,1
67.789543,24.15019,174.21446,122.99113,70.47879,24.244511,168.92796,118.4332,60.727726,24.462755,188.14375,135.46811,63.315754,24.242018,178.22502,127.23849,63.973484,24.653479,193.80626,138.89774,1
60.474285,24.133169,181.76331,130.35092,53.612129,23.821722,163.92915,116.40485,57.10807,24.248819,187.82501,137.77792,59.65609,23.82217,163.70862,117.27787,54.609142,24.044342,181.41507,131.99435,1
61.83429,24.176939,184.71031,132.80763,54.958084,23.936022,171.08771,122.50021,57.12962,24.49,212.25368,158.60683,59.111755,23.957561,176.73888,128.09166,56.18877,24.443325,207.86769,154.24828,1
79.740402,24.298506,173.28714,121.56794,78.318466,24.340702,166.97099,116.0788,73.436409,24.618984,187.10704,133.8954,75.807266,24.520927,176.82893,124.79198,67.016617,24.863625,203.66795,147.28629,1
71.839447,24.233353,173.1292,121.4766,71.706688,24.475494,178.66278,126.02036,66.961311,24.636475,194.31017,140.17149,66.634796,24.425177,180.49829,127.89655,68.422905,24.8603,198.41687,141.94267,1
72.967369,24.320574,160.29619,110.7152,72.187981,24.168264,155.26045,107.48856,63.245544,24.598904,183.77373,132.18642,76.342064,24.395657,157.49509,109.23727,56.915802,24.799118,193.36975,139.13969,1
69.55838,24.396059,174.79381,123.55224,68.117378,24.113985,162.29533,114.07355,60.2281,24.578001,196.37308,143.89531,73.882103,24.36688,167.086,118.26614,54.398251,24.76581,205.15947,150.125,1
65.34153,23.768589,166.07817,117.80363,60.341557,23.491079,150.22017,105.55247,54.749241,23.891836,183.85007,134.94098,66.895058,23.524101,150.17184,106.03021,53.836685,24.01049,186.50319,136.41989,1
56.863995,23.027344,129.31227,87.462769,59.344738,22.866375,114.06357,76.05162,55.704426,23.269236,142.58118,100.56483,61.704918,22.77494,117.79419,80.134315,51.744396,23.005531,136.47522,96.03846,1
67.32756,24.371382,181.93474,129.05708,64.358994,24.546467,181.29617,128.1066,64.27356,24.756956,191.52606,137.93019,62.155174,24.434563,166.69652,116.5943,60.417339,24.538584,172.96852,121.25127,1
83.269775,24.573666,161.38963,110.48085,78.124619,24.567513,157.16936,107.2412,77.849503,24.861464,177.96411,125.41581,76.072594,24.806786,166.95219,115.30188,70.918495,25.114183,191.29283,135.96257,1
69.751488,24.587528,192.95174,138.763,67.12355,24.374451,183.70459,131.74965,59.899353,24.849213,216.68016,160.84995,72.354553,24.540323,181.19901,129.80269,55.223789,24.960657,222.63448,164.86612,1
65.901779,22.078695,100.6244,65.120979,65.210236,21.888004,86.872963,55.090611,68.044632,22.131662,108.59441,73.640358,63.615322,21.822453,76.343246,47.435669,56.437981,22.34367,100.7984,66.787903,0
59.391926,21.845264,102.54616,66.886147,58.800018,21.639059,75.964645,47.020618,60.195606,21.830858,95.736923,63.997864,66.818008,21.575064,80.917061,52.786724,58.83147,22.201357,94.671211,60.776272,0
87.568939,24.548067,180.43115,126.80733,79.763336,24.535923,170.79514,118.35635,77.408127,24.788364,190.28601,135.74623,78.136108,24.73889,180.42705,126.69883,68.53997,25.150547,203.98228,146.31006,1
83.163033,24.265265,147.52579,99.967934,80.328751,24.194954,147.65414,100.78092,72.788597,24.609028,171.6237,121.2883,84.573418,24.389208,144.19295,97.43438,66.535164,24.768833,177.97635,125.57079,1
63.147709,23.905544,172.68945,122.90334,62.197731,23.813335,158.38591,111.1659,58.882561,24.128599,182.13268,132.40202,61.606468,23.761715,155.3208,109.98174,49.328106,23.99584,172.06871,123.40346,1
61.447704,21.770338,102.95033,67.955208,61.375771,21.55776,81.10804,51.373928,67.615654,21.793926,101.19989,68.895813,75.006241,21.207983,69.002533,43.858971,62.065037,21.99651,93.725853,61.403553,0
61.224201,21.532698,81.73185,51.078091,66.681664,21.025846,55.073341,32.8661,70.554214,21.553995,75.44767,48.990028,69.656197,21.419149,68.229462,42.810307,60.378567,21.810812,78.157768,49.780334,0
