cornyield_smooth1960,cornyield_smooth1970,cornyield_smooth1975,cornyield_smooth1980,cornyield_smooth1990,cornyield_smooth2000
53.119999,66.199997,80.559998,97.139999,83.099998,109.6
64.199997,85.800003,89.160004,110.9,117.24,133.86
69.199997,91.599998,88.860001,115.3,115.84,138.64
56.220001,69.360001,79.5,88.339996,90.340004,109.98
65.800003,83,88.559998,113.9,112.92,134.38
58.18,74.379997,84.659996,99.5,99.599998,107.7
60.400002,77.400002,88.199997,104.28,102.9,125.5
62.299999,86.400002,92.099998,99.620003,105.1,113.92
54.599998,72.019997,78.5,84.980003,89.919998,90.260002
67.5,83.800003,84.980003,106.58,101.9,120.56
66.599998,89.800003,89.080002,111.66,110.32,124.78
60.200001,82.599998,87.340004,97.620003,110.12,128.48
71.400002,83.199997,93.900002,107.82,112.46,116.56
62.900002,72.800003,82.800003,95.5,97.18,103.92
61.48,81.400002,82.800003,95.520004,92.720001,108.8
67.099998,89.400002,94.879997,118.34,115.8,138.44
70.199997,93.800003,92.139999,112.34,119.46,131.2
63,83.800003,85.879997,104.22,107.7,120.76
68.900002,80.199997,89.239998,104.1,112.28,126.08
75.400002,87.800003,94.880005,116.72,113.3,136.42
60.299999,68.980003,81.060005,96.879997,104.48,108.9
69.800003,89.800003,91.459999,114.78,108.42,126.92
62.900002,87.199997,86.520004,110.68,116.96,137.58
63.700001,81,89.82,101.22,95.860001,103.48
58.5,68.659996,80.260002,96.239998,90.360001,109.88
60.400002,78,83.139999,96.32,105.48,121.68
65.099998,83.800003,91.940002,100.96,104.3,98.559998
63.599998,83.199997,93.699997,105.06,107.1,136.2
67.800003,97.599998,92.159996,121.42,125.12,133.89999
56.68,75.980003,84,96.020004,92.5,99.099998
63.5,80.400002,89.019997,107.8,115.54,129.8
58.200001,78.639999,88.879997,99.82,100.76,107.26
78,86.599998,94.739998,105.66,101.22,117.08
64.5,87.800003,81.440002,105.16,104.48,122.5
73.400002,92.199997,91.019997,112.18,114.54,130.75999
69.099998,91,90.239998,110,114.3,124.66
34.139999,,,,,
26.200001,,,,,102.08
24.799999,38.200001,38.52,,,
27.08,89.160004,94.400002,98.239998,,151.34
35.98,,,,,
26.76,,,,,
32.400002,39.66,48.080002,55.32,80.639999,91.360001
30.68,,,74.940002,110.08,78.559998
41.66,38.259998,42.98,80.720001,,
27.4,35.939999,,,,
31.059999,,,,,
25.299999,33.200001,,56.940002,77,94.059998
28.620001,97.5,104.06,106.62,117.82,159.03999
40.82,33.959999,,65.940002,86,
30.700001,,,,,
30.32,,,,,76.980003
36.599998,,,,,
33.139999,39.200001,45.98,52.34,,74.82
31.92,32.5,,,,
34.080002,,,,74.959999,78.860001
37.02,38,,,,
,,,,,
21.82,,,,,142.38
,,,,,
47.360001,43.400002,,73.860001,94.620003,99.520004
40.52,35.299999,,63.760002,79.559998,
28.200001,,,54.200001,68.279999,
,,,,,
25.280001,,,,,
,,96.800003,,,152.34
33.099998,,,,,97.059998
33.52,45.419998,44.040001,54.860001,69.919998,100.48
29.1,,,,,
25.1,,,,,
36,36.619999,53.799999,66.699997,,
40.900002,,,,66.379997,89.959999
31.4,,,,,
30.26,,,,,
24.24,,,,,
28.799999,,,,,83.400002
32.200001,34.939999,,,,
30.5,,,,,
26.700001,31.780001,42.639999,,,
40.84,34.700001,,74.139999,88.199997,93.300003
29.76,,,,64.900002,73.639999
32.68,34.139999,32.459999,61.040001,,
25.219999,,,61.48,86.760002,132
29.799999,,,,74.800003,
31.200001,39.16,41.060001,49.98,75.139999,70.720001
32.84,,,,,
27.52,30.639999,32.48,61.66,81.239998,120.92
38.380001,,,,,
33.099998,44.02,36.380001,52.16,,81.559998
25.58,,,,,81.879997
42.18,45.599998,,64.980003,84.080002,104.56
24.68,29.299999,38.32,59.119999,67.660004,94.860001
36.48,,40.400002,51.16,,
35.900002,39.639999,40.220001,46.700001,,84.199997
36.779999,34.139999,,,,
30.379999,,,,,
29.1,33.139999,,,,
34.5,,,60.759998,,
41.400002,43.200001,,,82.400002,98.080002
27.700001,,,,,
25.68,,,,,
28.82,33.599998,,,,
27.24,,,,,
29.48,,,82.260002,87.559998,109.08
29.620001,,,,,
56.18,110,102.34,110.12,148.2,169.02
25.02,,,,,56.200001
37.220001,47.139999,,,,
31.620001,37.139999,,,89.919998,90.400002
32.400002,39.34,,,,
28.74,,,74.5,,
25.68,,,,,
20.200001,,,,,
,67.720001,74.959999,80.540001,76.900002,93.040001
,75.739998,86.080002,92.300003,97.120003,
,75.779999,78.959999,96.760002,86,95.779999
,74.959999,83.699997,95.139999,91.919998,82.580002
,76,84.739998,97.160004,90.599998,90.379997
,77.879997,85.32,86.139999,105.08,93.800003
,78.879997,85.779999,96.360001,92.599998,108.22
,78.379997,82.080002,88.559998,99.419998,87.080002
,77.620003,83.200005,88.940002,97.279999,91.559998
,80.779999,82.779999,95.540001,97.519997,95.68
,74.5,79.099998,84.339996,89.599998,93.040001
,76.800003,86,89.400002,,
,70.480003,82.020004,79.980003,82.800003,75.82
,81.379997,84.760002,95.760002,90.400002,99.400002
,87.299995,95.099998,102.36,112.8,102.48
,80.620003,81.919998,98.559998,90.599998,93.419998
,77.339996,75.879997,85.959999,88.760002,93.760002
,77.160004,90.519997,97.580002,92,82.400002
,78.659996,80.5,86.739998,91.400002,96.459999
,79.82,85.959999,94.940002,93.800003,100.06
,71.139999,80.559998,84.139999,79.519997,95.480003
,76.720001,88.959999,87.360001,80.699997,88.620003
,77.639999,93.379997,95.519997,,
,71.080002,56.459999,85.699997,98.959999,80.059998
,76.479996,79.400002,94.32,94.32,95.419998
,75.239998,85.160004,93.559998,90.260002,85.599998
,81.099998,83.32,88.400002,95.199997,
,74.360001,81.959999,88.339996,90.18,98.900002
,71.400002,82.82,88.760002,79.599998,87.580002
,71.980003,77.279999,94.540001,80.720001,
,79.68,89.580002,98.540001,85.879997,95.5
,77.879997,78.239998,92.139999,90.519997,96.239998
,78.720001,91.559998,91.980003,88.040001,88.540001
,76.099998,86.360001,88.540001,91.139999,89.279999
,74.459999,81.860001,86.300003,99.400002,88.220001
,92.159996,91.339996,104.76,113.54,101.52
,82.360001,82.760002,98.559998,102,100.62
,79.919998,87.040001,97.32,99.980003,99.580002
,76.380005,87.620003,83.940002,97.120003,86.080002
,73.120003,80.080002,87.540001,87.800003,81.300003
,78.580002,87.879997,93.559998,98.220001,92.019997
,73,85.339996,91.800003,87.400002,
,79.800003,83.559998,93.540001,97.980003,99.839996
,77.260002,85.940002,98.739998,93,101.42
,73.419998,78.940002,80.379997,88.199997,
,69.779999,80.379997,84.339996,98.720001,
,76.779999,83.980003,84.760002,94.879997,88.419998
,83.080002,87.599998,91.739998,107.54,87.220001
,77.32,83.559998,85.139999,86.239998,96.980003
,72.82,87.379997,84.540001,81.620003,87.400002
,77,,,,
,66.580002,81.360001,81.5,,
,74.5,82.18,87.959999,91.540001,82.900002
,72.68,73.900002,81.139999,86.400002,83.279999
,76.639999,80.980003,82.739998,82,91.040001
,73.379997,81.120003,94.360001,89.220001,79.119995
,72.660004,77.600006,81.660004,89.599998,76.419998
,76.559998,82.160004,83.559998,91.080002,88.279999
,77.540001,84.300003,88.959999,88.040001,78.860001
,75.860001,86.800003,85.360001,89.480003,92.440002
,77.840004,79.599998,93.519997,94.879997,95.400002
,75.379997,76.239998,90.440002,87.400002,
,74.919998,83.18,96.160004,85.800003,85.019997
,70.959999,82.620003,84.900002,97.519997,85.580002
,75.620003,82.380005,96.540001,92.599998,90.779999
,78.220001,86.139999,89.779999,90.68,86.260002
,75.760002,80.400002,85.739998,88.980003,102.7
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
23.02,32.860001,36.84,41.279999,,
21.9,34.84,46.84,50.619999,67.099998,49.799999
33.52,44.239998,50.959999,67.979996,82.440002,54.200001
25.779999,35.900002,47.759998,45.139999,59.860001,49.200001
31.360001,45.200001,52.200001,59.68,78.559998,57.400002
26.42,40.32,43.98,53.279999,71.519997,53.400002
37.52,47.52,55.52,60.5,60.32,
33.639999,47.380001,56.84,58.040001,57.939999,58.200001
30.58,48.040001,64.760002,73.480003,80.720001,71
38.720001,59.920002,61.119999,71.279999,78.059998,
25.6,35.700001,44.740002,55.220001,,
22.040001,34.48,37.779999,56.779999,64.580002,
24.76,37.259998,52.439999,61.779999,66.800003,67.400002
31.879999,54.779999,67.919998,79.119995,83.419998,72.599998
33.98,46.580002,59.060001,60.32,74,57.799999
36.16,44.84,63.98,68.099998,68.660004,71
35.200001,47.439999,69.419998,75.860001,61.419998,67.599998
34.580002,46.5,55.620003,64.32,70.919998,57.799999
24.76,39.059998,41.799999,47.540001,68.419998,47.400002
21.780001,33.799999,52.84,55.380001,,
34.240002,57.619999,69.980003,67.599998,65.540001,66
34.899998,51.900002,62.16,60.200001,60.220001,59
28.08,40.139999,52,58.440002,67.18,
27.1,35.759998,39.259998,43.540001,,
37.720001,52.380001,59.619999,64.279999,79.040001,58.200001
36.299999,53,70.599998,66.360001,73.120003,71.599998
32.619999,44.400002,54.200001,54.619999,50.299999,51.200001
24.880001,42.080002,54.760002,59.380001,63.920002,55.400002
24.76,31.42,45.66,62.099998,,56.200001
26.02,38.600002,50,39.68,52.119999,
31.4,48.919998,61.279999,65.120003,72.159996,65.800003
27.720001,33.419998,41.939999,51.380001,70,78.800003
20.780001,33.380001,40.360001,35.060001,,
31.92,48.419998,68.900002,69.699997,72.099998,68.199997
32.299999,40.200001,59.119999,70.32,63.860001,71.400002
27.52,36.619999,53.98,51.459999,73.18,48.599998
28.4,41.440002,42.5,49.799999,68.660004,
28.76,55.619999,61.34,72.800003,82.959999,70.199997
26.08,36,43.18,44.139999,75.239998,
31.5,43.279999,63.599998,66.959999,72.479996,63.599998
29.74,34.68,51.84,59.779999,82.400002,50.400002
26.299999,37.040001,45.52,58.040001,73.300003,52.200001
31.1,54.98,62.380001,71.68,83.68,71.400002
22.4,34.939999,34.759998,51.920002,,
32.900002,55.019997,70.739998,64.239998,67.339996,64
24.379999,33.139999,48.260002,56.419998,53.699997,
24.299999,35.200001,27.860001,42.799999,52.400002,79.620003
23.299999,42.599998,27.32,55.900002,65.360001,99.839996
19,61.220001,55.139999,80.199997,93.860001,88.040001
37.400002,47.200001,44.260002,60.060001,58.540001,93.360001
35,50.400002,45.040001,74.160004,86.5,124.86
22,43.200001,25.700001,55.139999,71.599998,129.53999
21,30.4,26.76,49.540001,53.220001,75.639999
19.9,41.360001,35.16,,92.019997,92.980003
43.5,83.540001,81.519997,87.760002,92.379997,118.58
20.5,35.580002,22.58,57.880001,49.759998,87
28.200001,39.759998,41,52.98,63.459999,90.979996
25.9,42.799999,32.639999,56.860001,61.080002,112.4
45.900002,69.540001,49.119999,87.520004,88.639999,123.92
23.299999,46.400002,37.779999,67.659996,71.279999,125.98
14.5,31.58,19.559999,35.240002,45.380001,59.060001
32.959999,59,75.080002,,98.080002,
25.200001,40.400002,32.260002,51.540001,57.119999,90.660004
21.9,45.200001,26.559999,55.139999,63.82,117.98
35.5,53,47.220001,73.300003,71.160004,120.54
15.4,31.6,22,37.040001,30.68,53.540001
25.42,42.799999,33.580002,50.760002,53.16,94.360001
17.799999,37.400002,22.360001,38.720001,47.459999,103.34
40.700001,78.199997,90.080002,105.14,97.779999,102.44
18.700001,38.599998,24.48,39.360001,48.200001,105.1
31.1,49.400002,45.860001,65.239998,77.199997,119.98
27.5,31.4,31.98,52.239998,58.84,66.160004
16,39.580002,27.719999,39.68,31.940001,51.260002
31,48.799999,43.619999,66.760002,79.159996,132.16
21.4,38.200001,22.48,50.239998,47.380001,84.379997
30,39,29.5,56.419998,58.68,108
14.6,,,,,
19.9,45.959999,46.099998,76.220001,91.440002,88.199997
31.52,43.959999,37.060001,60.600002,57.48,104.4
21,38,21.219999,44.400002,44.860001,73.580002
16.719999,,,43.200001,,
23.6,39.400002,28.440001,42.919998,55.420002,81.339996
17,41.959999,42.779999,78.699997,57.16,58.560001
34,45.400002,38.560001,62.119999,77.82,113.4
39.599998,48.900002,50.880001,71.059998,90.040001,119.3
29.92,63.599998,,77.300003,,
43.700001,66.160004,53.060001,84.360001,90.480003,130.3
20.9,40.560001,47.900002,88.540001,96.5,83.980003
34.400002,47.599998,35.5,68.440002,67.800003,125.92
20.6,40.200001,23.42,44.459999,54.779999,96.979996
26.5,51.599998,37.760002,55.66,74.659996,126.14
18.280001,37.400002,53.860001,72.760002,73.82,58.380001
17.700001,38.779999,33.68,44.759998,40.639999,45.779999
28.799999,36.599998,31.42,53.5,66.400002,96.639999
43.900002,70.199997,54,84.939995,85,129.39999
42.099998,66.400002,57.940002,90.379997,96.959999,134.84
12.38,24,26.66,56.759998,34.200001,59
12.8,54.299999,50.380001,47.459999,42.040001,59.279999
20,35.200001,23.34,53.619999,55.400002,89.260002
29.700001,51.400002,49.16,62.02,78.559998,131.58
28.5,43.16,31.52,49.16,55.32,85.099998
21.5,,43.799999,65.660004,63.400002,
22.700001,44.799999,29.799999,53.459999,63.880001,111.66
24.799999,58.400002,66.779999,66.400002,108.6,
18.6,33.400002,34.02,,65.339996,93.300003
17.200001,33.580002,38.02,88.68,86.019997,101.9
24.200001,28.4,27.699999,43.619999,50.280003,57.200001
41.400002,57.940002,50.02,75.279999,79.879997,119.54
49.400002,72.919998,57.599998,92.620003,102.92,130.12
21.700001,37.400002,34.66,63.299999,60.400002,92.919998
43.099998,55.799999,50.16,68.620003,72.059998,108.64
11.5,33.220001,22.66,39.220001,32.799999,
41.52,57.599998,60.599998,,,
36.799999,42.599998,59,68,85.199997,106.6
33.619999,53,68,68.800003,80.599998,103.4
42.700001,62.599998,69.800003,65.599998,81.400002,107.4
46.900002,56.400002,74.199997,81,98,104.8
42,51.200001,70.800003,64.400002,83.199997,90.199997
42.200001,63.799999,65.400002,76.599998,87.199997,
37.099998,50.599998,64.400002,72.599998,88.800003,109.4
37.200001,50.200001,64.800003,73.199997,89.599998,109.6
52,56.799999,73.800003,75.199997,80.400002,
41.32,51.799999,56.200001,62.400002,79.599998,103.4
36.799999,40.799999,55,67.199997,81.599998,92.199997
46.82,72.599998,71,75.800003,88,
38.200001,47,60.599998,67,75.400002,
46.720001,52,65.199997,80.199997,92.800003,
40.700001,55.599998,68.400002,72.199997,83.800003,109.4
37.700001,61.200001,65.599998,73.400002,88.599998,96.199997
42.02,65,71.400002,78.599998,78.199997,97.599998
36.419998,51.400002,60,64,77.400002,
38.299999,48.200001,62.200001,60.799999,84.599998,91.800003
39.299999,44.200001,57,67.599998,75.199997,109.4
39.599998,46.400002,60,67.599998,79.599998,90.199997
46,69.599998,76,76.599998,109,116.6
35,45,57.200001,64.199997,84,91
39.48,61.599998,69.800003,76.800003,81,90.800003
44.599998,54.400002,74.800003,74.400002,99.599998,125.8
38,63,69.599998,77.400002,96.199997,108
32.799999,37,53.799999,75.800003,88.800003,113.6
43,63.599998,68.800003,79,92.599998,
47.299999,62.799999,68.400002,71,83.800003,90.599998
45.68,58.799999,79,76,93.800003,111.6
44.619999,53.200001,69.199997,82.599998,86,97.400002
37.84,40.200001,54,59.799999,70.800003,
50.099998,68.400002,68.400002,73,86.800003,
35,39.599998,51.200001,61,80.199997,83.599998
33.299999,39,61.200001,66.800003,82.800003,83.800003
48.400002,57,65.800003,70.599998,84,
38.200001,55.599998,62,74,81.199997,94.800003
37.700001,48.200001,62.400002,70.800003,92.800003,94.800003
40.599998,61.400002,73.599998,76,98,114.4
44.299999,45,63.599998,64.599998,92,92
37.32,39.200001,55.200001,64,86,
43.700001,42.599998,63.799999,73.400002,97.800003,113.8
38.5,46.400002,58.799999,66.599998,66.800003,
45.259998,53.799999,66.599998,81.400002,98.800003,93.599998
64.419998,87.599998,84.400002,103.2,98.800003,
44.52,49,62.799999,75.599998,85.199997,
56,67.199997,64.599998,108.6,127.2,131.60001
40.560001,50.200001,60,74.199997,105.6,112.2
30.5,44,55.200001,66.800003,84.599998,127
35.700001,40.400002,52,54.799999,75.400002,
34.900002,40.400002,57.200001,75.400002,77.800003,103.6
43.200001,61.400002,72.800003,77.199997,92.800003,
40.52,56.400002,60.200001,68.800003,87.199997,95
35.200001,43.400002,57,68.800003,90.800003,87.800003
35,52,59.200001,73,85.199997,101.6
39.200001,43.400002,59.400002,71.599998,88.599998,98.199997
41.799999,56.599998,72.400002,72.400002,93.400002,103.2
35.700001,42.400002,58.200001,64.599998,78.199997,102.2
36.099998,42,56,65.599998,92.400002,111.2
41.939999,48.799999,61.200001,68.800003,85.800003,95
42,47.400002,64.800003,70.400002,91.199997,91.199997
44.419998,61.599998,74,83.599998,103.8,123.8
36.84,42.599998,61.200001,71.400002,83.400002,107.6
40.139999,74.400002,76.199997,78.199997,83.400002,
49.599998,72,84.599998,89,117.2,122.6
37.400002,55.599998,76.400002,76.599998,89.800003,
39.599998,49.200001,62.799999,67.199997,86,82.599998
43.919998,53.599998,59,77.800003,,
39.959999,59.200001,66,71.199997,93.400002,97.800003
36.799999,55.200001,69,69.800003,76.800003,
41.799999,39.200001,55.400002,61.799999,75.800003,81.599998
40.720001,50.400002,63.200001,65.599998,,
45.900002,66.400002,73.800003,89.599998,94.800003,122.4
37.099998,39,61.599998,67.800003,77.800003,97.199997
44.34,48.400002,66.800003,72.400002,83.400002,
46.580002,54.400002,68,67.199997,90.199997,95.800003
43.400002,63,71.800003,78.599998,92.800003,
35.599998,45.200001,60.200001,60.200001,88,104.6
40.5,45,57.200001,71.199997,86,
38.400002,54,58.799999,66.599998,83,95.800003
47.040001,75,79,84.400002,85.599998,
38.900002,49,59.799999,84.199997,84.599998,101.8
41,49.400002,63.599998,62.400002,88.599998,98.599998
36.139999,49,62,75.400002,75.199997,90.599998
50.380001,65.800003,66.199997,,,
41.540001,61.799999,62.599998,73.800003,,
40.040001,57.400002,66.599998,65.199997,,
41.299999,51.799999,66.599998,73.199997,81.599998,103.8
55.700001,66.199997,79.800003,80.400002,88.400002,91.599998
34.700001,57,63.400002,66.599998,75.199997,87.800003
38.900002,62.400002,74.199997,80.599998,104.4,116.2
40,44.799999,65.599998,74,88,99.599998
36.5,40.200001,55.799999,66.599998,90.400002,104.8
37.299999,46,57.799999,72.599998,78.199997,
,32.84,38.540001,,61.98,
,,,,,
,,,,,
,,,,,
,,,,,
,112.57999,101.94,,,
,34.760002,56.16,58.66,71.82,89.099998
,43.880001,41.380001,59.120003,72.779999,81.940002
,120.16,110.6,119.78,145.03999,145.25999
,,,,,
,32.68,37.419998,53.299999,54.759998,59.799999
,,,,,
,31.42,51.099998,59.220001,42.32,53.119999
,32.900002,36.34,51.059998,67.540001,71.419998
,50.84,70.919998,81.639999,76.360001,73.18
,,,,,
,,,,,
,30.459999,30.559999,,44.66,
,,34.459999,,81.300003,117.16
,40.580002,58.439999,72.419998,71.379997,
,49.66,40.98,,81.400002,97.059998
,,122.86,120.4,125.7,
,,,,27.9,
,,,,,
,48.220001,41.82,54.580002,73.040001,92.400002
,,,,,
,37.939999,28.860001,53.239998,63.880001,63.380001
,,,78.139999,72.979996,85.300003
,,,,,
,55.32,69.68,82.440002,77.800003,82.5
,,,,,
,93.699997,95.879997,118.1,142.72,154.54001
,41.759998,,,,
,123.92,132.10001,144.34,164.84,184.86
,,,,,
,28.26,36.540001,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,31.059999,39.459999,,59.040001,72
,,,,,
,44.5,64.139999,80.120003,85.160004,85.68
,35.52,46.740002,63.139999,,
,,,,49.32,80
,,,,,
,,,,,76.099998
,27.619999,28.16,51.779999,58.879997,53.759998
,,,,,
,,106.28,,,
,,,,,
,110.08,103.54,131.24001,167.06,188.64
,,,,76.199997,57.799999
,,,,,
,112.82,123.78,129.94,160.06,153.3
,,,,66.32,88.279999
,26.02,32.68,,57.32,
,30.780001,32.880001,55.899998,57.380001,74.620003
,,,,,
,,81.659996,,,
,,,,,
,49.68,43.939999,67.919998,29.82,
,,,,,
,,,,,
,,,,,
,29.539999,33.700001,53.82,66.599998,73.480003
,,,,,
,,,,,70.440002
,32.48,32.279999,52.98,73.919998,77.620003
,26.279999,36.700001,,66.120003,74.019997
,38.299999,36.720001,59.200001,61.779999,69.040001
,,,,,
,96.940002,121.14,126.26,136.34,136.60001
,,,,,
,38.540001,55.100002,72.739998,76.199997,81.32
,,,,,
,27.48,,,,
,82.919998,66.5,75.879997,75.82,106.92
,,105.16,,,
,,,,,
,,,,,
,,33.860001,,46,64.080002
,,,,,
,46.84,39.5,61.760002,52.18,60.119999
,35.02,32.119999,53.599998,76.040001,67.260002
,,,130.58,129.02,161.48
,26.959999,33.080002,,71.080002,79.339996
,,,,,
,29.42,43.959999,73.220001,,76.559998
,34.98,39.16,57.959999,43.720001,57.68
,107.5,133.86,133,148.78,148.62
,,,,,
,25.120001,28.52,,66.239998,
,111.6,111.8,121.36,157.39999,177.23999
,,,,,
,,,,,
,41.860001,64.379997,68.040001,72.059998,83.300003
,,,,,
,100.26,119.74,133.84,173.98,191.2
,,,,,
,33.880001,33.48,50.18,59.720001,53.200001
,,,,,
,29.439999,41.02,,,
,60.799999,66.260002,80.800003,74,48.939999
,30.860001,33.739998,46.400002,68.599998,73.419998
,,,,,
,,,,,
,,,,,
,32.099998,34.559998,55.139999,,112.46
,,,,,
,,109.46,,,
,26.76,30.84,,,
,119.36,111.82,113,155.14,184.75999
,,,,,
,,,,,
,31.360001,56.5,76.880005,77.659996,80.119995
,,,,,
,,,,,
,,,,,
,40.32,38.119999,56.52,39.82,36.200001
,26.699999,35.200001,,53.779999,61.34
,,,,,
,34.5,24.92,46,42.400002,44.899998
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,84.68,86.879997,,
,,,59.799999,37.619999,
,,,,,
,31.32,,,68.900002,86.940002
,116.48,123.96,131.24001,146.60001,156.38
,,,,,
,45.439999,,,42.279999,
,33.580002,36.379997,46.060001,63.380001,59
,34.760002,31.52,44.619999,68.759995,62.900002
,26.359999,,,,
,51.279999,,,,
,23.639999,31.34,51.98,52.84,72.379997
,91.339996,111.76,,,182.74001
,33.599998,37.18,45.32,33.34,37.02
,,,,,
,,120.96,116.92,,
,,,,,
,,,,,
,28.82,28.42,52.779999,73.659996,73
,,,,,
,,41.259998,,,
,,,,,
,,,,,
,,,,,
,,55.84,79.779999,73.300003,69.260002
,,84.599998,,,
,71.059998,82.919998,87.480003,85.860001,89.779999
,,,,,
,,,,,
,40.220001,31.700001,51.360001,73.779999,79.619995
,,,,,
,,,,,
,,,,,
,,,,,
,107.04,117.58,123.46,168.12,189.44
,,,,,
,,,,,
,,42.600002,,,
,37.059998,37.240002,,58.200001,86.139999
,,,,,
,,,,,
,,40.34,65.139999,50.299999,52.639999
,113.66,101.5,,143.75999,164.02
,,114.98,,,
,,,,,
,,,,,
,,,,,
,,,,,
,111.26,131.45999,139.36,164.87999,185.42
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,94.860001,110.02,123.22,,145.68001
,,,,,
,,,,,
,,,,46.02,117.96
,,,,,
,,46.200001,65.639999,63.52,72.839996
,,,,,188.39999
,33.220001,38.720001,66.659996,80.580002,83.68
,,,,,
,,,,,
,28.1,32.220001,,,
,,,,,
,,,,,
,,,,,
,,40.18,66.239998,43.459999,54.759998
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,106.34,112.28,125.52,164.98,184.34
,,33.18,36.32,,
,,,,,
,35.48,50.860001,,50.940002,45.759998
,,,,,
,,,,,
,,,,,
,,,,,
,122.52,127.6,141.08,150.25999,148.28
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,104.88
,36.060001,36.779999,62.02,72.599998,56.259998
,,,,,
,,,,,
,,,,,
,,,,,
,80,89.519997,94.379997,95.020004,111.02
,,,,,
,29.200001,37.419998,,,
,33.260002,48.5,69.080002,64.199997,89
,,,,,
,42.220001,62.880001,77.740005,79.919998,72.220001
,45.799999,41.5,49.419998,,57.759998
,,,,,
,50.920002,77.779999,88.040001,92.980003,100.14
,,,,,
,,,,,
,,,,,
,57.32,,89.959999,64.440002,69.940002
,35.82,35.099998,52.860001,73.82,72.220001
,29.76,24.76,50.98,51.080002,61.459999
,,,,,
,,,,,
,,,109.96,,
,,,,,
,,,,,
,80.220001,88.200005,89.720001,81.440002,78.340004
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
60.82,81.480003,93.599998,90.5,109.2,115.8
49.380001,63.040001,70,76.599998,94.199997,92.199997
62.84,75.040001,69.400002,92.199997,,
43.48,60.139999,54.799999,77.300003,82.199997,88.800003
45.02,57.060001,65.800003,70.400002,,
42.700001,54.799999,57.200001,70.800003,78.599998,74.400002
66.379997,74.279999,73.400002,85.699997,100.8,98.599998
61.920002,74.879997,72.199997,90.300003,,
50.279999,60.439999,65.599998,74,91.199997,
60.880001,71.419998,78.199997,94.5,,
58.080002,71.019997,78.800003,88,96,74.800003
38.779999,50.259998,52.799999,67.099998,75.599998,26.799999
48.299999,50.740002,72,91,,
43.380001,55.48,61.599998,70.400002,73.599998,
41.259998,49.419998,54.200001,68.400002,76.400002,63
48.200001,62.239998,73.599998,78.800003,96.400002,104.6
56,68.699997,70.199997,84.699997,,
60.02,92.400002,89.800003,86.900002,107.6,111.6
37.720001,45.200001,54,73,84,87.400002
48,66.5,60.599998,76.300003,,
58.5,63.599998,67.800003,87.599998,93.400002,100
64.400002,76.480003,76.400002,88.400002,,
59.239998,78.120003,79.199997,82.800003,95.199997,87
45.299999,55.419998,61.799999,73.900002,74.800003,77
46.880001,56,83.599998,92.800003,,
47.060001,80.599998,62,71.800003,90.199997,78.800003
56.579998,76.139999,84.400002,86.5,100.6,100.4
56.419998,70.580002,71,82.300003,,
57.599998,64.739998,73.400002,88.300003,89.599998,96.199997
60.82,64.980003,73,85.599998,,
45.580002,53.599998,55.200001,73,83.800003,
43.760002,60.060001,65.400002,79,84.400002,74.599998
53.16,61.139999,65.400002,77.300003,83.400002,88.400002
51.139999,67.879997,79.800003,91.099998,,
58.580002,84.940002,88,81.5,104.8,102
42.68,53.119999,54.200001,70.300003,83.599998,88.800003
62.439999,71.739998,78.599998,91,,
45.540001,63.34,65.400002,82.400002,93.599998,
43.880001,66.860001,66.599998,71.900002,83.800003,78.800003
36.200001,42.240002,49.799999,71.599998,66.400002,69.199997
48.540001,58.779999,60.200001,74.800003,105.4,101.8
49,64.800003,63.400002,76.599998,98.800003,88
36.700001,46.759998,57.200001,71.300003,,
62.940002,65.400002,71.800003,86.400002,,
55.139999,81.080002,91.199997,80.5,94.599998,102.4
60.82,84,93.800003,91.300003,109,92.400002
55.98,74.019997,79.599998,86.300003,102.4,86
50.740002,68.360001,84.800003,88.900002,97.199997,90.599998
54.579998,73.419998,80.400002,86.099998,108.4,99.599998
61.619999,82.459999,83.400002,84.699997,104,99.199997
55.239998,70.660004,77.599998,91,86,73.599998
62.16,73.080002,80.400002,82.099998,91,103.8
49.759998,55.759998,64.800003,76.599998,89.400002,75.400002
40.540001,49.080002,50.400002,67.900002,,
56.779999,71.879997,78.599998,88.5,97.400002,90.800003
54.220001,75.720001,78.199997,80.900002,,98.199997
36.360001,63.98,49.799999,64.199997,71.400002,32
53.18,92.019997,84.199997,86.400002,101.4,95
54.139999,80.5,84,98.599998,100.8,62.400002
49.32,60.880001,65.400002,83.699997,,
58.619999,82.800003,89.199997,96.300003,107.6,89.199997
56.98,77.699997,87.800003,91.199997,,117.2
60.619999,82.559998,86,87.800003,107.8,113.4
48.540001,59.98,60.799999,72.099998,79.199997,
56.060001,75.139999,72.199997,79.300003,101.4,100.4
58.18,67.940002,66.400002,87.599998,90.599998,81.199997
51.84,60.5,65.199997,76.800003,82.400002,71.800003
