cornyield_smooth1960,cornyield_smooth1970,cornyield_smooth1975,cornyield_smooth1980,cornyield_smooth1990,cornyield_smooth2000
53.459999,69.379997,80.18,97.139999,105.96,107.98
60.16,81.379997,91.800003,103.06,115.5,127.34
77.639999,102.02,95.199997,106.28,110.32,133.58
62.900002,91.080002,100,110.12,123.1,145.3
68.739998,97.099998,96.82,97.18,105.6,134.18001
70.419998,95.220001,98.620003,109.5,119.96,147.22
64.599998,88.919998,87.559998,111.04,110.9,134.3
63.18,86.68,86.400002,102.28,114.54,124.5
70.459999,91.360001,107.4,118,123.44,144.48
68.040001,84.68,86.82,99.099998,112.08,129.42
56.880001,88.559998,90.400002,104.74,111.78,133.16
66.760002,91.599998,97.379997,112.68,123.26,138.06
54.200001,75.040001,85.159996,101.4,115.68,117.52
68.279999,93.459999,92.440002,93.5,104.72,125.08
65.080002,79.940002,80.620003,94.540001,106.3,117.52
61.5,92.059998,99.620003,111.48,121.28,140.68001
55.720001,73.879997,79.220001,93.5,108.22,
78.919998,100.06,97.959999,118.26,119.42,146.06
83.020004,101.16,106.8,122.96,127.6,153.38
79.340004,99.139999,106.38,117.58,121,145.39999
60.84,80.559998,97.019997,107.1,119.58,139.2
71.639999,100.52,104.82,114.4,122.46,143.46001
64.919998,89.239998,88.979996,103.26,121.1,131.38
71.660004,93.419998,94.18,106.06,119.78,131.39999
75.879997,102.32,109.58,119.72,116.76,142.16
53.32,77.479996,90,103.24,113.78,121.04
60.119999,75.059998,87.199997,101.44,98.339996,114.64
71.459999,87.720001,94.18,114.5,113.72,132.82001
67.900002,92.040001,92.019997,111.4,116.78,134.28
77.580002,101.34,103.8,116.74001,119.72,155.04001
64.120003,86.339996,87.239998,98.279999,112.52,127.8
66.660004,92.82,75.239998,106.25999,119.8,139.08
63.799999,92.120003,72.699997,101.04,114.42,131.68001
68.800003,99.360001,99.959999,120,116.6,152.25999
57.18,82.040001,76.519997,97.220001,88.919998,124.07999
72.5,91.18,74.959999,109.2,124.94,137.10001
79.82,105.56001,94.019997,122.3,103.86,158.24001
75.159996,100.54,99.959999,126.94,111.9,156.5
74.559998,111.62,91.919998,126.4,124.66,156.34
69.68,98.739998,98.660004,127.1,118.02,163.38
68.379997,100.78,101.94,130.5,119.36,157.96001
73.440002,102.86,99.860001,126.62,130,151.8
67.839996,96.559998,91.199997,122.74,119.18,154.34
73.959999,103.08,93.660004,129.64,133.40001,147.78
75.400002,96.760002,78.68,114.28,128.31999,145.36
69.979996,91.659996,80.639999,109.44,125.4,134.74001
80.540001,106.8,110.7,135.52,117.18,166.7
68.080002,104.88,96.919998,128.58,119.54,151.03999
70.879997,96.900002,93.32,121.32,133.98,152.82001
62.619999,93.32,87.979996,120.32,113.7,151.94
54.98,85.940002,71.900002,94.619995,87.020004,120.16
65.660004,100.86,94.580002,124.22,124.82,149.68001
65.160004,99.979996,101.9,121.9,122.14,156.03999
79.059998,103.78,97.540001,126.78,112.12,160.62
71.199997,88.800003,73.559998,98.360001,123.88,145.2
72.300003,106.62,86.760002,120.12,126.62,147.89999
55.900002,83.32,76.760002,104.52,89.760002,133.58
48.82,85.739998,73.68,98.18,90.360001,121.86
69.660004,100.3,100.64,128.62,118.64,161.42
78.919998,108.42,106.84,127.3,102.86,145.48
56.639999,97.220001,83.82,123.32,125.24,145.56
72.559998,98.339996,96.720001,123.8,114.74,158.03999
64.919998,108,99.440002,132.17999,130.28,148.89999
64.5,98.959999,101.42,125.46,123.7,158
70.239998,102.56,90.68,124.68,114.94,155.98
74.360001,108.92,101.78,129.17999,129.10001,153.32001
65.559998,95.599998,77.800003,104.14,126.58,129.38
73.919998,105.16,85.620003,127.48,128.48,149.03999
80.980003,109.2,107.28,128.24001,116.94,153.28
68.019997,91.959999,76.220001,111.94,123.75999,137.7
75.419998,109.14,98.120003,131.3,128.62,160.74001
65.620003,109.8,101.06,130.25999,128.10001,152.17999
76.900002,109.84,102.4,127.12,122.2,156.42
68.099998,96.199997,77.940002,103.2,114.6,139.58
69.519997,102.12,104.22,125.6,99.779999,141.78
53.900002,86.580002,80.639999,118.32,112.98,148.16
73.860001,107.16,101.4,129.48,131.16,151.36
74.099998,93.400002,90.400002,106.02,130.25999,148.56
72.479996,99.419998,89.839996,119.82,99.919998,151.53999
72.980003,96.099998,87.599998,116.92,99.400002,149.39999
72.739998,105.38,90.060005,118,116.2,157.34
61.200001,96.900002,91.379997,115.1,100.96,125.66
71.360001,101.16,100.32,123.22,101.32,150.08
77,103.14,96.120003,128.58,106.74,159.62
67.739998,100.46,93.300003,122.8,98.739998,138.92
69.059998,110.42,102.62,131.7,134.28,151.64
65.540001,95.32,86.699997,117.3,88.980003,133.78
71.080002,102.58,93.779999,124.28,105.48,155.92
70.019997,103.34,105.74,127.22,97.080002,138.86
54.279999,87.940002,68.919998,96.419998,88.580002,124.06
56.879997,84.139999,75.800003,108.74,112.96,154.64
69.419998,96.18,72.940002,107.54,113.72,141.58
69.699997,99.840004,86.919998,115.74,107.82,146.39999
65.620003,95.199997,77.019997,109.74,112.22,142.38
78.199997,109.42,94.239998,122.52,120.16,156.81999
66.199997,92.239998,78.160004,109.68,125.1,125.98
67.220001,97.659996,85.5,119.34,123.8,157.39999
63.920002,89.040001,76.440002,98.779999,111.46,132.64
52.299999,83.68,71.239998,96.900002,95.699997,126.48
66.599998,89.440002,81.720001,105.78,123.14,136.7
71.620003,97.980003,105.86,125.02,103.86,151.78
68.559998,98.139999,100.5,124.52,133.3,156.66
61.66,96.400002,87.019997,122,128.66,149.16
63.619999,87.720001,76.619995,99,114.78,123.86
63.84,105.92,98.200005,128.38,125.68,150.34
60.52,82.379997,73.660004,105.5,114.16,149.14
70.260002,107.56,101.46,131.76001,130.02,150.5
71.740005,102.64,88.720001,119.7,121.02,158.56
69.080002,97.519997,80.279999,114.44,122.48,139.28
73.379997,98.980003,90.800003,118.1,105.28,153.86
52.559998,87.400002,67.800003,92.339996,94.940002,122.5
75.139999,94.059998,86.059998,112.04,130.84,151.42
78.699997,100.96,107.94,133.17999,118.84,171.06
76.720001,92.659996,79.400002,111.16,122.88,139.04001
64.5,84.260002,80.519997,113.66,123.16,162.12
75.760002,108.12,91.82,128.78,122.38,159.3
78.5,105.38,99.139999,122.6,113.82,155.74001
55.880001,87.080002,67,92.080002,99.599998,123.4
59.059998,88.580002,67.959999,97.800003,107.22,135.3
61.799999,87.419998,79.800003,102.36,89.300003,119.66
62.52,98.020004,96.5,117.24,104.28,132.8
63.220001,95.779999,76.5,111.62,110.74,142.22
70.459999,102.62,98.879997,127.28,100.86,147.60001
53.560001,89.620003,77.5,99.82,86.279999,119.94
72.599998,108.96,97.980003,133.64,131,156.58
68.800003,108.66,96.059998,123.08,128.64,150
62.439999,92.400002,91.360001,116.4,116.7,151.98
63.079998,81.620003,81.459999,98.339996,111.18,137.59999
65.279999,103.74,94.959999,123.42,125.36,151.3
71.660004,111.2,104.38,131.17999,133.73999,151.46001
46.799999,64.400002,57.599998,63.599998,84.559998,94.599998
50.599998,65.199997,54,66.599998,89.720001,87
45.799999,65.800003,54.799999,76.800003,76,99.400002
28.200001,53.200001,93.800003,,123.6,113.8
28.4,103,97,120.8,139.38,134.8
44,56.799999,53,61,68.919998,85
58.400002,80.599998,61.799999,84.400002,83.699997,113.2
44.400002,58.400002,63.599998,,63.940002,93.400002
51.400002,67.400002,59.799999,66.599998,74.840004,87.199997
43.599998,59.599998,49.400002,51.400002,64.68,86.199997
40.200001,55.400002,56.799999,60.799999,81.440002,103.4
38.200001,104.6,104,115.2,141.12,133.60001
35.200001,79.800003,100.2,,120.74,152
44,73.199997,78.800003,108.2,135.74001,124.2
47.400002,79,84.199997,99.400002,119.2,123.2
45.799999,68.199997,56.400002,69,81.220001,85
21.4,43.799999,92,,152.76001,
47.200001,48,,,58.98,80.599998
44,56.400002,64,60.799999,84.540001,98
30.4,73.800003,98.599998,103.6,87.580002,85.400002
33.599998,50.799999,49.400002,70.800003,54.860001,102.2
59.599998,88.599998,69.599998,97.800003,92.580002,131.39999
53,79.199997,66.599998,80,93.400002,101.2
32.200001,95.599998,101.8,127.2,159.86,159
42.599998,55.200001,48.599998,,64.260002,100.4
24.4,92.400002,93.599998,,71.599998,74
34.799999,48.200001,65.400002,,61.439999,79
71,114.2,112,130.8,159.53999,173.39999
39.200001,103.6,105.4,120,161.5,166.2
44.400002,70.800003,55.599998,76.400002,81.68,83.400002
45.400002,66.400002,67.599998,84.800003,96.900002,110.6
36.400002,111.4,110,114,117.84,95.400002
32.400002,93.199997,101.6,110,117.34,96.800003
81.199997,109.6,119.4,139.2,172.8,165.39999
63,120.6,117.4,133.8,174.48,186.39999
64,113.2,105.2,114.6,141.68001,95
43,64.199997,60.799999,72.800003,67.139999,97.599998
52.599998,105.4,112.8,120.8,158.8,122.8
31.200001,65.400002,,,67.839996,
34.599998,78.400002,86.599998,113.4,119.84,136.39999
71.800003,116.4,122,138.8,172.08,188
35.400002,105.6,101,117,136.89999,125
42,58.599998,48.799999,67.800003,71.82,94.599998
45.599998,70,55.200001,77.800003,77.740005,102.6
44.799999,89.599998,88.400002,116.4,129.38,112
50.599998,73.199997,55.400002,74.400002,88.580002,89
59.200001,103,111.8,128.2,152.02,154.8
31.4,53.200001,89.199997,,148.5,138
31,87.599998,103.4,124.6,164.90001,145.39999
39.599998,51.599998,55.799999,63.200001,58.860001,94.400002
65.599998,120.6,106.6,111,119.26,118
51,74.199997,56.799999,77.400002,75.279999,89.199997
38,43.200001,76.599998,,,74.199997
46.599998,60.400002,52,69.599998,78.919998,85.599998
53,110,108.8,115.6,143.03999,94
42,62.799999,55,71.400002,77.599998,78
42.599998,92.599998,99.599998,116.6,126.1,136
32.400002,53,58.799999,,61.080002,77.199997
42.799999,65.599998,54.400002,73,76.760002,95.800003
66.199997,102.2,103.8,123.2,165.24001,188.39999
45.400002,66.400002,55.400002,73.599998,88.739998,85
39.799999,74.400002,83.199997,96.800003,109.72,96.400002
42,54.799999,50,60.599998,83.059998,87
39.400002,57.599998,53.599998,67.400002,72.900002,76.199997
53,110.6,100.6,119.6,139.8,146.2
44,60.400002,52.599998,72,82.840004,95.199997
42.200001,60.400002,52.400002,56.400002,77.18,98.199997
28.200001,106,100.2,99.800003,,80.800003
27.799999,90.599998,112.4,122.8,94.760002,92.599998
43.799999,67.800003,52.599998,68.800003,73.459999,82.400002
48,92.199997,96.400002,108.6,120.04,113
37.799999,72,78.800003,95.800003,,98
45,105.4,100.2,124.4,148.84,146
37.599998,94,105,106.8,127.58,77.599998
46.200001,63.400002,62.200001,95.400002,108.48,112.2
31,96.599998,103.4,128.2,156.22,153
33,83,101.6,114.4,106.64,90.400002
33.599998,66.599998,90,102.8,128.94,136
44.400002,87.199997,94,108.8,136.10001,114.2
33,86.599998,98.800003,122.8,142.44,120.4
45,62.200001,62.599998,90.199997,91.82,99
37.400002,81.800003,99.199997,97.199997,,79.800003
49.599998,103.4,99,,117.06,105.4
33,61.400002,73.599998,59.400002,,56.599998
40.200001,60.599998,79.400002,,88.199997,93.599998
75.400002,111.8,110,117.6,147.84,130.2
42.400002,72.800003,92.199997,114.2,115.96,138.39999
72.599998,114.8,106,128.8,159.92,171.8
55.200001,76.800003,70.199997,88.400002,112.34,120.4
44,120.6,113.8,130.8,147.39999,145.60001
56.599998,107.6,107.4,112.4,138.46001,148.60001
39.799999,84.599998,97.599998,112.4,107.14,95.800003
28.4,85,99.400002,121.8,152.7,133.8
67.800003,116.2,107.6,125,178.53999,164.39999
62.799999,113,110.6,122.4,162.92,173.60001
37.400002,51.200001,71.400002,94.800003,51.02,79.800003
38.799999,118,110.4,126.8,139.17999,142.8
29,82,96.599998,95.800003,117.24,95.199997
46.200001,68.400002,56.400002,78.599998,95.080002,87.400002
39.799999,114,106.8,111.4,135.84,126
44,64.199997,64.599998,90.599998,85.760002,89.599998
71.800003,118.4,110.8,116.6,150.42,140.8
43.200001,64.199997,60.799999,61,79.82,96.400002
43.400002,61.599998,59,63.599998,76.160004,93.199997
54.200001,76.400002,55.200001,80.800003,82.639999,90
44.400002,66.599998,73,82.800003,76,89.800003
43.5,66,77.400002,84.800003,89,95.800003
50.119999,69.199997,89,87.800003,97.199997,
46.799999,67.400002,82.400002,83.599998,99.599998,119.8
47.400002,68,84.099998,86.800003,93.599998,111.2
52.799999,74.599998,88.800003,96,87.400002,114.4
42.540001,58.400002,,,,
55.220001,70.599998,78.699997,90.400002,93.800003,118.4
65.199997,85.800003,99.199997,105,96.400002,88.400002
51.380001,60.119999,75.199997,,,
55.559998,71.599998,87.400002,92.400002,91.800003,80
62.619999,74.599998,92.599998,97,91,
48.200001,68,79.800003,93,93.599998,97.400002
53.119999,64.400002,78.099998,88.800003,86,100.4
42.599998,61.599998,77.699997,86.599998,109.2,121.6
48,69.400002,87.800003,85,90.400002,114
45,74.800003,94.800003,75.599998,89,112.4
50,59.540001,75.800003,87.400002,78.400002,
47.400002,66.599998,84.599998,86,106.4,124.6
58.380001,67.379997,84.800003,94.199997,93,111.6
43.02,62.02,80.599998,85.400002,90,
46.099998,64.199997,78.800003,86.400002,87.400002,103.2
55.599998,72.199997,89.699997,90.400002,102.8,123
61.700001,80.400002,95,99.199997,97.599998,100.8
41.82,59.18,75.400002,80.199997,84.199997,
43.66,63.779999,77.400002,80.400002,78.599998,105
43.299999,61.200001,79,75.599998,90.199997,115
43.599998,59,68.199997,75,80.400002,103.4
55,78,98,102,116.8,123.6
42.700001,61,70.300003,82.800003,83,93.400002
44.119999,63.299999,80,86.800003,,
47.040001,63.779999,78.599998,77.599998,88,85.800003
65.639999,81.980003,93.599998,101.2,101.6,98.400002
61.700001,74.379997,96.199997,93.599998,89,96.599998
59.16,66.980003,80.599998,84.800003,90,90.599998
53.5,73.599998,88.800003,86.599998,114.6,130
50.380001,61.34,79.400002,89.599998,89,
55.82,73.220001,85.599998,84.599998,94,92.400002
48.799999,67.440002,75.599998,86.599998,84.199997,
45,73.400002,90.300003,80.400002,103.4,121
42.900002,61.599998,72.199997,83.199997,92.400002,88.800003
48.099998,62.200001,74.599998,84.599998,90.800003,103
44.52,68.160004,81.199997,80.199997,84.599998,85.199997
48.48,70.199997,83.900002,93.599998,109,124.2
57.799999,70.800003,83.800003,93.599998,94.800003,112
39.799999,54.799999,,,,
59.299999,77.019997,92.599998,99.400002,95.400002,107.2
53.299999,67.400002,81.5,83.599998,82.199997,97.599998
53.599998,74.800003,90.099998,99.800003,112.8,122.8
59.200001,76.400002,90.199997,95.199997,89.800003,99.199997
54,72,90.5,88.199997,111,122.2
49,67.800003,84.199997,88.400002,98.199997,112
42.279999,63.98,74.900002,73.400002,86,
59.119999,73.599998,89.800003,99,97.599998,109.4
55.700001,74.800003,84,90.400002,98.599998,91.599998
49.580002,64.540001,78.800003,87.199997,80.400002,
40.98,57.599998,74.800003,72.800003,84.199997,103.4
54.200001,72.400002,85.800003,94.599998,99.599998,116.6
43.5,64.199997,75.400002,83.599998,82.199997,102.8
44.119999,68.980003,78.400002,83.199997,89.599998,
44.52,61.139999,75.199997,78.400002,79.599998,
49.739998,69.419998,86,88.199997,90.400002,95
56.5,73,85.599998,88,101,112.2
43.200001,62.419998,80.199997,78.199997,81.800003,110.6
51.5,72,90,101,104,127.6
43.099998,65.599998,77.599998,76,89.800003,112.8
43.200001,66.800003,87.199997,82.800003,100,108.6
38.66,50.740002,60,,,
51,75.800003,98.199997,101.8,118.4,125.4
54.700001,74,95.099998,89.199997,92.199997,108.8
43.119999,65.400002,72.400002,77.599998,83.199997,
56.200001,71.599998,85.800003,93.199997,102,128.2
39.799999,59.02,79.5,73,82.800003,107
35.66,60,,,,
65.419998,78.400002,93.400002,101,94.199997,94.400002
51.400002,67.800003,81.099998,95.400002,94,107.8
41.119999,56.599998,72.699997,81,82.199997,
55.799999,71.800003,87.900002,90.800003,92.400002,95.400002
45,62.599998,76.699997,78.599998,82.400002,101
43.299999,62,74.599998,80.199997,86,97.800003
56.439999,72.980003,89.199997,92.800003,92.400002,90.800003
48.080002,70.199997,83.599998,85,85.800003,
42.599998,66.099998,76.400002,85.199997,95,103
55.700001,75,83.099998,89.800003,96.800003,117.4
51.68,74.160004,85.800003,87.800003,83.599998,
42.700001,66.599998,90.800003,95.400002,113.2,128.39999
59.48,75.620003,90.800003,100.4,102.6,123.4
55.639999,68.599998,81.5,87.599998,84.800003,
44.559998,62.799999,70.400002,78.400002,,
52.02,71.379997,86,91.400002,92.400002,105.8
37.760002,54.400002,,,,
45.239998,63.16,76.199997,81,90,
46.200001,68.599998,85.599998,87.599998,94,113
51.5,70.800003,88.699997,82.199997,79.599998,
48.080002,72.800003,91.800003,86.199997,92,104.8
43.299999,69.019997,85.400002,87,91,
43.68,65.400002,79,81,90.599998,113.4
55.599998,76,87,91,84,94.800003
60.5,74.599998,91,94.800003,100.6,113.8
53.900002,74.599998,89,104.4,92.599998,119.8
58.419998,71.400002,85.900002,92.800003,92.400002,103
54.700001,67.400002,83,96.599998,92.800003,114
55.299999,74.199997,88.800003,94.599998,98.800003,125.4
49.099998,72.599998,85.599998,83.400002,100.8,124.2
57.959999,75.599998,90.300003,92,85.800003,
63.599998,80.599998,98.699997,106,122.6,132.60001
50.900002,70.400002,83.300003,95.800003,98.800003,126.6
52.900002,71.400002,87,91.199997,89.800003,105.2
49.5,67.800003,85,95.400002,103.4,128.8
52.299999,72.599998,91.800003,97.400002,115.4,117
37.760002,55.259998,68.199997,74.199997,78.199997,107
44.52,68.400002,85.400002,88.400002,84.800003,
55.52,75.360001,91.400002,101.6,107.4,107.8
,39.18,45.400002,,93.699997,
,34.400002,40.400002,42,58.760002,
,46.200001,42,59,,
,,39,,,
,50.200001,54,65.019997,108.2,105.78
,41.799999,39.200001,53.66,71.860001,
,28.200001,31.4,37.34,,
,52.599998,42,40,,
,48.439999,39,56,76.480003,111.36
,,40,,,
,,36.200001,,,
,,36.200001,,,
,48.239998,52,65.779999,,110.94
,31.6,36.599998,46.279999,,
,53.82,53,62.540001,97.519997,102.02
,39.599998,34,38.34,,
,44.400002,54,54.5,88.959999,
,56.599998,53.599998,,103.58,129.46001
,52.380001,51.200001,60.68,63.059998,
,39.799999,55,60,,
,48.040001,51,63.48,137.94,129.42
,,46,,,
,41.599998,41.400002,,,
,48,53,70.620003,120.24,
,,35,36.200001,,
,,38.400002,,,
,37.799999,42.799999,69.5,,
,35.439999,36.200001,,,
,,41,,,
,,28.200001,34,,
,43.200001,50,49,,
,45.959999,54.599998,71,95.18,119.14
,40,43.599998,,115.42,135.25999
,41.040001,40,,106.94,107.66
,,,,,
,55.380001,50,53.34,,
,,,,,
,52.799999,57,72.639999,116.48,127.68
,67.980003,77.800003,78.059998,114.64,119.3
,,45,,81.699997,
,35.599998,39,49,90.099998,117.4
,,43,,,
,,,,,
,43,48.599998,45,,
,,42.599998,,,
,,58.599998,,,
,46,61,88.18,102.96,109.82
,40.040001,40.799999,63.98,,
,,45,,,
,41.799999,47,51,,
,49.82,49,58.84,87.620003,
,47.400002,59,63,96.700005,118.2
,31.4,29.200001,,,
,,38,,,
,35.459999,36,47,,
,,38.400002,42.579998,,
,38.239998,47,54.599998,81.400002,
,,35.799999,,,
,,49,,,
,35,37,51.200001,81.279999,123.54
,53.66,50.200001,58.220001,88.659996,
,,33.799999,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
43.84,71.480003,77.800003,86.199997,87.720001,
55.119999,63.860001,75.599998,86.800003,99.639999,109.7
63.34,81.880005,88,93.599998,102.6,120.08
45,62.98,71.599998,76.400002,89.82,99.019997
56.040001,64.959999,79,93.480003,101.4,129.22
62.880001,78.080002,87,92.519997,97.059998,108.96
64.339996,76.919998,91.599998,97.599998,103.2,112.06
48.799999,71.940002,71.199997,78,80.82,95.139999
61.060001,87.440002,88.260002,100.3,109.58,123.8
62.68,73.519997,83.199997,88.599998,94.059998,97.919998
50.780003,79.959999,77,93.18,94.339996,
68.239998,84.5,92.599998,94.400002,105,111.02
66.779999,74.839996,89.400002,97.400002,102.6,100.28
65.639999,76.459999,90,103.6,105.8,115.02
56.919998,72.379997,86.800003,92.82,100.4,99.139999
46.459999,62.759998,69.599998,79.199997,86.18,94.32
60.560001,74.82,87,104.34,105.14,128.14
48.880001,63.82,68.800003,70.160004,83.379997,96
55.599998,90.639999,86.800003,92.400002,115.8,131.42
61.779999,81.940002,93.599998,102.86,100.8,108.54
56.220001,64.800003,77.400002,86.760002,93.199997,91.699997
52.299999,73.959999,79.400002,90.199997,114.8,110.44
56.380001,77.300003,84.199997,92.300003,115.98,119.6
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,,,,,
,63.079998,75.260002,84,60.579998,
,,,,,
52.98,76.580002,73.760002,91.68,102.66,120.6
,75.059998,65.5,74.419998,67.580002,84.599998
,78.860001,72.540001,73,68.980003,
45.34,76.900002,75.279999,94.919998,103.86,110
,,60,,,
50.959999,77.159996,70.580002,91.82,102.48,120
63.060001,81.5,80.900002,101,116.14,125
,63.579998,60.220001,73.480003,62.959999,
64.300003,75.019997,74.879997,90.68,96.620003,120.8
64.300003,77.260002,75.980003,99.739998,105.54,122.6
62.200001,76.900002,73.540001,97.860001,97.760002,112.4
60.599998,69.019997,74.900002,96.919998,107.52,107
,77.419998,70.5,80.32,70.520004,
,51.200001,61.580002,78.779999,66.059998,
,,59.619999,,,
50.880001,63.740002,62.040001,74.940002,77.620003,
55.380001,83.580002,69.339996,98.160004,103.52,115.6
,,,,,
,,60,76.559998,74.18,
,,57.380001,77,71.839996,
61.52,80.239998,70.720001,97.080002,102.52,128.8
,80.18,71.599998,75.900002,66.480003,
53.259998,73.379997,74.940002,92.580002,92.800003,99.800003
46.18,67.479996,62.699997,80.879997,82.120003,
,,,,,
47.040001,69.760002,73.840004,70.839996,71.239998,85.400002
66.220001,84,74.139999,104.12,115.92,120.2
62.380001,79.879997,75.339996,95.160004,98,112.2
,,58.68,76.480003,,
59.900002,84.760002,83.559998,101.1,111.72,128.39999
65.860001,82.260002,74.019997,94.540001,103.8,122.2
55.139999,80.260002,69.520004,98,104.76,129.2
41.66,66.839996,68.940002,84.559998,85.620003,
,,63,,,
52.66,72.32,64.32,83.139999,85.699997,110.2
59.080002,76.239998,73.099998,90.300003,97.199997,107.4
53.68,72.68,72.040001,95.639999,107.02,112
,64,69.959999,72.68,68.739998,
48.779999,73.800003,69.68,91.919998,99.480003,117
,,,,,
36.5,58.060001,47.48,69.279999,65.239998,
54.579998,81.260002,75.400002,90.519997,99.099998,115.2
,77.200005,65.5,79.340004,71.620003,
76.779999,90.659996,86.300003,103.94,104.68,126.4
55.559998,75.639999,77.18,89.919998,91.440002,109.4
,,,,,
,,58.420002,78.779999,,
51.560001,79.32,80.660004,88.720001,100.44,115.4
,58.540001,52.82,70.959999,66,
,,60.080002,,,
47.259998,65.020004,62.599998,74.419998,76.540001,
47.099998,62.380001,56.48,80.760002,85.5,109.4
,,58.119999,77.520004,69.720001,
53.48,76.760002,69.019997,100.6,106.28,123.6
48.380001,75.620003,70.360001,78.5,84.639999,117.6
72.139999,86.82,87.160004,102.26,108.98,130.2
60.619999,66.940002,66.540001,91.360001,94.68,110.2
,72.699997,57.379997,79.120003,74.82,
49.18,71.739998,56.939999,75.160004,81.220001,97
45.439999,63.299999,58,80.739998,81.18,102.6
53.700001,71.360001,66.699997,82.620003,92.760002,
45.060001,65.580002,59.02,76.559998,74.900002,
42.66,72.900002,68.300003,82.620003,85.959999,111.6
,,63.119999,,,
43.580002,62.48,68.599998,76.639999,79.980003,
,69.840004,65.120003,79.32,72.059998,
,72.419998,71.68,76.659996,81.540001,
48.599998,70.339996,68.260002,94.68,93,112.2
,57.139999,69,76.599998,71.800003,
,,,,,
62.52,79.139999,76.980003,101.46,118.3,123.2
49.060001,77.120003,77.580002,89.220001,97.800003,110.8
60.740002,67.639999,78.900002,102.46,116.14,120.6
53.599998,76.5,78.300003,96.239998,105.18,127.8
,,65.339996,,,
63.759998,74.879997,70.159996,93.639999,93.800003,107.4
63.860001,81.480003,81.520004,103,110.62,123
46.02,73.199997,70.019997,90.040001,95.279999,107
61.619999,75.580002,76.120003,88.660004,94.779999,111.2
65.459999,70.080002,72.699997,91.139999,103.64,
,68.900002,57.82,69.220001,71.82,
,52.200001,61.98,79.800003,75.199997,
52.599998,67.199997,57.34,85.779999,81.800003,111.6
,46.200001,50.52,72.300003,74.599998,104.8
,40.799999,45.360001,67,70.400002,97.199997
,68.800003,57.560001,86.879997,92.199997,117.4
39.200001,59.200001,52.220001,82.019997,93.400002,140.2
65.199997,99.800003,92.300003,112.6,125.4,152.8
63.599998,91.599998,76.160004,109.64,121.4,151.60001
,,,75.660004,,
67.599998,88.199997,82.800003,110.16,110.2,156.2
,54,47.52,71.800003,70.599998,104.8
51,81.199997,67.879997,95.059998,100.4,157.60001
57.200001,76,66.120003,82.480003,84.599998,120
40.400002,52.200001,49.360001,80,74.199997,119
,43.400002,48.540001,66.400002,73.599998,102.8
54.400002,95.199997,78.080002,113.64,118.2,146.60001
,46.599998,49.040001,64.199997,59.599998,101.4
62.599998,82.599998,81.519997,107.9,118.6,150.8
62.799999,92.199997,83.480003,117.64,124.4,158.39999
45.599998,48.200001,54.139999,75.400002,77.599998,132.2
68.800003,104.6,100.78,124.28,133.8,150.39999
66.800003,92.800003,92.959999,114.72,115.6,153
66.400002,96,93.480003,118.8,131,150.8
69,93.599998,95.959999,113.96,120.6,158.60001
44.400002,55.200001,67.120003,84.660004,91.400002,149.39999
62.599998,84.800003,73.639999,102.58,95.599998,139.39999
72.599998,104.6,105.46,119.8,123.2,150
,52.220001,45.900002,73,85.800003,130.8
52,70.800003,62.84,86.360001,87.599998,118.6
,44.599998,48.279999,70.800003,,
60.599998,96.800003,83.82,121.22,121.6,143.60001
,65.400002,62.060001,78.279999,82.800003,119.4
54.599998,79.599998,71.120003,101.6,103.4,155.2
,32,44.639999,,57.599998,92
,,,,,
45.400002,70.800003,53.740002,86.639999,98.400002,140.8
,,,,,
,,,,,
65.400002,98.800003,86.239998,108.2,118.8,149.8
42.799999,65.199997,51.700001,84.199997,99.800003,136.39999
49.599998,86,55.02,95,105.4,144
67.400002,88.199997,76.300003,112.66,116.4,156.60001
,54.200001,44.82,72.199997,67.800003,113
,43.799999,45.360001,63.599998,58.200001,93
65.599998,102.4,105.46,127.4,131,153.39999
57.599998,81.199997,76.32,102.52,101.8,142
,70,62.880001,89.599998,80.400002,117.6
,57.599998,51.860001,77.599998,74,118.6
59.599998,87.199997,82.220001,118.8,127.6,152.39999
52.599998,80.199997,65.139999,97.5,109.8,142.39999
65.599998,101.2,89.139999,116.74,124.2,158
55.200001,85,71.18,103.02,116.4,137.60001
,57.599998,51.860001,67.800003,70,106.8
65.400002,90,86.139999,113.9,117.2,157
38.799999,49.200001,52.66,76.220001,82.800003,131
,43.400002,48.599998,59.400002,63.599998,104.4
,68.400002,60.919998,80.800003,74,111.4
41.400002,63.799999,55.459999,83.300003,98,137.2
,52.599998,51.740002,70.800003,65.199997,108.2
42.599998,60.400002,64.419998,90,98.800003,152.2
,75.599998,67.059998,89.199997,,
,52.599998,54.02,70.800003,64.400002,104.8
56,91.800003,68.300003,107.98,116.4,151.39999
58,92.199997,75.839996,110.92,117,160
68.400002,94.599998,89.800003,111.86,122,151.39999
50,79.800003,69.040001,106.7,109.8,147.2
,,,58.400002,65.800003,88.800003
,,,,,
66,83.800003,81.82,108.94,118.2,149.60001
43.599998,61,60.5,93.440002,104.4,122.6
66.199997,95.199997,82.419998,116.8,118.6,161
