cornyield_smooth1980,cornyield_smooth2000
98.540001,95.5
92.139999,96.239998
91.980003,88.540001
88.540001,89.279999
86.300003,88.220001
104.76,101.52
98.559998,100.62
97.32,99.580002
83.940002,86.080002
87.540001,81.300003
93.559998,92.019997
91.800003,
93.540001,99.839996
98.739998,101.42
80.379997,
84.339996,
84.760002,88.419998
91.739998,87.220001
85.139999,96.980003
84.540001,87.400002
,
81.5,
87.959999,82.900002
81.139999,83.279999
82.739998,91.040001
94.360001,79.119995
81.660004,76.419998
83.559998,88.279999
88.959999,78.860001
85.360001,92.440002
93.519997,95.400002
90.440002,
96.160004,85.019997
84.900002,85.580002
96.540001,90.779999
89.779999,86.260002
85.739998,102.7
,
,
,
,
,
41.279999,
50.619999,49.799999
67.979996,54.200001
45.139999,49.200001
59.68,57.400002
53.279999,53.400002
60.5,
58.040001,58.200001
73.480003,71
71.279999,
55.220001,
56.779999,
61.779999,67.400002
79.119995,72.599998
60.32,57.799999
68.099998,71
75.860001,67.599998
64.32,57.799999
47.540001,47.400002
55.380001,
67.599998,66
60.200001,59
58.440002,
43.540001,
64.279999,58.200001
66.360001,71.599998
54.619999,51.200001
59.380001,55.400002
62.099998,56.200001
39.68,
65.120003,65.800003
51.380001,78.800003
35.060001,
69.699997,68.199997
70.32,71.400002
51.459999,48.599998
49.799999,
72.800003,70.199997
44.139999,
66.959999,63.599998
59.779999,50.400002
58.040001,52.200001
71.68,71.400002
51.920002,
64.239998,64
56.419998,
42.799999,79.620003
55.900002,99.839996
80.199997,88.040001
60.060001,93.360001
74.160004,124.86
55.139999,129.53999
49.540001,75.639999
,92.980003
87.760002,118.58
57.880001,87
52.98,90.979996
56.860001,112.4
87.520004,123.92
67.659996,125.98
35.240002,59.060001
,
51.540001,90.660004
55.139999,117.98
73.300003,120.54
37.040001,53.540001
50.760002,94.360001
38.720001,103.34
105.14,102.44
39.360001,105.1
65.239998,119.98
52.239998,66.160004
39.68,51.260002
66.760002,132.16
50.239998,84.379997
56.419998,108
,
76.220001,88.199997
60.600002,104.4
44.400002,73.580002
43.200001,
42.919998,81.339996
78.699997,58.560001
62.119999,113.4
71.059998,119.3
77.300003,
84.360001,130.3
88.540001,83.980003
68.440002,125.92
44.459999,96.979996
55.66,126.14
72.760002,58.380001
44.759998,45.779999
53.5,96.639999
84.939995,129.39999
90.379997,134.84
56.759998,59
47.459999,59.279999
53.619999,89.260002
62.02,131.58
49.16,85.099998
65.660004,
53.459999,111.66
66.400002,
,93.300003
88.68,101.9
43.619999,57.200001
75.279999,119.54
92.620003,130.12
63.299999,92.919998
68.620003,108.64
39.220001,
,
68,106.6
68.800003,103.4
65.599998,107.4
81,104.8
64.400002,90.199997
76.599998,
72.599998,109.4
73.199997,109.6
75.199997,
62.400002,103.4
67.199997,92.199997
75.800003,
67,
80.199997,
72.199997,109.4
73.400002,96.199997
78.599998,97.599998
64,
60.799999,91.800003
67.599998,109.4
67.599998,90.199997
76.599998,116.6
64.199997,91
76.800003,90.800003
74.400002,125.8
77.400002,108
75.800003,113.6
79,
71,90.599998
76,111.6
82.599998,97.400002
59.799999,
73,
61,83.599998
66.800003,83.800003
70.599998,
74,94.800003
70.800003,94.800003
76,114.4
64.599998,92
64,
73.400002,113.8
66.599998,
81.400002,93.599998
103.2,
75.599998,
108.6,131.60001
74.199997,112.2
66.800003,127
54.799999,
75.400002,103.6
77.199997,
68.800003,95
68.800003,87.800003
73,101.6
71.599998,98.199997
72.400002,103.2
64.599998,102.2
65.599998,111.2
68.800003,95
70.400002,91.199997
83.599998,123.8
71.400002,107.6
78.199997,
89,122.6
76.599998,
67.199997,82.599998
77.800003,
71.199997,97.800003
69.800003,
61.799999,81.599998
65.599998,
89.599998,122.4
67.800003,97.199997
72.400002,
67.199997,95.800003
78.599998,
60.200001,104.6
71.199997,
66.599998,95.800003
84.400002,
84.199997,101.8
62.400002,98.599998
75.400002,90.599998
,
73.800003,
65.199997,
73.199997,103.8
80.400002,91.599998
66.599998,87.800003
80.599998,116.2
74,99.599998
66.599998,104.8
72.599998,
,
,
,
,
,
,
58.66,89.099998
59.120003,81.940002
119.78,145.25999
,
53.299999,59.799999
,
59.220001,53.119999
51.059998,71.419998
81.639999,73.18
,
,
,
,117.16
72.419998,
,97.059998
120.4,
,
,
54.580002,92.400002
,
53.239998,63.380001
78.139999,85.300003
,
82.440002,82.5
,
118.1,154.54001
,
144.34,184.86
,
,
,
,
,
,
,
,72
,
80.120003,85.68
63.139999,
,80
,
,76.099998
51.779999,53.759998
,
,
,
131.24001,188.64
,57.799999
,
129.94,153.3
,88.279999
,
55.899998,74.620003
,
,
,
67.919998,
,
,
,
53.82,73.480003
,
,70.440002
52.98,77.620003
,74.019997
59.200001,69.040001
,
126.26,136.60001
,
72.739998,81.32
,
,
75.879997,106.92
,
,
,
,64.080002
,
61.760002,60.119999
53.599998,67.260002
130.58,161.48
,79.339996
,
73.220001,76.559998
57.959999,57.68
133,148.62
,
,
121.36,177.23999
,
,
68.040001,83.300003
,
133.84,191.2
,
50.18,53.200001
,
,
80.800003,48.939999
46.400002,73.419998
,
,
,
55.139999,112.46
,
,
,
113,184.75999
,
,
76.880005,80.119995
,
,
,
56.52,36.200001
,61.34
,
46,44.899998
,
,
,
,
,
,
,
86.879997,
59.799999,
,
,86.940002
131.24001,156.38
,
,
46.060001,59
44.619999,62.900002
,
,
51.98,72.379997
,182.74001
45.32,37.02
,
116.92,
,
,
52.779999,73
,
,
,
,
,
79.779999,69.260002
,
87.480003,89.779999
,
,
51.360001,79.619995
,
,
,
,
123.46,189.44
,
,
,
,86.139999
,
,
65.139999,52.639999
,164.02
,
,
,
,
,
139.36,185.42
,
,
,
,
,
123.22,145.68001
,
,
,117.96
,
65.639999,72.839996
,188.39999
66.659996,83.68
,
,
,
,
,
,
66.239998,54.759998
,
,
,
,
,
125.52,184.34
36.32,
,
,45.759998
,
,
,
,
141.08,148.28
,
,
,
,
,
,104.88
62.02,56.259998
,
,
,
,
94.379997,111.02
,
,
69.080002,89
,
77.740005,72.220001
49.419998,57.759998
,
88.040001,100.14
,
,
,
89.959999,69.940002
52.860001,72.220001
50.98,61.459999
,
,
109.96,
,
,
89.720001,78.340004
,
,
,
,
,
,
,
,
,
,
,
,
,
,
90.5,115.8
76.599998,92.199997
92.199997,
77.300003,88.800003
70.400002,
70.800003,74.400002
85.699997,98.599998
90.300003,
74,
94.5,
88,74.800003
67.099998,26.799999
91,
70.400002,
68.400002,63
78.800003,104.6
84.699997,
86.900002,111.6
73,87.400002
76.300003,
87.599998,100
88.400002,
82.800003,87
73.900002,77
92.800003,
71.800003,78.800003
86.5,100.4
82.300003,
88.300003,96.199997
85.599998,
73,
79,74.599998
77.300003,88.400002
91.099998,
81.5,102
70.300003,88.800003
91,
82.400002,
71.900002,78.800003
71.599998,69.199997
74.800003,101.8
76.599998,88
71.300003,
86.400002,
80.5,102.4
91.300003,92.400002
86.300003,86
88.900002,90.599998
86.099998,99.599998
84.699997,99.199997
91,73.599998
82.099998,103.8
76.599998,75.400002
67.900002,
88.5,90.800003
80.900002,98.199997
64.199997,32
86.400002,95
98.599998,62.400002
83.699997,
96.300003,89.199997
91.199997,117.2
87.800003,113.4
72.099998,
79.300003,100.4
87.599998,81.199997
76.800003,71.800003
72.699997,59
72.800003,79.199997
70.800003,65.599998
76.599998,104.4
79.199997,84.199997
97.599998,13.8
85.599998,10.6
88.099998,104.4
86.199997,
88.599998,93.800003
95.099998,99.599998
88,
89.900002,
84.699997,88.199997
95.699997,16
81,101.8
79.900002,90.800003
85.699997,93.400002
76.599998,104.2
75.099998,90.400002
91.099998,
84.800003,
95.5,63.400002
87.699997,96.800003
85.699997,
94,104
,
,
,
,
,
92,120.8
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
81.900002,94
98.300003,132.2
,
,
,
87.800003,
88.599998,84.860001
,
,
87.32,
76.900002,
75.260002,
,
75.459999,
83.440002,
81.279999,
79.699997,
100.46,
88.779999,
,
90.739998,99.060005
,
83.519997,
91.68,112.54
,
83.559998,
78.400002,
,
,
,
75.080002,
93.919998,93.520004
82.82,
87.120003,
83.739998,
95.099998,96.839996
86.82,
75.639999,
84.379997,
79,
87.059998,
97.360001,
89.120003,91.080002
82.959999,
,
94.879997,
84.199997,
75.800003,
96.860001,
87.540001,
92.199997,
87.080002,
90.440002,
73.699997,
,
78.120003,
83.160004,
85.959999,
,
99.779999,108.4
80.360001,
89.82,126
82.120003,
95.880005,136
105.36,138
86.020004,111.2
99.419998,134.8
92.639999,130.2
88.699997,124.6
110.4,144.2
108.6,131.2
114.1,146
105.9,145.2
89.959999,122.8
82.599998,
90.879997,132.39999
93.019997,131.8
86.200005,
105.46,139.8
84.040001,
116.82,153.60001
112.4,135.2
105.42,138.2
111.98,130.2
82.259995,
98.040001,138
106.9,132.39999
99.860001,131.2
115.88,124.2
98.519997,134.2
108.32,140.2
118.24,157.8
84.68,106.6
89.919998,101
99.860001,130.60001
94.519997,122.6
90.339996,115.2
98.080002,108.6
,
99.160004,122.4
106.9,135.8
88.220001,118.8
83.779999,
100.68,134
101.78,125.4
102.58,138
93.620003,139.8
90.239998,132.60001
102.76,131
83.440002,110.4
112.18,123.2
106.3,135
110.88,137.39999
84.540001,112.6
90.720001,136.39999
106.36,135
86.239998,112.8
95.040001,125.4
95.439995,130.2
89.839996,117.8
103.8,133.60001
106.96,136
,
115.88,128.2
84.959999,114
104.54,130.2
101.48,123.4
98.5,126
100.74001,126.4
98,125
96.599998,130.60001
