prec_smooth1960,tavg_smooth1960,dday30C_smooth1960,prec_smooth1970,tavg_smooth1970,dday30C_smooth1970,prec_smooth1980,tavg_smooth1980,dday30C_smooth1980,prec_smooth1990,tavg_smooth1990,dday30C_smooth1990,prec_smooth2000,tavg_smooth2000,dday30C_smooth2000,Cluster
67.565689,23.714361,77.830841,57.066925,23.884222,83.109421,63.91494,24.068808,100.80459,64.848701,23.682678,73.345253,48.382404,24.867065,117.38893,1
69.830132,23.738478,80.608238,59.085217,23.841824,84.463364,63.608387,23.979248,101.29372,67.170822,23.597267,75.356544,50.779305,24.741884,118.47092,1
66.473526,22.731237,64.823723,57.467426,22.833708,70.707817,65.892006,23.047665,95.160751,62.552349,22.659145,66.027969,49.115181,23.556797,99.693451,1
67.37661,22.589293,70.516739,58.949707,22.906,85.209557,59.399647,22.872368,99.480583,64.772659,22.438166,72.379311,54.517471,23.353664,105.0174,1
60.539974,21.084803,43.286415,56.751606,21.177147,46.185146,54.353432,21.319908,61.280754,57.538342,20.939238,43.164204,49.585224,21.848623,64.834404,3
72.184464,23.024036,72.128441,63.897312,23.013838,76.694603,69.338203,23.090788,102.41159,72.474152,22.710413,77.641724,53.514359,23.649324,122.63606,1
68.71769,23.167854,71.125893,56.919491,23.177757,78.501297,72.638519,23.502975,103.20461,62.546337,23.200447,71.084511,46.530247,24.0107,101.67657,1
58.549648,22.667894,58.398251,61.23436,22.984766,70.453613,55.491989,22.916592,85.614204,56.316982,22.60463,60.313873,55.058552,23.316513,72.784599,1
67.706902,23.611549,75.360611,62.517742,23.604694,86.753242,63.334679,23.800976,114.17419,69.028458,23.11487,64.16642,55.60318,24.10121,118.47835,1
73.303444,23.149649,70.346832,61.937374,23.20801,81.359703,70.298157,23.381151,104.8689,69.251236,23.046415,74.267151,53.950268,23.981226,116.40028,1
68.750259,23.555048,78.017174,63.075787,23.553484,88.291809,66.022888,23.634712,111.97845,71.038094,23.003698,65.954773,55.95126,23.993195,122.97784,1
64.215408,22.589184,68.872742,61.198261,22.69359,70.237587,59.779522,22.916,91.803474,60.776993,22.636496,64.931053,49.906429,23.476032,91.022255,1
60.183086,21.484442,51.86599,58.601063,21.616722,53.064175,54.095123,21.843575,74.120407,61.709091,21.45752,52.74828,50.247021,22.41806,81.126976,1
64.431488,22.988802,72.188393,60.320747,23.124615,76.250893,63.440437,23.25098,94.035507,59.092651,22.999153,66.311035,49.878963,23.749378,88.248627,1
66.571381,23.576666,72.204567,54.927383,23.628704,76.410133,66.959885,23.839985,96.470039,62.939499,23.530155,68.712608,44.810814,24.478598,101.9884,1
69.505096,22.558886,66.055138,59.257099,22.891163,81.055122,59.057613,22.768604,96.157425,64.60479,22.304956,66.846649,53.419136,23.295847,99.372482,1
66.866562,24.062576,90.986427,59.365227,23.999334,93.725388,59.05933,24.235722,119.67538,67.800545,23.726376,78.995171,51.86063,24.58145,125.93712,1
60.97963,22.737925,68.243805,61.29277,22.906322,73.074684,54.778809,23.03146,92.82328,57.515285,22.724478,64.483856,52.608582,23.4041,84.28643,1
64.483849,23.150278,60.880199,58.895996,23.271065,66.51667,71.42054,23.495121,79.400154,63.575375,23.131271,59.17009,49.699932,24.066456,82.16404,1
68.472466,23.585457,74.106262,57.205418,23.652866,78.285469,64.129669,23.912205,98.760735,66.218559,23.482033,68.217987,48.34729,24.538689,104.30627,1
63.833725,24.053637,86.068855,58.280319,24.148148,100.49646,58.860672,24.284674,129.03795,68.452621,23.609678,75.120857,54.744762,24.620592,136.41574,1
67.043312,22.993156,83.983086,59.66053,23.303879,96.869095,59.467068,23.341097,114.62103,64.749428,22.786036,79.365868,54.195518,23.710234,115.28445,1
63.43644,23.217058,64.504974,54.172108,23.411825,72.613586,68.24231,23.650476,92.274887,60.089405,23.353815,63.088177,42.518051,24.217043,92.705116,1
74.834068,20.660898,23.249842,58.618282,21.228428,38.61422,62.467911,21.303854,50.656487,65.777687,20.769815,35.365711,59.493828,21.808729,52.563789,3
64.232704,21.409693,44.010208,55.073467,21.597673,55.847916,58.429359,21.697014,69.3339,62.81913,21.148722,47.382938,52.180561,22.050495,72.650635,1
64.913033,24.191397,88.449135,58.988361,24.160372,94.565224,57.873528,24.393127,122.07074,67.142403,23.820267,76.823837,54.2924,24.734354,128.94516,1
60.289555,22.831545,57.379642,62.270523,23.282925,71.862244,63.276348,23.138599,83.050316,61.471252,22.84918,62.847351,56.762691,23.669641,75.313965,1
65.22361,23.15489,60.041939,57.280842,23.300095,68.178474,67.867661,23.436234,80.733475,61.269997,23.196302,61.826397,45.52578,24.173389,89.71904,1
75.845734,22.589411,63.397892,69.631805,22.450171,64.195755,73.156013,22.49263,89.633293,76.540237,21.981264,57.827045,56.392246,23.049341,104.20283,1
67.580315,23.583244,79.001823,61.322632,23.68927,90.444954,63.578747,23.979721,121.27497,67.512535,23.202606,63.349613,56.47348,24.097443,115.34771,1
69.869026,21.091719,26.643007,56.019531,21.472357,40.431587,62.15308,21.492483,51.713055,65.2332,20.914083,32.307751,53.1479,21.766123,50.971798,3
70.528381,23.755236,84.931419,56.432621,23.486448,88.00798,64.285973,23.627132,103.02975,66.462814,23.114393,65.499374,53.204037,24.262127,115.35258,1
66.700592,22.966364,74.586937,57.181782,23.035757,78.848686,58.203793,23.107733,103.12759,64.819824,22.757858,75.392677,50.308796,23.636717,110.67599,1
66.74659,23.412767,66.244888,59.225868,23.368898,70.067078,69.43486,23.638088,84.89624,65.912834,23.273308,62.503693,49.854305,24.388083,94.424515,1
72.595016,23.027098,67.685204,66.800056,22.994394,75.60498,70.163071,23.111282,101.01791,71.925346,22.492294,57.363445,55.746292,23.493195,108.93369,1
62.701103,22.933558,63.706688,60.397541,23.302465,74.523682,66.110634,23.29364,88.318306,59.344021,22.985186,63.456505,52.028244,23.718359,79.562782,1
73.253365,22.378742,50.61834,67.852615,22.328726,55.966686,74.464233,22.219242,70.026604,82.627228,21.697611,41.69191,64.938232,22.749596,83.586914,1
68.86882,22.619852,67.198105,58.175468,22.808853,77.799767,54.552052,22.861444,101.44756,63.28067,22.297716,68.328163,51.080444,23.339365,108.72245,1
65.232651,23.228491,66.753036,56.399483,23.549391,76.009209,68.611588,23.583538,91.339233,60.896923,23.3909,66.505386,44.005177,24.304478,97.304031,1
64.211235,23.21571,66.814285,56.34705,23.297848,73.620361,70.556282,23.694532,97.423523,61.359425,23.315895,66.62265,44.170658,24.206753,96.895409,1
57.084595,22.191334,56.264275,60.86488,22.396755,62.650848,53.610252,22.557732,82.603149,54.738731,22.187006,55.209126,52.868568,22.661882,66.236488,1
63.128181,23.081158,58.288979,58.76664,23.272814,65.218536,73.4655,23.419458,78.980629,61.329422,23.143238,60.591068,50.769279,24.049128,82.657692,1
69.204727,22.978367,66.736809,62.867237,23.12705,75.505302,71.296051,23.447142,104.01853,68.780167,23.272423,75.77063,50.720806,23.928247,103.37411,1
66.976341,22.876196,85.964073,61.605572,23.084185,95.418289,63.2672,23.123833,113.70504,71.055008,22.48868,71.740318,59.891109,23.418808,111.90409,1
64.332336,21.482088,34.377769,58.759762,21.705221,43.013947,59.448639,21.877947,62.647499,62.731018,21.257187,38.71357,52.998791,22.152409,64.6399,1
66.740822,23.104321,88.473412,57.488079,23.317177,99.460129,58.999088,23.286821,111.78572,67.956284,22.90983,85.543152,57.127155,23.838179,124.50999,1
67.407791,23.741415,88.994171,61.522854,23.81415,97.106918,64.405922,23.856417,127.52666,73.804985,23.307178,81.263321,55.347691,24.170244,130.42284,1
60.887283,21.710262,60.683331,59.898197,21.86021,60.765842,55.349831,22.108061,81.871346,59.777332,21.744366,59.002563,50.990643,22.672167,86.847954,1
66.498352,21.661016,43.001801,62.83205,21.822678,46.264538,60.787251,21.968807,66.315536,66.390869,21.584225,44.79073,53.490433,22.522539,73.867302,1
71.073959,23.891579,86.541733,61.083878,23.716387,82.643478,62.848152,23.982153,104.00704,71.082146,23.641298,80.140289,52.141693,24.513777,119.86209,1
71.041595,22.17704,56.098495,61.819744,22.254547,60.651188,64.92485,22.468489,84.649437,65.727264,22.038225,58.998898,53.233562,22.953266,91.954079,1
77.477554,21.149242,26.9519,60.718597,21.680357,43.482922,61.287575,21.649044,55.15501,65.313683,21.257669,41.551491,62.734222,22.17905,61.350449,1
66.285583,22.899996,68.384483,59.772251,23.051737,72.96315,69.457069,23.300631,94.749649,61.806026,23.069883,68.628067,48.027309,23.885952,98.083099,1
64.935562,23.037138,66.436104,59.134804,23.222223,71.91288,69.922241,23.383341,88.364685,60.591946,23.17873,64.781174,47.740494,24.008652,88.926132,1
67.315567,22.897034,76.061722,59.537102,22.96978,79.707726,54.43082,22.990299,103.40949,64.056091,22.604067,73.152428,51.608681,23.703848,115.60098,1
5.2923312,19.487503,50.591072,3.2933981,19.155001,47.944477,5.2342691,19.149727,42.041973,3.995399,19.55003,37.706528,5.4347677,19.429939,52.225502,0
9.0866613,14.469572,10.29239,8.0769529,14.056819,10.246131,8.6358442,13.898628,7.9428058,8.1587448,14.631623,9.0547619,7.4323354,14.466222,9.8137674,0
10.629099,20.721611,117.77856,8.176733,20.232452,105.4078,14.018477,20.268116,89.125244,10.109341,20.702438,88.650314,13.163928,20.591867,96.247185,2
8.0454187,21.950792,146.46257,5.6169248,21.765694,140.62668,9.9842834,21.1015,99.778252,8.7683363,21.945871,127.40359,9.5579338,21.507772,121.09122,2
9.8641996,20.881651,127.19147,6.9974856,20.323528,113.19143,12.40554,20.465864,99.857315,9.0393114,20.670532,95.092369,11.627268,20.785635,108.95493,2
4.9876161,21.891832,146.62663,3.314414,21.640614,141.03105,6.0728354,21.36459,115.6565,5.4936757,22.067917,131.48972,6.5417771,21.65629,120.23266,2
4.9127231,20.603819,60.329685,2.9675047,20.368795,58.155464,4.8270426,20.312265,50.694576,3.8698101,20.694244,53.515957,4.9124327,20.640913,64.995255,0
32.738438,13.385273,0.046373311,34.456123,13.057225,0.021740146,40.583958,13.543819,0.017122518,35.073586,14.0904,0.003629803,25.947672,13.51965,0.006746497,0
13.237893,19.781435,95.736473,10.57855,19.35413,82.224213,17.620232,19.295511,64.387375,12.939423,20.231794,71.989769,16.49959,19.90147,70.864227,0
2.9614041,22.990381,204.31842,2.2265065,22.489784,176.78038,3.5175183,22.262051,148.78735,2.8121147,23.036964,157.02061,3.7589729,22.829769,165.67859,2
6.7931333,21.636065,138.01817,4.6517935,21.404459,131.26437,8.4011297,20.925724,98.024712,7.7470031,21.661297,117.95526,8.7448101,21.181787,107.65369,2
17.9193,13.714327,1.9092162,14.80245,13.321639,1.6116189,20.222208,13.760022,1.3376517,17.254063,14.169889,1.7938614,13.176024,13.94148,1.5247593,0
1.0110199,28.730946,522.24341,2.0925798,28.268238,489.33215,1.8900779,28.630661,511.19339,2.1254044,28.718349,481.65308,1.2328657,28.910561,527.59778,2
2.7262745,19.653545,102.37607,2.6965258,19.262287,99.26767,4.1442242,18.995089,89.805893,2.9836674,19.600025,91.363686,3.1297805,19.401869,111.8158,2
2.6789222,23.854643,200.12581,2.4907646,23.500767,194.7251,3.7108455,23.481264,180.15224,2.013881,23.695585,175.18411,3.748076,23.503292,188.48376,2
