prec_smooth1960,tavg_smooth1960,dday32C_smooth1960,prec_smooth1970,tavg_smooth1970,dday32C_smooth1970,prec_smooth1980,tavg_smooth1980,dday32C_smooth1980,prec_smooth1990,tavg_smooth1990,dday32C_smooth1990,prec_smooth2000,tavg_smooth2000,dday32C_smooth2000,Cluster
74.834068,20.660898,4.9268007,58.618282,21.228428,12.520307,62.467911,21.303854,21.183823,65.777687,20.769815,12.52786,59.493828,21.808729,20.089975,1
64.232704,21.409693,13.845689,55.073467,21.597673,20.825863,58.429359,21.697014,32.534916,62.81913,21.148722,17.989222,52.180561,22.050495,31.319323,1
64.913033,24.191397,32.798973,58.988361,24.160372,38.183521,57.873528,24.393127,57.938084,67.142403,23.820267,27.78717,54.2924,24.734354,63.686314,1
60.289555,22.831545,17.711052,62.270523,23.282925,26.162722,63.276348,23.138599,36.738628,61.471252,22.84918,23.785175,56.762691,23.669641,28.390741,1
65.22361,23.15489,18.486437,57.280842,23.300095,23.918053,67.867661,23.436234,34.974983,61.269997,23.196302,21.55888,45.52578,24.173389,36.468098,1
75.845734,22.589411,22.668146,69.631805,22.450171,23.667286,73.156013,22.49263,43.324654,76.540237,21.981264,21.883938,56.392246,23.049341,51.759308,1
67.580315,23.583244,28.845421,61.322632,23.68927,37.195183,63.578747,23.979721,59.885952,67.512535,23.202606,21.823557,56.47348,24.097443,56.237312,1
69.869026,21.091719,6.6799235,56.019531,21.472357,13.395723,62.15308,21.492483,22.289473,65.2332,20.914083,10.857175,53.1479,21.766123,19.63098,1
70.528381,23.755236,31.857769,56.432621,23.486448,35.801273,64.285973,23.627132,47.443962,66.462814,23.114393,23.130461,53.204037,24.262127,54.164124,1
66.700592,22.966364,28.583408,57.181782,23.035757,31.352701,58.203793,23.107733,51.443783,64.819824,22.757858,31.57078,50.308796,23.636717,54.036682,1
66.74659,23.412767,20.718155,59.225868,23.368898,24.470322,69.43486,23.638088,35.768429,65.912834,23.273308,21.473452,49.854305,24.388083,37.495415,1
72.595016,23.027098,24.031599,66.800056,22.994394,29.389046,70.163071,23.111282,49.044697,71.925346,22.492294,20.378744,55.746292,23.493195,53.827301,1
62.701103,22.933558,20.933533,60.397541,23.302465,27.676882,66.110634,23.29364,39.721764,59.344021,22.985186,23.465607,52.028244,23.718359,30.715561,1
73.253365,22.378742,16.105898,67.852615,22.328726,20.027649,74.464233,22.219242,31.28652,82.627228,21.697611,14.025906,64.938232,22.749596,38.828938,1
68.86882,22.619852,24.831373,58.175468,22.808853,31.177366,54.552052,22.861444,50.721043,63.28067,22.297716,28.115911,51.080444,23.339365,53.059834,1
65.232651,23.228491,22.368347,56.399483,23.549391,28.251871,68.611588,23.583538,41.833015,60.896923,23.3909,24.059334,44.005177,24.304478,41.408817,1
64.211235,23.21571,23.023838,56.34705,23.297848,28.014194,70.556282,23.694532,45.775742,61.359425,23.315895,24.54657,44.170658,24.206753,41.897751,1
57.084595,22.191334,18.13723,60.86488,22.396755,22.859747,53.610252,22.557732,38.905933,54.738731,22.187006,20.770851,52.868568,22.661882,25.173111,1
63.128181,23.081158,17.614872,58.76664,23.272814,22.259115,73.4655,23.419458,33.215199,61.329422,23.143238,20.80743,50.769279,24.049128,31.693241,1
69.204727,22.978367,23.859138,62.867237,23.12705,29.360935,71.296051,23.447142,51.044903,68.780167,23.272423,30.079264,50.720806,23.928247,47.8703,1
66.976341,22.876196,35.566536,61.605572,23.084185,42.020927,63.2672,23.123833,58.274628,71.055008,22.48868,29.741121,59.891109,23.418808,55.566833,1
64.332336,21.482088,9.6733322,58.759762,21.705221,14.452588,59.448639,21.877947,28.194437,62.731018,21.257187,13.570714,52.998791,22.152409,26.797579,1
66.740822,23.104321,36.903828,57.488079,23.317177,44.288643,58.999088,23.286821,56.626404,67.956284,22.90983,38.096581,57.127155,23.838179,63.80452,1
67.407791,23.741415,34.752743,61.522854,23.81415,41.223938,64.405922,23.856417,64.977013,73.804985,23.307178,33.296478,55.347691,24.170244,66.913979,1
60.887283,21.710262,21.933775,59.898197,21.86021,23.030001,55.349831,22.108061,39.71431,59.777332,21.744366,23.709541,50.990643,22.672167,38.852436,1
66.498352,21.661016,13.097783,62.83205,21.822678,15.598072,60.787251,21.968807,30.425625,66.390869,21.584225,16.1975,53.490433,22.522539,31.118553,1
71.073959,23.891579,32.158077,61.083878,23.716387,31.451151,62.848152,23.982153,45.672768,71.082146,23.641298,29.762995,52.141693,24.513777,56.718712,1
71.041595,22.17704,19.657761,61.819744,22.254547,22.372562,64.92485,22.468489,40.904926,65.727264,22.038225,23.24358,53.233562,22.953266,42.507584,1
77.477554,21.149242,6.1356854,60.718597,21.680357,14.956464,61.287575,21.649044,23.440742,65.313683,21.257669,15.55413,62.734222,22.17905,24.897076,1
66.285583,22.899996,24.270208,59.772251,23.051737,27.58791,69.457069,23.300631,45.118748,61.806026,23.069883,26.249701,48.027309,23.885952,43.212097,1
64.935562,23.037138,22.392305,59.134804,23.222223,26.289999,69.922241,23.383341,40.079277,60.591946,23.17873,23.570944,47.740494,24.008652,36.347061,1
67.315567,22.897034,29.650702,59.537102,22.96978,32.201263,54.43082,22.990299,52.11816,64.056091,22.604067,30.598076,51.608681,23.703848,57.53104,1
5.2923312,19.487503,24.045444,3.2933981,19.155001,21.91094,5.2342691,19.149727,18.998457,3.995399,19.55003,16.02478,5.4347677,19.429939,25.817957,0
9.0866613,14.469572,2.5107391,8.0769529,14.056819,2.4523993,8.6358442,13.898628,1.850578,8.1587448,14.631623,1.9598278,7.4323354,14.466222,2.5923865,0
10.629099,20.721611,66.188019,8.176733,20.232452,56.122696,14.018477,20.268116,46.792019,10.109341,20.702438,45.038548,13.163928,20.591867,50.256054,0
8.0454187,21.950792,85.414589,5.6169248,21.765694,78.571815,9.9842834,21.1015,53.384003,8.7683363,21.945871,70.731232,9.5579338,21.507772,65.798935,1
9.8641996,20.881651,72.818054,6.9974856,20.323528,61.093422,12.40554,20.465864,53.588135,9.0393114,20.670532,49.213066,11.627268,20.785635,58.951389,0
4.9876161,21.891832,85.551529,3.314414,21.640614,79.165291,6.0728354,21.36459,63.782108,5.4936757,22.067917,72.847534,6.5417771,21.65629,64.787521,1
4.9127231,20.603819,27.645737,2.9675047,20.368795,25.346968,4.8270426,20.312265,22.047169,3.8698101,20.694244,22.782423,4.9124327,20.640913,30.994398,0
32.738438,13.385273,0.003743288,34.456123,13.057225,0.003437076,40.583958,13.543819,0.003777028,35.073586,14.0904,3.53e-05,25.947672,13.51965,0.000423133,0
13.237893,19.781435,50.637989,10.57855,19.35413,40.753704,17.620232,19.295511,30.698195,12.939423,20.231794,34.66581,16.49959,19.90147,33.022511,0
2.9614041,22.990381,127.4525,2.2265065,22.489784,104.4185,3.5175183,22.262051,84.197777,2.8121147,23.036964,88.199921,3.7589729,22.829769,94.546638,1
6.7931333,21.636065,79.559868,4.6517935,21.404459,72.343063,8.4011297,20.925724,52.853992,7.7470031,21.661297,64.590157,8.7448101,21.181787,57.213013,1
