cornyield_smooth1980,cornyield_smooth2000,Cluster
86.800003,,2
77.599998,85.800003,2
101.2,98.400002,2
93.599998,96.599998,2
84.800003,90.599998,2
86.599998,130.0,1
89.599998,,2
84.599998,92.400002,2
86.599998,,2
80.400002,121.0,1
83.199997,88.800003,2
84.599998,103.0,1
80.199997,85.199997,2
93.599998,124.2,2
93.599998,112.0,2
,,2
99.400002,107.2,2
83.599998,97.599998,2
99.800003,122.8,1
95.199997,99.199997,2
88.199997,122.2,1
88.400002,112.0,1
73.400002,,2
99.0,109.4,2
90.400002,91.599998,2
87.199997,,2
72.800003,103.4,2
94.599998,116.6,2
83.599998,102.8,2
83.199997,,2
78.400002,,2
88.199997,95.0,2
88.0,112.2,2
78.199997,110.6,1
101.0,127.6,1
76.0,112.8,1
82.800003,108.6,1
,,2
101.8,125.4,1
89.199997,108.8,2
77.599998,,2
93.199997,128.2,2
73.0,107.0,1
,,2
101.0,94.400002,2
95.400002,107.8,2
81.0,,2
90.800003,95.400002,2
78.599998,101.0,2
80.199997,97.800003,1
92.800003,90.800003,2
85.0,,2
85.199997,103.0,1
89.800003,117.4,2
87.800003,,2
95.400002,128.39999,1
100.4,123.4,2
87.599998,,2
78.400002,,2
91.400002,105.8,2
,,2
81.0,,2
87.599998,113.0,2
82.199997,,2
86.199997,104.8,2
87.0,,2
81.0,113.4,2
91.0,94.800003,2
94.800003,113.8,2
104.4,119.8,1
92.800003,103.0,2
96.599998,114.0,1
94.599998,125.4,1
83.400002,124.2,1
92.0,,2
106.0,132.60001,1
95.800003,126.6,1
91.199997,105.2,2
95.400002,128.8,2
97.400002,117.0,1
74.199997,107.0,2
88.400002,,2
101.6,107.8,2
,,1
42.0,,1
59.0,,1
,,1
65.019997,105.78,1
53.66,,1
37.34,,1
40.0,,1
56.0,111.36,1
,,1
,,1
,,1
65.779999,110.94,1
46.279999,,1
62.540001,102.02,1
38.34,,1
54.5,,1
,129.46001,1
60.68,,1
60.0,,1
63.48,129.42,1
,,1
,,1
70.620003,,1
36.200001,,1
,,1
69.5,,1
,,1
,,1
34.0,,1
49.0,,1
71.0,119.14,1
,135.25999,1
,107.66,1
,,1
53.34,,1
,,1
72.639999,127.68,1
78.059998,119.3,1
,,1
49.0,117.4,1
,,1
,,1
45.0,,1
,,1
,,1
88.18,109.82,1
63.98,,1
,,1
51.0,,1
58.84,,1
63.0,118.2,1
,,1
,,1
47.0,,1
42.579998,,1
54.599998,,1
,,1
,,1
51.200001,123.54,1
58.220001,,1
,,1
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
86.199997,,2
86.800003,109.7,2
93.599998,120.08,2
76.400002,99.019997,2
93.480003,129.22,2
92.519997,108.96,2
97.599998,112.06,2
78.0,95.139999,2
100.3,123.8,2
88.599998,97.919998,2
93.18,,2
94.400002,111.02,2
97.400002,100.28,2
103.6,115.02,2
92.82,99.139999,2
79.199997,94.32,2
104.34,128.14,2
70.160004,96.0,2
92.400002,131.42,2
102.86,108.54,2
86.760002,91.699997,2
90.199997,110.44,2
92.300003,119.6,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
,,2
84.0,,0
,,2
91.68,120.6,2
74.419998,84.599998,0
73.0,,0
94.919998,110.0,0
,,0
91.82,120.0,2
101.0,125.0,0
73.480003,,2
90.68,120.8,2
99.739998,122.6,2
97.860001,112.4,2
96.919998,107.0,2
80.32,,0
78.779999,,0
,,0
74.940002,,0
98.160004,115.6,2
,,0
76.559998,,2
77.0,,2
97.080002,128.8,2
75.900002,,0
92.580002,99.800003,2
80.879997,,0
,,2
70.839996,85.400002,0
104.12,120.2,2
95.160004,112.2,2
76.480003,,0
101.1,128.39999,0
94.540001,122.2,2
98.0,129.2,2
84.559998,,0
,,2
83.139999,110.2,2
90.300003,107.4,2
95.639999,112.0,2
72.68,,0
91.919998,117.0,2
,,0
69.279999,,2
90.519997,115.2,2
79.340004,,0
103.94,126.4,2
89.919998,109.4,2
,,0
78.779999,,0
88.720001,115.4,2
70.959999,,2
,,2
74.419998,,2
80.760002,109.4,2
77.520004,,2
100.6,123.6,2
78.5,117.6,0
102.26,130.2,2
91.360001,110.2,2
79.120003,,0
75.160004,97.0,2
80.739998,102.6,2
82.620003,,2
76.559998,,2
82.620003,111.6,0
,,2
76.639999,,2
79.32,,0
76.659996,,0
94.68,112.2,2
76.599998,,0
,,0
101.46,123.2,2
89.220001,110.8,0
102.46,120.6,2
96.239998,127.8,0
,,0
93.639999,107.4,2
103.0,123.0,0
90.040001,107.0,2
88.660004,111.2,2
91.139999,,2
69.220001,,0
79.800003,,2
85.779999,111.6,2
72.300003,104.8,0
67.0,97.199997,0
86.879997,117.4,2
82.019997,140.2,0
112.6,152.8,2
109.64,151.60001,2
75.660004,,2
110.16,156.2,2
71.800003,104.8,2
95.059998,157.60001,2
82.480003,120.0,2
80.0,119.0,0
66.400002,102.8,0
113.64,146.60001,2
64.199997,101.4,2
107.9,150.8,2
117.64,158.39999,2
75.400002,132.2,2
124.28,150.39999,2
114.72,153.0,2
118.8,150.8,2
113.96,158.60001,2
84.660004,149.39999,0
102.58,139.39999,2
119.8,150.0,2
73.0,130.8,2
86.360001,118.6,2
70.800003,,2
121.22,143.60001,2
78.279999,119.4,2
101.6,155.2,2
,92.0,0
,,2
86.639999,140.8,0
