cornyield_smooth1960,cornyield_smooth2000
32.619999,51.200001
24.880001,55.400002
24.76,56.200001
26.02,
31.4,65.800003
27.720001,78.800003
20.780001,
31.92,68.199997
32.299999,71.400002
27.52,48.599998
28.4,
28.76,70.199997
26.08,
31.5,63.599998
29.74,50.400002
26.299999,52.200001
31.1,71.400002
22.4,
32.900002,64
24.379999,
24.299999,79.620003
23.299999,99.839996
19,88.040001
37.400002,93.360001
35,124.86
22,129.53999
21,75.639999
19.9,92.980003
43.5,118.58
20.5,87
28.200001,90.979996
25.9,112.4
45.900002,123.92
23.299999,125.98
14.5,59.060001
32.959999,
25.200001,90.660004
21.9,117.98
35.5,120.54
15.4,53.540001
25.42,94.360001
17.799999,103.34
40.700001,102.44
18.700001,105.1
31.1,119.98
27.5,66.160004
16,51.260002
31,132.16
21.4,84.379997
30,108
14.6,
19.9,88.199997
31.52,104.4
21,73.580002
16.719999,
23.6,81.339996
17,58.560001
34,113.4
39.599998,119.3
29.92,
43.700001,130.3
20.9,83.980003
34.400002,125.92
20.6,96.979996
26.5,126.14
18.280001,58.380001
17.700001,45.779999
28.799999,96.639999
43.900002,129.39999
42.099998,134.84
12.38,59
12.8,59.279999
20,89.260002
29.700001,131.58
28.5,85.099998
21.5,
22.700001,111.66
24.799999,
18.6,93.300003
17.200001,101.9
24.200001,57.200001
41.400002,119.54
49.400002,130.12
21.700001,92.919998
43.099998,108.64
11.5,
41.52,
36.799999,106.6
33.619999,103.4
42.700001,107.4
46.900002,104.8
42,90.199997
42.200001,
37.099998,109.4
37.200001,109.6
52,
41.32,103.4
36.799999,92.199997
46.82,
38.200001,
46.720001,
40.700001,109.4
37.700001,96.199997
42.02,97.599998
36.419998,
38.299999,91.800003
39.299999,109.4
39.599998,90.199997
46,116.6
35,91
39.48,90.800003
44.599998,125.8
38,108
32.799999,113.6
43,
47.299999,90.599998
45.68,111.6
44.619999,97.400002
37.84,
50.099998,
35,83.599998
33.299999,83.800003
48.400002,
38.200001,94.800003
37.700001,94.800003
40.599998,114.4
44.299999,92
37.32,
43.700001,113.8
38.5,
45.259998,93.599998
64.419998,
44.52,
56,131.60001
40.560001,112.2
30.5,127
35.700001,
34.900002,103.6
43.200001,
40.52,95
35.200001,87.800003
35,101.6
39.200001,98.199997
41.799999,103.2
35.700001,102.2
36.099998,111.2
41.939999,95
42,91.199997
44.419998,123.8
36.84,107.6
40.139999,
49.599998,122.6
37.400002,
39.599998,82.599998
43.919998,
39.959999,97.800003
36.799999,
41.799999,81.599998
40.720001,
45.900002,122.4
37.099998,97.199997
44.34,
46.580002,95.800003
43.400002,
35.599998,104.6
40.5,
38.400002,95.800003
47.040001,
38.900002,101.8
41,98.599998
36.139999,90.599998
50.380001,
41.540001,
40.040001,
41.299999,103.8
55.700001,91.599998
34.700001,87.800003
38.900002,116.2
40,99.599998
36.5,104.8
37.299999,
,
,
,
,
,
,
,89.099998
,81.940002
,145.25999
,
,59.799999
,
,53.119999
,71.419998
,73.18
,
,
,
,117.16
,
,97.059998
,
,
,
,92.400002
,
,63.380001
,85.300003
,
,82.5
,
,154.54001
,
,184.86
,
,
,
,
,
,
,
,72
,
,85.68
,
,80
,
,76.099998
,53.759998
,
,
,
,188.64
,57.799999
,
,153.3
,88.279999
,
,74.620003
,
,
,
,
,
,
,
,73.480003
,
,70.440002
,77.620003
,74.019997
,69.040001
,
,136.60001
,
,81.32
,
,
,106.92
,
,
,
,64.080002
,
,60.119999
,67.260002
,161.48
,79.339996
,
,76.559998
,57.68
,148.62
,
,
,177.23999
,
,
,83.300003
,
,191.2
,
,53.200001
,
,
,48.939999
,73.419998
,
,
,
,112.46
,
,
,
,184.75999
,
,
,80.119995
,
,
,
,36.200001
,61.34
,
,44.899998
,
,
,
,
,
,
,
,
,
,
,86.940002
,156.38
,
,
,59
,62.900002
,
,
,72.379997
,182.74001
,37.02
,
,
,
,
,73
,
,
,
,
,
,69.260002
,
,89.779999
,
,
,79.619995
,
,
,
,
,189.44
,
,
,
,86.139999
,
,
,52.639999
,164.02
,
,
,
,
,
,185.42
,
,
,
,
,
,145.68001
,
,
,117.96
,
,72.839996
,188.39999
,83.68
,
,
,
,
,
,
,54.759998
,
,
,
,
,
,184.34
,
,
,45.759998
,
,
,
,
,148.28
,
,
,
,
,
,104.88
,56.259998
,
,
,
,
,111.02
,
,
,89
,
,72.220001
,57.759998
,
,100.14
,
,
,
,69.940002
,72.220001
,61.459999
,
,
,
,
,
,78.340004
,
,
,
,
,
,
,
,
,
,
,
,
,
,
60.82,115.8
49.380001,92.199997
62.84,
43.48,88.800003
45.02,
42.700001,74.400002
66.379997,98.599998
61.920002,
50.279999,
60.880001,
58.080002,74.800003
38.779999,26.799999
48.299999,
43.380001,
41.259998,63
48.200001,104.6
56,
60.02,111.6
37.720001,87.400002
48,
58.5,100
64.400002,
59.239998,87
45.299999,77
46.880001,
47.060001,78.800003
56.579998,100.4
56.419998,
57.599998,96.199997
60.82,
45.580002,
43.760002,74.599998
53.16,88.400002
51.139999,
58.580002,102
42.68,88.800003
62.439999,
45.540001,
43.880001,78.800003
36.200001,69.199997
48.540001,101.8
49,88
36.700001,
62.940002,
55.139999,102.4
60.82,92.400002
55.98,86
50.740002,90.599998
54.579998,99.599998
61.619999,99.199997
55.239998,73.599998
62.16,103.8
49.759998,75.400002
40.540001,
56.779999,90.800003
54.220001,98.199997
36.360001,32
53.18,95
54.139999,62.400002
49.32,
58.619999,89.199997
56.98,117.2
60.619999,113.4
48.540001,
56.060001,100.4
58.18,81.199997
51.84,71.800003
34.360001,59
45.66,79.199997
43.700001,65.599998
51.040001,104.4
60.459999,84.199997
57.799999,13.8
54.559998,10.6
60.579998,104.4
54.639999,
56.220001,93.800003
62.040001,99.599998
57,
53.32,
59.760002,88.199997
61.860001,16
57.639999,101.8
52.439999,90.800003
50.540001,93.400002
58.040001,104.2
50.540001,90.400002
58.439999,
55.439999,
59.799999,63.400002
55.32,96.800003
49.080002,
59.02,104
56.419998,
,
,
,
,
66.480003,120.8
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
,
58.619999,94
64.68,132.2
,
,
,
67,
52.220001,84.860001
38.200001,
56.860001,
48.119999,
37.52,
44.799999,
45.860001,
58.239998,
45.66,
46.959999,
55.439999,
63.119999,
55.619999,
47.16,
59.32,99.060005
48.32,
47.880001,
53.5,112.54
41.299999,
60.079998,
34.82,
29.4,
29.380001,
58.139999,
51.419998,
57.080002,93.520004
46.700001,
56.060001,
54.84,
62.920002,96.839996
45.66,
56.139999,
56.799999,
55.099998,
48.579998,
59.560001,
55.139999,91.080002
48.639999,
44.119999,
61.580002,
52.02,
52.799999,
45.18,
54,
67.660004,
56.119999,
55.239998,
39.939999,
52.400002,
43.799999,
51.16,
59.18,
33.040001,
52.200001,108.4
,
56,126
,
66.400002,136
65.800003,138
45,111.2
67,134.8
56.799999,130.2
59.599998,124.6
68.199997,144.2
71.199997,131.2
73,146
72,145.2
56.400002,122.8
,
58.599998,132.39999
61.799999,131.8
,
67.199997,139.8
,
71,153.60001
70.400002,135.2
67.400002,138.2
68,130.2
,
58.799999,138
72.199997,132.39999
55.599998,131.2
63.400002,124.2
66.800003,134.2
69,140.2
72.199997,157.8
,106.6
60,101
65.800003,130.60001
63,122.6
58.200001,115.2
56.200001,108.6
,
63.200001,122.4
67,135.8
63.799999,118.8
,
68.199997,134
64,125.4
66,138
63.400002,139.8
54,132.60001
58.799999,131
,110.4
65.400002,123.2
66.800003,135
71.800003,137.39999
49.200001,112.6
54.200001,136.39999
65.199997,135
,112.8
65.599998,125.4
68.199997,130.2
56,117.8
63.400002,133.60001
66.599998,136
,
68.199997,128.2
42.200001,114
69.800003,130.2
68.800003,123.4
64.199997,126
54,126.4
65.800003,125
56.599998,130.60001
