Cluster,difference
0,0.8521126056338029
0,2.07096764516129
0,0.6713286363636364
0,1.7189541503267973
0,2.9929577464788735
0,2.0499999375
0,0.9712230565188149
0,1.7037037037037037
1,1.7975460918739934
0,1.5611510633507577
0,1.5744679228912082
0,2.4499999285714287
0,3.0000001438848978
0,1.7914437009923154
0,1.6557378278688528
1,2.427586275862069
1,1.7515526474673089
0,1.2586206970868017
0,2.3617021148332586
0,1.9846153076923079
0,2.0916029354350023
0,0.8666666666666667
1,0.9747899159663866
1,0.3468566166969149
1,1.0667121193571174
0,0.7641129032258063
0,1.7116060876789594
0,1.1791139556962023
0,4.804982206405694
1,2.571718659395083
0,2.482467645534664
0,1.5672514746417696
0,3.251814377787169
0,0.6002278644711807
0,2.01999996875
0,0.5801104812124176
0,0.9328315016551392
0,2.421133138547736
0,3.1276963182574535
1,1.4944674619640388
0,2.17044090672107
0,1.9341150195421553
0,1.2720143546441496
0,1.6531988435420488
0,3.075776581497622
0,3.203177257525083
0,1.8221741964660119
0,4.205626081526253
0,2.8706078117510376
0,1.202970183770503
0,1.8426791277258565
0,0.862850921629295
1,1.827868847032435
1,2.5796906523201075
0,1.4704255666113877
0,2.0739153722549544
0,1.883625734396908
0,2.2774799932975873
0,5.043574593796159
0,2.382899628252788
0,3.11655855150053
0,1.2723271783750687
0,2.2219781033691612
0,3.1073545638388325
0,1.1356274245739733
0,2.0519073796122576
0,2.0918633818082513
0,3.9229697101880143
0,3.7863250785302247
0,1.3287560581583198
0,2.191836827750345
0,3.1793691136869544
0,1.7950000625000002
0,4.394990539338168
0,1.6856713428357089
0,1.8766197183098594
0,1.6467862001509501
0,1.42953034998424
0,4.266604549420231
0,2.626748943858363
0,1.0353838614797968
0,2.3936106088004823
0,1.8989652800071433
0,3.553557466770915
1,2.0041892881022916
0,0.4234561384676665
0,3.1169811320754715
0,0.6912512716174974
1,1.509605069370331
0,3.4692307692307693
0,2.409060175794456
1,1.1140351721042347
1,1.5583333333333331
1,1.0244754890825964
1,0.8358585291360554
1,1.2954544576446252
1,0.9144254799110458
1,0.8640484228420737
1,0.9950980881151494
1,0.9769230769230768
1,0.8982188778172742
1,0.8975610975609756
1,1.0271085232798636
1,1.2653061224489797
1,1.2400000000000002
1,0.9867725393326068
1,0.8025078652430699
1,1.0602007033478378
1,0.9761192537313432
1,0.9518987341772152
1,0.8799018843113207
1,0.7680798666364042
1,0.7982954034575169
1,0.9124667927727639
1,0.9273928028842509
1,1.0934256417547688
1,1.0544218036466293
1,0.9641875196745873
1,1.0168068074288574
1,1.0803324964127077
1,1.2763636363636364
1,0.9999999421965293
1,0.9775909810198602
1,1.3782608695652177
1,1.0445681596977092
1,1.6415093093627684
1,0.9768636769846912
1,1.0
1,1.0268097058125925
1,1.106299254061009
1,0.9642857780612266
1,1.074218709487916
1,1.0382354411764707
1,1.01083989115827
1,1.6749999999999998
1,0.8673467635880927
1,0.7963448249698388
1,0.8328911980665463
1,1.0921052631578947
1,0.6593059413468159
1,0.877862770429078
1,1.2238266345188942
1,0.9437652098863614
1,0.8198432590037406
1,0.8384798754802809
1,1.0485934289741725
1,0.875706135210192
1,0.8089620822301149
1,0.7981861155845618
1,1.0308122680444742
1,1.1360759155684192
1,1.3505975627371005
1,0.9438773738806792
1,0.9887642691895058
1,1.225
1,1.094339572547422
1,1.0723862485894435
1,0.9361022982780287
1,0.9748602506944204
1,1.0312499206542998
1,0.952020402222995
1,0.9820514102564102
1,1.0991959007827319
1,1.0863637045454548
1,0.7539502653261911
1,1.0985507246376813
1,1.224390170731707
1,1.329317315849745
1,1.0077517569056393
1,1.1050582838498721
1,1.1022727670884995
1,1.1129475788690795
1,1.0383387232696077
1,0.9285713923200865
1,1.007692435897436
1,1.1308140059238077
1,1.0142449578737165
1,0.9052923995003177
1,1.0075564985502141
1,0.8482587848691845
1,0.9543146464093408
1,1.0724637305713092
1,0.8909092207792209
1,1.0357143518089078
1,1.0074625122521765
1,1.0760869189114688
1,1.35
1,0.9833886713722813
1,0.8148148148148149
1,0.9410030114600436
1,1.1921183345871103
1,0.7512954048430855
1,0.9101940070341261
1,0.9787101203332305
1,0.9231212485332747
1,1.0361629777455414
1,0.8408022015449639
1,1.1514186213394524
1,1.0068832875396927
1,0.9410871540097889
1,0.9981160160239584
1,1.0481519159036963
1,0.9685235946299333
1,0.9694081752906678
1,1.0148168574948717
1,0.989078566180156
1,0.9304600995565853
1,0.841844151709306
1,1.0244038418904413
1,1.0738529552773874
1,0.9515694483835742
1,0.9500143600987041
1,1.0189317889083327
1,0.8486359636256966
1,0.963019007440785
1,1.1040601503759397
1,0.9074534497090605
1,1.1749336970899469
1,0.972339656049398
1,1.0063880084083046
1,0.8773186117363911
1,0.9445033191715351
1,0.9336971923452719
1,0.8936331309271695
1,0.9275186466165415
1,1.0016616816218011
1,0.926752428458913
1,1.1269191765083448
1,0.9505973837681203
1,1.1380234147734773
1,0.9976524649264984
1,1.3009393488519811
1,1.0002930852536451
1,0.702322686359331
1,0.8170201690326311
1,0.7525993769367918
1,0.8514754098360655
1,0.9986543326157158
1,1.1759924976555176
1,1.0233451536643026
1,1.1952091919057772
1,0.7788970896368743
1,1.2296734617676672
1,1.002972972972973
1,1.2093977360264185
1,0.9487178465183783
1,0.9073740721316839
1,0.9721254667742392
1,1.2006067093728925
1,0.9072570148749093
1,1.0198279464988391
1,1.1166888297872344
1,0.7205049165443704
