prec_smooth1980,tavg_smooth1980,dday30C_smooth1980,prec_smooth1990,tavg_smooth1990,dday30C_smooth1990,prec_smooth2000,tavg_smooth2000,dday30C_smooth2000,Cluster
3.383348,20.199152,28.69202,2.8582416,20.337786,20.948328,4.6389265,20.039328,20.153326,2
9.0688534,21.008144,99.140045,8.2349539,21.972353,123.50471,8.9565639,21.614456,116.6665,3
12.90626,13.673622,12.137003,12.128214,14.34786,14.053938,10.143759,14.504645,14.967674,2
4.0667973,25.466719,348.03998,3.4006588,25.755077,337.94003,3.8884497,25.755415,373.7858,3
6.7812519,20.29771,60.736046,5.7555213,20.899328,74.522964,6.5929475,20.759451,74.410522,2
6.0091786,18.034103,33.292809,3.3505683,18.65036,34.801796,4.2463698,18.381687,38.55547,2
3.7965438,23.24197,206.40056,3.1470845,23.628254,203.44829,3.8340373,23.788445,234.92946,3
5.171833,20.502037,64.373985,5.5724201,20.351183,46.611977,6.294889,19.872528,42.572586,2
5.7266016,20.71097,73.982559,4.6686683,20.969751,74.170982,5.4436159,20.885384,84.635712,2
5.4517431,18.422634,56.822048,3.5231762,18.836962,56.548134,5.8647313,18.439039,59.236919,2
9.4525166,14.394473,0.75464487,7.7386279,14.765179,0.31626791,10.249496,14.325399,0.42356095,2
4.6131868,17.172014,21.625538,2.9640484,17.729536,18.259516,6.0262237,17.281248,19.735207,2
7.4748425,18.634514,24.651091,4.4121146,19.116949,20.222727,5.8545723,18.945673,28.278091,2
8.7483912,16.255703,3.2703106,4.5144706,16.208614,1.5453926,6.4293127,15.92241,1.7312692,2
16.567398,18.497864,88.218452,14.198686,19.312363,106.4771,14.8805,19.155022,104.23144,2
12.729989,12.789347,6.6944022,12.464132,13.446231,7.9018569,10.645622,13.511127,8.5661526,2
11.746243,14.403441,22.743397,12.707273,15.21979,30.551805,10.626367,15.118458,29.463297,2
6.3748951,20.334885,65.917458,5.2402391,20.945982,80.315269,6.1099772,20.874496,80.53524,2
8.770853,17.297544,22.847427,7.8736167,17.552395,16.178698,8.8078394,17.33363,20.843699,2
5.5065861,21.337368,100.75655,4.1963425,21.729219,101.10479,5.1386557,21.603033,107.9228,3
7.1633282,21.415529,106.3158,6.0356345,22.369078,135.54767,6.8950291,22.03772,126.82947,3
11.64606,21.807508,130.31575,10.353115,22.526148,154.58167,10.986034,22.074831,143.14137,3
5.0710344,22.715994,160.88823,2.6046019,23.205009,154.05028,4.951396,23.220482,178.12285,3
13.140137,20.127203,99.506149,9.3598995,20.266697,95.536652,12.454349,20.394594,105.36257,2
3.4293118,18.476171,18.903639,2.3785551,18.60775,12.907916,5.9126039,18.089735,10.710441,2
6.893393,21.035318,98.940521,5.3125563,21.776455,116.61584,6.0975971,21.517347,106.35386,3
9.307559,21.38702,104.66053,8.0571289,22.412292,138.39044,8.9585638,22.098978,135.82611,3
27.506277,17.397243,38.170479,27.667908,17.591793,33.590622,27.560539,17.877575,52.524216,2
12.651991,13.052076,0.85761428,13.007787,13.250648,1.1673074,12.893933,13.579704,1.14171,2
29.330883,17.072805,32.944244,29.66226,17.255117,28.959743,29.667404,17.48173,43.676762,2
19.098059,13.8091,8.0236979,23.189163,13.940311,4.3555617,20.61375,14.96466,10.109993,2
29.584215,20.001114,82.391228,35.064304,19.638826,56.341751,28.60507,20.235319,83.41996,2
26.154161,20.189972,99.5112,27.76437,19.859241,79.400742,26.237623,20.431551,100.77522,2
27.982458,16.952057,26.119835,25.227737,16.88056,21.358084,25.11842,17.182692,38.981911,2
17.218052,13.197114,1.1790311,18.953901,13.242533,1.1915914,17.314545,13.641715,1.9514447,2
33.144562,18.237732,53.642731,35.403725,18.142187,39.836102,28.899103,18.722208,65.921883,2
13.828637,13.079047,0.55647755,13.833317,13.280941,0.99087179,14.303819,13.726227,1.1411917,2
16.604824,13.048626,0.80526686,16.988098,13.250669,1.2845778,17.595877,13.680414,1.1209452,2
21.97864,19.406406,90.293655,23.016628,19.209867,71.180305,21.950693,19.864273,99.736671,2
26.486996,12.726257,1.4465086,27.707563,12.617512,1.0175476,23.777203,13.130239,1.4383295,2
13.721926,17.572985,42.912128,13.638119,17.755587,31.743952,15.436179,17.795652,39.571629,2
26.298704,17.178782,27.886505,26.925919,17.450092,26.571341,27.772785,17.589813,38.638042,2
14.971099,15.352022,10.295416,17.441044,15.55716,8.1752558,15.207658,16.16601,14.037813,2
31.18606,14.866426,7.5246224,31.075106,15.127907,7.4773722,32.391151,15.385666,10.336566,2
16.790003,13.697954,2.9958317,16.146727,13.692591,1.5153534,17.106255,14.154222,2.9113796,2
30.423233,15.798737,16.286753,30.814062,15.872451,12.887108,29.957327,16.200598,18.496822,2
31.425461,16.319229,21.25786,29.79694,16.356901,17.586517,29.690657,16.644964,22.67017,2
24.015882,16.340313,22.718714,24.071892,16.436468,17.083807,21.78064,16.9156,25.483658,2
17.090609,15.331574,12.664379,16.066729,15.617172,9.6753073,17.592218,15.84221,14.327937,2
19.055758,10.567962,0.20489885,19.187799,10.597796,0.12690078,19.553455,11.193235,0.32819766,2
16.993366,10.557997,0.16236648,19.58691,10.862594,0.26197788,18.943275,11.385707,0.37656164,2
27.848911,15.546575,14.960089,27.226704,15.699958,8.9661026,24.333813,16.299398,12.619758,2
21.103174,9.4810848,0.076119415,22.124542,9.7611046,0.13930069,22.430893,10.34939,0.21197014,2
27.611622,15.968122,12.740398,27.258823,16.292303,12.096581,28.775806,16.689962,20.955153,2
29.865011,18.940042,68.688065,32.059105,18.674026,49.376122,27.11075,19.256008,76.535187,2
35.984455,18.053131,46.314213,36.783611,17.893795,33.763645,29.451368,18.351105,53.815197,2
16.061157,8.4325924,0.0,17.705225,8.6490116,0.0,19.750359,9.0301914,0.0,2
18.623089,14.855725,10.604177,22.50054,14.949533,5.9334307,19.763397,15.944805,13.364411,2
29.934544,15.917144,15.363264,26.498451,16.065977,14.179941,24.792948,16.496597,25.805613,2
32.944641,17.823303,33.812111,24.886265,17.723249,25.965475,22.705009,18.379446,39.274849,2
30.787142,16.869438,30.147947,32.001472,16.764544,20.516516,27.853142,17.221886,31.092525,2
35.111794,17.233603,39.805161,34.072063,17.573233,37.575253,29.722345,18.055321,58.799999,2
12.966125,17.566841,45.116093,12.563894,17.799639,39.892624,14.116809,18.041574,56.144173,2
19.439644,14.17182,5.8174543,19.568411,14.337125,2.8568251,18.198467,14.652104,6.1397319,2
16.308197,15.843529,14.364636,18.893185,15.98184,11.073411,16.460459,16.745949,18.593822,2
12.739062,16.973742,30.331522,13.19746,17.080948,21.010365,14.799827,17.240391,29.021202,2
28.990839,17.732737,48.581303,29.328157,17.928186,42.599907,25.679264,18.476538,72.303261,2
21.05652,19.763464,92.6409,22.811859,19.571321,73.19455,21.649654,20.314936,106.11004,2
21.837803,12.152968,0.60193133,22.894958,12.272457,0.59928006,23.789387,13.026031,1.0259793,2
22.987978,8.9008179,9.91e-07,24.423685,8.9957638,8.28e-05,26.147627,9.5617971,1.14e-05,2
36.206463,17.993196,48.175175,33.224186,17.927034,31.101938,31.258318,18.558371,58.263744,2
21.044802,11.717444,0.37636283,20.67263,11.745399,0.24794172,23.039927,12.204415,0.28068534,2
29.557381,20.053387,93.693863,33.190708,19.676155,70.764122,28.271738,20.132244,92.918236,2
24.974432,18.598522,63.403839,25.202007,18.498344,51.609871,22.498751,18.939657,70.129875,2
21.594915,13.388813,4.7509041,21.043156,13.56543,2.985049,20.463219,13.758444,5.3592658,2
13.7011,12.776819,0.30004016,14.221722,12.939468,0.49580914,13.60765,13.244142,0.54593849,2
23.40659,12.460156,3.6196291,24.94138,12.648291,1.7253776,22.621542,13.142468,3.8720267,2
14.196203,12.675655,0.30454987,15.50075,12.907749,0.44183815,13.965778,13.436137,0.70205933,2
19.642151,14.041964,5.721643,20.664194,14.531704,3.4896991,23.823183,15.000899,6.3959332,2
36.054108,18.077133,51.147625,33.980244,18.173058,38.952492,33.025677,18.573618,62.575348,2
28.686001,10.082254,0.0,28.48,10.314435,0.001642725,27.691999,10.886132,0.001581011,2
34.092743,17.353966,37.57671,34.130493,17.41538,29.45294,28.645517,17.96265,51.198948,2
27.138334,17.132202,33.739769,25.807482,17.230146,28.656519,24.275759,17.658211,50.650093,2
37.290146,18.1201,48.402508,36.268829,18.159369,37.216763,29.92947,18.727009,61.958363,2
61.195873,17.177521,5.6203055,71.623047,17.334234,8.2948513,65.334702,17.661774,10.050033,0
55.365768,17.244904,7.9558473,69.593849,17.346376,10.74831,59.636013,17.771173,12.879207,0
56.839016,16.033438,2.3316684,69.648735,16.226784,4.1442728,65.311592,16.637436,5.9612045,0
63.50531,17.152206,4.2957325,74.353905,17.457781,6.7336907,64.310234,17.961277,9.6514072,0
62.830364,17.329733,4.99858,74.240562,17.553261,7.5055947,64.558952,17.966665,10.036533,0
59.679073,16.631046,3.3734026,68.609612,16.727541,4.5784326,62.694374,17.3419,6.62743,0
58.575069,16.372868,3.9676046,68.437317,16.47567,5.6010871,59.426422,17.02206,7.2198739,0
60.058846,16.256916,4.0490804,67.067276,16.323616,5.1436687,59.875648,16.94458,6.4993439,0
59.185104,19.692278,14.995003,65.65522,19.901562,27.86796,59.38271,20.31035,26.847475,0
57.180153,19.77375,16.876968,64.00882,19.925772,27.605696,55.750381,20.281462,29.779039,0
59.235096,19.840492,14.870921,66.728477,20.078527,25.022163,59.388443,20.458141,26.436068,0
89.081413,25.325125,93.462936,79.593018,25.138149,84.869331,81.966133,25.592182,100.12306,1
76.80751,24.718269,87.367523,84.269966,24.665733,76.772125,75.149918,25.087873,90.955147,1
89.04879,24.639389,87.946259,95.043999,24.270226,72.773209,85.859764,24.600677,85.237259,1
82.473938,25.067511,83.838547,80.611168,24.939194,75.871284,77.165009,25.344721,88.727348,1
86.795952,25.891668,76.36097,82.056602,26.025291,80.470612,85.240883,25.959646,69.870689,1
98.893738,26.490108,90.073936,93.668724,26.456923,100.00972,98.054718,26.678921,91.848541,1
