prec_smooth1980,tavg_smooth1980,dday28C_smooth1980,dday29C_smooth1980,prec_smooth1990,tavg_smooth1990,dday28C_smooth1990,dday29C_smooth1990,prec_smooth2000,tavg_smooth2000,dday28C_smooth2000,dday29C_smooth2000,Cluster
63.626663,24.610493,189.9476,137.95532,78.677299,24.337103,159.03998,111.00417,58.953148,24.707169,193.06284,139.52936,0
54.401711,22.791746,133.42017,93.479118,60.568424,22.384373,112.02968,76.453178,52.124405,22.708149,137.77556,97.678543,0
57.523441,24.560257,207.72366,153.96341,68.468872,24.211514,172.90622,123.9025,54.047604,24.681257,214.95036,159.29063,0
57.346149,24.460684,190.18336,138.36121,70.597397,24.153135,161.82607,113.80586,51.722996,24.700356,199.92502,145.4039,0
69.234764,19.439341,37.916534,22.087933,77.675903,19.3374,31.78076,17.276058,66.035614,19.948198,40.339722,22.086884,1
59.555546,22.827898,120.96111,83.216034,66.440628,22.563387,100.28606,65.887177,52.405552,22.833574,117.3663,80.228554,0
70.487289,22.24638,110.91816,76.17115,68.971245,21.803791,83.958015,54.491402,64.886803,22.406382,105.28618,70.334877,1
68.909264,21.207438,60.362972,37.842937,71.772438,21.22452,64.344414,40.055912,60.46497,21.620035,72.170639,45.625732,1
61.521923,22.402889,107.26304,73.206764,66.976135,22.073032,98.599442,66.524117,54.267746,22.686762,129.01556,90.73848,0
66.624763,22.316055,103.32102,70.02021,70.07782,22.149984,88.438942,57.302567,55.522133,22.440893,100.44102,67.11657,1
69.874527,21.085775,65.054794,41.677036,73.610527,20.73732,46.747704,27.486526,66.148071,21.308964,57.36208,34.021042,1
52.468948,23.478998,157.3605,112.78417,63.811493,22.92396,120.95528,82.677437,52.34626,23.413687,156.57124,112.25625,0
76.870277,24.898746,173.8927,122.32992,75.821548,24.779083,158.22137,108.2249,70.605225,25.235704,189.67332,134.67992,0
64.33493,21.925898,105.57091,72.341034,66.349747,21.631479,88.485489,58.602898,57.634838,22.238905,107.36928,72.199196,1
69.462982,24.920952,200.48071,144.72389,67.814743,24.772676,186.1825,131.95192,69.152596,24.89292,195.82964,139.67097,0
53.184536,23.43173,153.94327,110.0499,64.049858,22.729801,116.83916,79.801613,51.536564,23.214357,150.44406,107.82346,0
58.619442,22.288961,100.47922,67.664101,65.298195,22.002756,90.488022,59.694092,54.779369,22.343843,105.08082,71.15596,1
71.638519,20.505764,47.762684,29.028013,81.977776,20.441217,45.242092,26.524231,60.532028,21.237328,66.1577,41.285553,1
64.49556,21.35778,61.225998,38.348862,72.628639,21.369076,70.716637,45.123222,58.95406,21.881794,86.270638,56.796627,1
52.72184,23.501818,159.66148,114.81316,63.979778,22.892336,122.76341,84.286095,51.995445,23.372181,156.8535,112.83487,0
73.638168,21.703304,94.048157,62.085777,67.643127,21.338308,64.011803,38.322102,59.831207,21.889578,86.945213,55.701054,1
59.060139,23.466404,149.80193,105.78586,63.854042,23.136545,125.86022,86.184525,46.770557,23.516241,147.20697,103.4587,0
59.623741,22.891033,126.07295,87.699883,64.042664,22.493216,112.05195,76.874046,54.83094,22.999657,142.1389,101.2148,0
65.103851,22.389816,122.44656,84.675713,64.509384,22.110685,94.668282,61.864666,54.995388,22.655622,122.46761,84.285149,0
57.277218,23.026932,127.56166,88.46347,64.215515,22.597452,105.23894,70.120224,52.213562,22.835545,122.69353,84.938927,0
57.65601,24.43713,199.64984,147.28194,59.190601,23.976894,170.52141,122.67453,56.062786,24.345423,195.53391,143.62682,0
56.35923,24.652664,186.59547,133.95457,58.933128,24.221355,166.23833,117.45421,58.753082,24.693987,190.13396,136.10304,0
58.608219,22.269798,99.013016,66.625908,65.464157,22.071686,97.303078,65.396774,54.642879,22.50227,117.48041,81.351227,1
53.026386,23.554096,153.76105,109.67994,59.825943,23.027245,128.31091,88.490669,50.652515,23.348114,149.62386,106.68243,0
58.123856,24.521229,194.33757,141.12065,65.036415,24.25215,177.94406,127.39629,57.222679,24.749226,207.63046,151.4928,0
54.548119,23.989914,184.82655,135.66258,66.537628,23.582571,148.96286,105.04863,52.993088,24.070549,188.91219,138.56972,0
55.916031,24.193871,195.99068,144.71866,68.082733,23.804363,159.65454,113.54988,53.967911,24.309292,200.63666,147.91731,0
57.203602,24.288921,202.41415,150.37218,65.73291,23.863068,163.3748,116.74341,54.759163,24.296017,200.40604,147.79417,0
55.343243,23.818392,177.03136,129.3062,62.305508,23.333721,147.46588,104.27196,52.547077,23.744118,177.14403,129.53447,0
56.89666,23.026342,132.47531,92.210716,61.41703,22.676052,111.47175,74.829262,52.557873,23.000694,137.03488,96.217293,0
64.670204,24.513884,191.57967,137.99654,66.472534,24.239449,179.201,127.43317,65.52562,24.750252,202.26532,145.67145,0
57.113892,24.505993,222.33125,167.43674,61.27866,23.974697,180.42972,131.14017,56.252281,24.456184,215.461,160.63864,0
60.220394,24.65984,199.0089,145.22243,59.278538,24.230917,172.51622,123.11808,59.372841,24.413633,180.42258,128.74167,0
68.414024,24.627844,176.63631,125.39323,78.096878,24.416811,153.77899,105.52467,62.098885,24.894861,189.73616,135.41978,0
46.911839,23.176279,153.75702,110.18835,59.107948,22.692299,123.45787,85.320015,50.302357,23.115177,157.08989,113.42977,0
60.534164,24.684816,184.76077,132.50549,73.749527,24.455935,165.79866,116.11602,54.152508,24.94632,200.93544,145.34492,0
65.602676,24.632122,193.88736,139.64661,66.577896,24.440197,181.59421,128.75305,66.760635,24.900229,204.08047,146.71661,0
73.001518,20.006058,40.619598,23.980684,85.744987,20.045521,41.564068,23.81151,63.466827,20.729921,56.932537,34.230988,1
50.228622,23.277849,153.51012,109.86492,62.854149,22.711622,117.12509,79.894882,51.777992,23.225866,155.77707,112.13635,0
73.473961,24.67514,170.28082,119.43481,76.032555,24.526478,155.98978,106.90905,65.436775,24.948042,187.12256,132.83539,0
57.386269,24.432993,196.67328,144.37436,59.862747,24.000038,167.21257,119.46201,54.45018,24.247698,185.63576,134.7164,0
55.984001,22.569324,115.63115,79.490562,63.094852,22.190851,102.83235,69.694717,52.842484,22.591362,126.62048,88.902283,0
58.959003,23.989594,170.36832,122.22881,61.918713,23.623659,142.63799,99.25383,52.65266,23.652147,151.33813,106.09475,0
57.661823,22.878574,132.9678,92.596977,62.993008,22.610106,111.87076,75.237305,49.589855,22.977459,135.30809,94.619492,0
66.829163,24.918581,209.86325,153.64542,65.875694,24.808876,198.5639,142.91991,63.627144,24.993216,215.13403,157.12801,0
65.804626,24.98675,213.51575,156.56332,63.230972,24.74711,191.69653,137.28998,65.076973,24.852833,195.69725,139.99149,0
56.104507,23.35775,153.95709,109.8589,60.876835,22.939266,129.53177,89.428497,52.283787,23.131605,146.89162,104.20305,0
56.371937,24.57905,200.33887,146.58167,64.159645,24.387251,179.33478,128.42818,54.374588,24.723915,210.50694,154.43629,0
53.216991,23.36311,146.65581,103.96641,62.018559,22.777792,118.66854,81.238091,51.065941,23.199532,143.97601,102.46379,0
64.749489,21.836632,94.182312,63.002144,68.594643,21.643072,88.276443,58.414558,60.840775,22.226805,102.05493,67.433167,1
60.208878,24.362436,182.60965,132.05293,62.638603,24.05633,163.97005,117.07948,45.214069,24.452154,185.63164,134.48831,0
54.291607,23.160025,134.59251,94.324707,62.436958,22.640436,113.91675,77.652855,51.091007,22.890326,128.87032,90.487114,0
55.32835,23.073559,133.3548,93.285019,64.29969,22.486427,108.41391,73.691757,53.677975,22.964565,136.39737,96.54705,0
54.805145,23.0902,136.56836,95.940613,64.106377,22.522642,111.46584,76.196487,51.63343,22.926937,137.97696,97.93734,0
74.375755,21.827868,94.243942,62.939869,69.835464,21.573175,74.53624,46.842846,57.586784,22.063393,93.342445,61.568455,1
58.475868,24.176004,185.26479,135.23563,60.861874,23.741266,158.53264,112.76071,56.349285,24.090162,182.23564,132.54153,0
69.096863,21.424566,73.224342,47.630169,71.864876,21.059523,52.636696,31.474089,62.075035,21.632011,65.414284,39.890064,1
68.466133,24.607357,191.96906,138.52696,73.788055,24.550089,182.67917,130.17056,63.586288,24.887768,210.88565,153.82387,0
56.602184,22.907637,125.19978,86.284843,61.661633,22.579351,103.72,68.476006,50.676456,22.900114,128.53488,89.158607,0
72.449455,22.267866,114.32757,78.508545,67.411087,21.86659,85.079895,54.797741,64.546822,22.431072,107.02473,71.61409,1
56.522774,24.584223,215.75714,161.65253,56.892502,24.120028,185.22169,135.30435,56.328873,24.616669,213.8795,159.42903,0
52.619484,23.564863,163.04366,117.65904,62.002094,22.98107,130.57312,90.668823,50.610905,23.418518,160.68431,116.11673,0
61.350052,24.334496,190.54997,139.05145,61.817158,23.943855,160.11633,112.74854,57.900276,24.085913,172.99492,123.23779,0
61.828819,24.686989,197.0864,143.53329,62.539112,24.323465,164.45239,115.42236,58.514458,24.311918,167.93817,117.99304,0
52.764336,23.723476,178.95975,131.04604,64.759743,23.445824,151.96977,107.85233,53.04044,23.808723,181.21278,132.54483,0
57.882374,22.995159,127.40174,88.732071,65.710052,22.541698,107.15755,72.281487,52.959572,22.778399,119.89254,83.168915,0
58.776917,24.148859,179.59781,129.83932,61.583572,23.729906,147.85922,103.39392,55.573547,23.79393,158.34482,111.64676,0
59.346725,24.478077,196.05968,143.87274,72.539856,24.148718,164.7632,116.85478,55.814407,24.545439,197.7719,144.40607,0
69.880989,24.956749,202.77626,147.02977,70.369797,24.855749,197.39182,141.65979,66.636063,25.003796,211.03644,153.25577,0
57.655342,22.864538,122.16345,84.142853,62.649422,22.507534,100.52637,66.095116,52.448246,22.777224,121.56263,83.720032,0
68.08165,22.013926,92.146896,61.453377,70.919624,21.803587,81.759735,53.284924,55.725433,22.710764,123.30949,85.862556,1
59.368145,24.026867,184.5014,134.68929,60.410416,23.628416,151.65286,106.67065,54.096462,23.65177,159.8477,113.13323,0
58.965195,24.378347,188.27942,136.771,59.950272,23.925882,159.00865,112.61303,57.688229,24.078575,169.004,120.11574,0
56.893421,23.396244,146.6194,103.1733,60.726532,23.050623,124.18457,84.76902,48.315834,23.211185,137.32765,95.621399,0
50.948059,23.123667,143.90321,101.79613,62.490471,22.540701,110.00378,74.324043,50.245007,23.049313,144.96764,103.36082,0
57.825191,24.665541,196.26312,142.94775,70.865509,24.400055,172.61906,122.50855,52.766724,24.865217,209.30055,153.13188,0
59.183853,23.988562,174.78899,126.28784,61.760372,23.619019,148.81186,104.48838,53.747913,23.730865,163.18184,116.4209,0
57.045254,24.484718,194.94934,141.81406,61.232918,24.122129,174.03502,124.33518,57.676685,24.587015,202.21552,147.16382,0
61.6968,24.57086,191.71828,139.06415,59.662544,24.173765,162.71643,114.58607,55.804119,24.230276,170.52782,120.55915,0
66.727829,24.784454,198.71756,143.66763,66.356232,24.588192,181.6828,128.57712,69.043327,24.868729,193.20737,137.27425,0
56.253311,24.355846,166.22247,117.10657,57.976276,24.158497,157.061,109.63309,59.499275,24.502016,169.81497,118.89685,0
57.413746,24.609041,198.58856,144.97733,67.351128,24.397745,177.53114,126.81638,54.353539,24.80311,212.09367,155.62785,0
56.843662,24.622034,211.27016,156.69757,64.315842,24.372002,183.06851,132.11017,53.767361,24.73398,216.92888,160.6048,0
59.531788,23.054579,141.83603,99.779785,66.444275,22.754307,115.37605,77.905212,48.831608,23.297268,146.20094,102.96801,0
57.357094,24.536898,179.80956,128.5493,57.651875,24.2183,163.11685,114.78518,59.966682,24.513693,174.97432,123.50096,0
57.838078,24.374722,205.23895,152.79503,60.379902,23.794838,166.96413,120.09825,56.462959,24.253252,198.92467,146.99301,0
65.638,18.611645,22.298862,11.963047,75.348,18.619909,19.916147,9.8825092,61.327999,19.065519,21.208578,10.053161,1
57.12833,23.296572,147.35791,104.09796,61.386894,22.944578,124.41876,85.087578,52.042912,23.375854,154.31056,109.84431,0
63.331963,21.377117,88.448677,58.977524,70.921074,20.936117,66.866776,42.762074,61.862507,21.679684,83.965462,53.465298,1
55.689186,22.929132,125.34635,86.93647,64.018387,22.428843,105.44836,71.236839,53.631332,22.782316,124.83688,87.173561,0
67.376099,24.657295,191.21082,137.802,72.105621,24.593275,183.54047,130.96957,63.827408,24.927328,209.72945,152.63878,0
51.715607,23.25469,147.40083,104.6724,63.128292,22.599033,108.62837,73.113579,52.613911,23.141411,146.55876,104.47195,0
55.97575,23.825567,171.81728,124.66035,65.591972,23.33473,133.72011,92.539177,54.591785,23.796394,168.51976,121.51849,0
67.344116,24.679392,192.50041,138.96922,73.732582,24.531492,176.77364,125.2281,60.897186,24.869677,207.31557,150.85876,0
60.341621,24.217787,183.15446,132.87878,60.78931,23.821892,151.02518,105.79459,55.939629,23.81942,159.2977,112.27073,0
55.328522,24.488901,198.84196,145.32391,60.950527,24.176741,177.10104,126.8847,54.726791,24.593237,207.18558,151.668,0
69.584389,20.363853,43.507275,25.984684,84.102646,20.394609,44.197906,25.566568,59.902069,21.111279,62.1171,38.089096,1
64.29232,21.877573,95.169724,63.501999,68.240906,21.710022,86.65464,57.099621,60.174015,22.307995,99.435104,64.674576,1
57.412868,24.629345,197.06987,143.90877,57.750668,24.255545,175.53091,125.84994,59.289646,24.603199,195.25363,141.51328,0
50.029556,23.031883,141.70949,100.02949,61.293564,22.558159,111.69816,75.706123,49.4403,23.017275,144.37328,102.80074,0
56.284767,24.220142,211.82196,159.24316,62.665085,23.709654,171.99937,124.7775,54.29039,24.249462,209.90091,156.94212,0
59.015354,24.637846,188.405,135.61467,58.862267,24.376434,170.93983,120.89761,61.431316,24.599426,175.82346,123.8123,0
12.654408,17.016569,70.724297,50.909138,9.6331463,18.017319,99.605354,74.791672,8.2524881,17.975515,99.031715,74.01857,1
23.658028,13.717007,38.185734,26.468578,21.117107,14.458265,52.496937,37.707699,18.923786,14.477309,61.403339,45.066261,1
20.644524,14.327094,25.138525,15.055441,14.732168,15.291835,41.20118,27.127369,16.511641,15.03983,44.576309,29.524122,1
21.934219,12.360032,7.239933,3.1852489,16.889078,13.265388,13.529302,7.0479717,18.824213,13.097039,17.490427,10.112907,1
27.425049,12.841442,18.767939,12.182636,25.182703,14.022972,29.200859,19.952463,19.259451,13.321213,25.212749,16.627352,1
15.220649,14.517277,31.64253,19.959909,10.691746,15.471286,49.192745,33.629875,10.9332,15.054667,45.792786,30.572386,1
13.611696,13.734051,26.832319,16.524523,10.383079,14.771906,45.691341,31.128414,10.386261,14.315809,38.772789,25.639959,1
18.262566,15.040007,47.932156,33.244553,15.748156,15.648975,64.687164,46.711433,13.462769,15.64386,66.743423,48.166809,1
32.052238,13.541667,11.619132,6.6212945,28.32564,14.011331,13.649874,7.8650451,23.399197,13.62246,17.536762,10.629229,1
19.05587,13.549479,19.950232,11.672541,14.546528,14.47887,31.624231,20.181204,15.305227,14.130638,27.93778,17.44261,1
26.934177,14.146178,19.624344,12.306575,22.955647,14.659922,22.391108,14.089736,21.275743,14.480751,26.599699,17.39356,1
14.887126,13.412801,19.51053,11.336502,10.813046,14.501926,34.94223,22.672249,10.71332,14.186215,31.082781,19.763494,1
13.468386,12.963681,24.035091,14.958673,10.141434,13.634302,29.050247,18.354891,10.444032,13.393784,28.142761,17.833782,1
12.404105,17.247177,76.37133,55.525295,8.5561943,18.271935,99.357338,74.265411,8.077322,18.206892,106.72467,80.423737,1
21.164446,12.523756,9.0081148,4.2700686,16.925631,13.497542,19.171091,11.143772,19.073854,13.447111,25.192802,15.705978,1
13.608268,14.949747,32.898945,20.958469,11.622197,16.247416,54.8606,37.821743,13.166335,15.770432,50.805153,34.563427,1
19.29929,13.110269,21.711004,13.390388,16.653255,13.927478,32.464546,21.387205,17.879839,13.712998,28.317324,18.069263,1
35.356739,13.798118,21.322926,13.639389,32.263119,14.639253,31.084291,20.556654,28.345999,14.463979,35.098274,23.580524,1
15.505862,12.427262,13.169588,7.3256235,12.499703,13.32707,21.169794,12.819172,12.852201,13.084298,19.148472,11.629947,1
10.161697,17.007505,100.7598,76.736549,8.2851954,17.914907,131.56129,103.11884,7.8633456,17.85359,128.12112,99.936432,1
22.994913,14.898081,35.259403,22.280663,16.89324,15.887509,55.545002,38.178886,19.960693,15.730992,60.653576,41.993073,1
23.1826,12.579727,11.234175,5.7342582,18.934326,13.37787,16.988613,9.4543257,21.05855,13.014682,14.205881,7.8720598,1
13.313322,17.066809,83.350227,61.695705,10.738372,17.888714,96.971107,72.959793,8.8721027,17.688528,103.67527,78.350456,1
8.8502846,16.783928,82.109489,60.21579,7.3004336,17.822744,111.81731,85.02755,7.7775793,17.591145,106.14981,80.102119,1
33.211063,13.798141,19.399883,12.422571,30.120996,14.764458,29.071999,19.408493,26.835344,14.732269,37.426746,25.664274,1
15.322151,14.179553,34.114399,21.74296,12.221066,15.129768,52.042515,35.577999,13.090296,14.795156,42.458546,27.767618,1
9.7423143,15.937808,58.119366,40.73053,7.9486461,17.18136,87.959496,65.004265,8.477953,16.844988,80.193687,58.261097,1
26.78187,14.006991,21.364229,13.75834,24.306738,14.917392,28.993748,19.431536,18.833607,14.370029,29.108107,19.306257,1
28.268251,13.342322,20.259569,13.323813,27.049919,14.408084,32.789967,22.593273,21.609232,14.016758,34.932755,24.096411,1
17.348953,12.590301,12.661027,6.9511633,15.217761,13.284027,19.528782,11.599974,14.442673,13.049733,18.132345,10.936572,1
30.069504,13.037702,12.976847,7.9105277,27.705933,13.985085,19.675627,12.533658,24.818195,13.813563,24.343336,15.824542,1
9.87819,15.559104,52.467445,36.15485,8.3085842,16.763058,86.524017,63.955269,8.4494352,16.200626,73.00367,52.590042,1
21.562147,13.115126,15.013013,8.1242285,17.233574,13.936715,23.336119,13.794944,19.059153,13.383607,16.86278,9.5834618,1
10.576586,15.194066,40.612797,26.634268,8.5967207,16.500637,67.941956,48.322979,10.055317,15.908508,61.732792,43.220039,1
24.801683,15.219599,39.716141,28.344072,24.046167,16.136789,49.42387,35.633621,20.737913,15.757562,53.502258,38.776386,1
21.489151,14.839538,30.318333,18.85956,15.174962,15.900827,49.074772,33.127396,18.44523,15.609945,54.694656,37.553051,1
11.694338,17.194483,89.93837,67.262856,8.4449787,18.109932,113.36621,86.854813,8.0157881,17.917723,109.87646,83.738266,1
11.552234,17.409607,87.889671,65.22422,8.9868393,18.398893,109.28201,82.842567,7.8191943,18.182802,115.0508,87.883026,1
17.880978,14.804896,34.075523,21.740194,12.782528,15.847364,53.57756,36.974415,14.176923,15.463149,54.497066,37.388813,1
35.283253,11.728166,8.1018543,4.4361238,33.605122,12.756686,15.510376,9.1742887,26.749092,12.263371,12.537638,7.15697,1
26.662697,11.602766,4.614522,1.8275257,20.893295,12.452317,7.1261358,3.0067379,23.764576,11.985476,6.0652962,2.9487953,1
10.334841,15.725831,45.712406,30.879707,8.770153,16.904629,67.378632,47.839638,9.4759254,16.686108,64.795464,45.362827,1
25.508123,11.480168,9.0835094,4.6847563,21.740618,11.869097,13.931091,7.9524827,18.409628,11.849234,15.658398,9.3334379,1
13.732553,16.534597,73.039757,53.284058,11.985647,17.517971,98.665047,74.363274,11.415161,17.863417,111.28868,85.010826,1
65.044975,20.051605,68.648788,46.020184,51.405399,19.815918,74.080818,51.341362,60.375824,20.165512,61.267159,39.449821,1
60.194595,21.934193,108.79003,75.494095,51.939323,21.770241,107.59741,75.06192,61.246346,22.250759,106.85768,72.281952,1
57.109188,20.399309,79.105713,53.31683,47.476215,20.549856,89.509346,62.109417,61.222927,21.069281,79.248756,51.85165,1
63.877319,17.231535,18.841747,9.7952242,46.60754,17.531767,45.478397,30.922689,65.341499,17.948082,34.611378,21.321016,1
63.113487,19.635767,56.909752,36.684307,50.274555,19.531509,64.737579,43.768143,57.143394,19.851343,55.931583,35.374329,1
64.072952,18.096426,28.673214,15.837285,53.051781,18.295509,51.384453,34.849972,59.900314,18.647772,37.700829,22.48296,1
60.123257,20.390625,86.797707,60.030647,45.360847,20.461771,90.316528,62.968624,58.104816,20.998537,84.738373,56.81168,1
64.513542,17.160719,18.263554,9.2587967,49.760822,17.298855,41.410397,27.683754,69.067802,17.859737,32.26807,19.14941,1
61.433552,19.577127,58.956726,37.722687,47.530479,19.450094,62.116352,41.269524,56.917103,19.875891,57.135334,35.807682,1
62.244247,19.005344,41.376419,24.71653,52.226688,19.243696,65.862846,45.378212,58.539089,19.602072,55.410603,34.592663,1
60.773933,19.970146,67.973076,44.342358,47.946121,20.020237,78.764648,54.067719,60.978848,20.394245,70.51767,45.563534,1
64.401695,19.641747,52.42382,32.732258,54.956894,19.974764,71.446472,48.80201,65.810493,20.429186,66.761185,42.091579,1
57.09024,20.341137,76.497551,51.15567,48.106258,20.595716,90.749771,63.274349,65.174545,20.963821,82.349594,54.109879,1
56.15324,20.522461,75.265457,50.266644,48.329102,20.687956,85.462059,58.495758,61.488873,21.256771,77.889114,50.534,1
62.625759,19.57979,53.01569,33.357914,51.917427,19.879898,72.287155,49.849339,63.565174,20.468334,69.073128,44.361145,1
66.027718,17.166166,18.243885,9.7246408,47.77129,17.714527,45.756603,31.466772,60.853416,18.232683,36.650074,22.434166,1
63.608402,19.949448,61.041851,39.352642,53.494125,20.321407,82.590767,57.353161,67.904945,20.702652,78.035706,50.669502,1
61.914276,19.695393,54.784046,34.594143,50.759083,19.997173,72.175453,49.392204,64.581276,20.503799,66.796494,42.179691,1
65.850983,17.662672,20.839342,10.938686,49.524529,17.789219,43.9314,29.501844,61.609451,18.133928,31.970835,19.061886,1
59.256222,19.359896,50.869976,31.501669,51.941559,19.4235,69.541016,47.736904,58.65691,19.773573,56.056732,34.915394,1
63.177921,19.611223,55.56517,34.846882,52.60276,19.887064,79.941032,55.786022,60.865013,20.33424,70.11058,45.252014,1
64.959999,18.018852,28.087605,15.874208,50.307999,18.495203,58.359303,40.503323,58.636002,19.244375,55.653885,35.83532,1
66.596191,19.230537,42.612072,25.633747,58.364372,19.537874,60.752781,41.208889,63.11179,19.97702,53.170307,32.577881,1
59.250874,21.078482,91.548912,62.530678,52.264172,21.0555,89.880409,61.437851,62.644638,21.580788,92.674538,61.785461,1
59.1511,19.919104,63.163979,40.986149,48.370453,20.196072,79.596672,54.950161,64.496422,20.650766,72.266594,46.301006,1
58.056339,20.102732,69.96801,46.043327,47.149384,20.338781,83.843765,58.040249,62.71909,20.782999,74.537239,48.245407,1
60.585613,18.726633,38.88736,22.986057,46.020287,18.89233,62.944183,43.504139,57.396194,19.218966,49.348076,30.440287,1
56.193947,20.691822,84.386833,57.230057,47.738209,20.610172,83.58551,57.063206,62.1628,21.252739,83.360603,54.969383,1
62.963608,19.279833,51.156834,31.929665,48.742313,19.286028,62.404388,42.276699,61.933449,19.625282,51.070072,31.444302,1
58.735195,21.11582,92.821533,63.53772,49.767456,20.951593,87.023483,59.12595,55.853188,21.631224,92.018761,61.114971,1
58.123337,20.159424,75.218277,50.671867,44.434368,19.955458,73.847549,50.150711,57.624092,20.471235,68.289597,44.188992,1
62.753185,18.296135,32.800838,18.69356,47.282566,18.449291,55.835747,38.227936,56.195797,18.934607,43.362545,26.483463,1
56.63081,20.723135,86.321266,58.894096,48.784451,20.604507,84.075485,57.284454,60.788956,21.204014,84.343979,55.615112,1
67.012581,19.85125,64.371567,42.444122,51.388298,19.523409,70.988647,49.372448,67.006615,19.910208,59.342014,38.160202,1
63.056343,21.333826,89.950325,61.051277,51.942204,21.168905,89.818153,61.038548,58.897129,21.682186,90.358276,59.62513,1
67.894928,19.150879,47.731091,29.67627,50.157475,19.225389,63.824989,44.128166,65.322174,19.530317,48.003151,29.327942,1
63.006828,18.511623,31.361155,17.698765,55.002258,18.826839,56.35202,38.535904,63.280167,19.109009,42.223412,25.583479,1
61.668934,18.46566,35.665047,20.853045,46.836273,18.64353,58.268272,40.310047,60.371975,19.094622,45.663551,28.028091,1
57.734203,20.718994,91.041977,62.777367,49.350758,20.679188,94.700211,66.277489,62.093929,21.430202,90.698166,60.824364,1
61.025692,19.833351,60.337257,38.883823,50.027889,20.117016,75.843971,52.031158,65.627266,20.508112,68.506653,43.477985,1
56.089123,20.434689,76.909706,51.398006,48.223965,20.506273,82.136574,55.907917,63.142971,21.035023,77.642296,50.494873,1
59.39827,20.296118,81.392403,55.391731,44.593552,20.326094,83.991112,57.919811,57.006687,20.780682,76.485786,50.29451,1
64.03286,17.145779,17.022606,8.694746,48.674107,17.105173,35.60062,23.594288,68.804207,17.614601,25.909126,14.810877,1
60.516411,21.39353,96.010567,66.061958,50.227283,21.269382,95.836494,65.962189,61.654572,21.844921,96.321884,64.463875,1
65.171875,17.410948,19.215384,10.016961,48.890675,17.783821,47.060902,32.036594,60.597515,18.240286,38.298702,23.664049,1
64.031067,18.231653,33.305771,19.201973,49.2659,18.427343,56.611927,39.123943,59.558353,18.971869,46.240234,28.65218,1
64.869133,17.877609,25.677231,14.161015,49.658222,18.172815,52.120987,35.55555,57.629242,18.717276,43.646076,26.98789,1
64.340042,18.755394,39.238579,23.509995,52.150146,18.999804,56.920578,38.90659,62.221058,19.355658,43.454659,26.151125,1
64.667877,16.438215,11.151358,5.5076914,44.310772,17.216831,36.204559,24.731453,61.825653,17.755619,27.642031,16.387337,1
63.647572,18.169577,28.540079,15.967792,48.99506,18.381603,50.780098,34.189514,56.461426,18.76613,37.81144,22.5107,1
62.990101,20.193098,67.79969,44.424828,53.907063,20.385834,78.712585,53.548912,68.762871,20.913383,76.539566,49.36842,1
64.604584,17.380285,16.781918,8.3136911,50.577572,17.696648,40.270195,26.635138,62.255695,17.925179,26.918028,15.453292,1
61.538036,18.671156,39.014446,23.133053,44.742836,18.802618,60.639141,41.655453,56.037216,19.261887,44.690407,27.06267,1
61.911274,19.561426,59.862537,38.1619,50.592957,19.527899,68.170158,45.954071,61.779076,19.928385,59.543839,37.43507,1
65.384918,19.309626,51.642487,32.571697,50.84869,19.230299,63.119781,43.080166,64.140121,19.570383,49.430641,30.293604,1
63.393932,16.974779,17.495708,9.0652914,44.602291,17.450039,46.940491,32.302208,62.986629,17.907513,35.977428,22.389347,1
60.273075,19.14362,46.532227,28.388214,46.882717,19.256697,67.215538,46.291626,57.001053,19.638288,51.956039,31.964691,1
61.811935,19.629189,60.433002,38.784645,50.739483,19.747486,75.908386,52.198517,60.873096,20.163345,67.690895,43.660564,1
59.555843,20.169315,75.276535,50.362801,46.396328,20.265059,77.434853,52.48225,58.736877,20.773893,71.890816,46.428314,1
56.605316,20.795311,90.259163,62.095413,47.529881,20.885626,94.016861,65.278473,58.786182,21.472895,89.497375,59.816204,1
56.229786,20.496979,79.274567,53.112106,47.521454,20.699402,92.246468,64.119461,64.542435,21.128586,83.026085,54.628662,1
62.938931,18.578611,38.606724,22.807095,50.042969,18.756563,58.530972,39.876305,56.491089,19.229271,46.733646,28.600681,1
60.474098,19.693867,66.152702,43.08205,47.301685,19.593327,69.217628,46.884903,59.187786,19.945845,61.881481,39.37965,1
62.483181,21.743212,105.43179,73.326775,51.01976,21.610798,107.13584,74.754066,60.28627,22.169222,108.75874,74.172035,1
58.73093,19.753153,64.806892,41.988934,47.734818,19.579203,64.001122,42.557804,58.888718,20.012053,58.769314,36.892529,1
64.28994,18.830313,37.822807,22.28021,51.490772,19.089922,59.835037,41.376255,64.477547,19.344803,42.833092,25.827597,1
58.563763,20.837662,93.576126,64.942665,48.905563,20.96162,100.15659,70.588287,57.026783,21.630243,96.540443,65.575279,1
60.467796,20.184347,78.154984,52.475948,47.456753,20.351673,88.692238,61.618568,61.333199,20.839922,78.621902,51.616646,1
60.599888,19.516077,57.305958,36.6073,48.698532,19.461302,62.06781,41.117809,59.116062,19.873003,57.180202,35.830841,1
60.560623,19.69173,56.621117,35.811543,49.287601,19.913382,76.844322,53.125809,61.186993,20.418938,71.166168,45.938148,1
63.818001,17.229654,15.60544,7.5591884,48.709095,17.548563,39.158012,25.849295,64.98735,17.889713,27.430332,15.827637,1
61.521446,18.706614,41.228214,24.881571,49.112988,18.735353,56.524452,38.651154,58.534893,19.192951,43.266594,26.181835,1
