prec_smooth1980,tavg_smooth1980,dday28C_smooth1980,dday29C_smooth1980,prec_smooth1990,tavg_smooth1990,dday28C_smooth1990,dday29C_smooth1990,prec_smooth2000,tavg_smooth2000,dday28C_smooth2000,dday29C_smooth2000,Cluster
4.8270426,20.312265,99.356567,72.127693,3.8698101,20.694244,106.94593,77.1362,4.9124327,20.640913,119.9719,89.55896,1
40.583958,13.543819,0.097648554,0.047464337,35.073586,14.0904,0.03076577,0.011319133,25.947672,13.51965,0.050924782,0.020534694,1
17.620232,19.295511,116.67368,87.975006,12.939423,20.231794,130.54231,98.383408,16.49959,19.90147,129.33359,97.379852,1
3.5175183,22.262051,236.52721,189.70738,2.8121147,23.036964,251.2818,200.93501,3.7589729,22.829769,260.85968,210.2446,0
8.4011297,20.925724,165.02948,128.54579,7.7470031,21.661297,195.11299,153.4259,8.7448101,21.181787,180.07803,140.85143,0
20.222208,13.760022,2.6806939,1.9246495,17.254063,14.169889,3.3448119,2.4776363,13.176024,13.94148,3.1182797,2.2153499,1
1.8900779,28.630661,687.77502,595.5592,2.1254044,28.718349,660.67334,567.16498,1.2328657,28.910561,710.00757,614.94458,0
4.1442242,18.995089,151.88184,118.37205,2.9836674,19.600025,157.75125,121.84959,3.1297805,19.401869,184.15965,145.50093,0
3.7108455,23.481264,279.99649,226.78822,2.013881,23.695585,276.7789,222.60403,3.748076,23.503292,292.0365,237.07918,0
3.4760108,22.72567,258.25549,208.51152,2.4179542,23.408596,264.85141,212.09091,3.633853,23.477757,299.41168,244.20172,0
11.313174,19.182005,135.55978,105.91708,9.0682821,19.583391,127.72291,97.399315,10.832199,19.171936,121.95258,92.696632,1
10.797026,13.99046,35.525665,24.120314,10.425318,14.899942,42.176006,28.769302,10.933396,14.877468,46.574139,31.635658,1
3.1130755,21.346497,195.64557,154.9287,2.1059508,22.120504,194.15648,151.70401,4.5037346,22.400826,247.82788,199.21329,0
4.7127757,21.713127,210.71159,167.18394,4.0504036,22.386456,220.81174,174.56131,5.2608652,22.102386,223.19336,177.11768,0
8.7427845,16.260086,13.051811,8.020709,8.1944075,16.670715,10.771277,6.4385939,8.8970861,16.310915,14.166113,8.9887886,1
6.2937236,21.450157,194.11983,152.64996,4.7061377,22.074427,199.41403,155.74545,6.4253244,21.777853,202.93301,159.22787,0
15.976336,15.899482,34.235378,23.590677,13.826411,16.252863,31.188557,20.99081,12.381021,15.872249,30.121286,20.288488,1
4.6731205,21.492796,190.33276,149.20378,4.1074891,22.110283,203.98102,159.99944,4.9533973,21.926224,206.80194,162.70596,0
11.221396,13.686218,32.28389,21.534687,11.381589,14.622645,42.05291,28.782948,11.419091,14.410446,44.190708,30.128069,1
7.7842264,13.746883,32.599178,22.262524,7.8512039,14.385318,33.779381,22.751587,6.8318448,14.194628,36.992039,25.246313,1
5.2840071,17.391064,52.879917,38.917053,3.0020661,17.961468,54.591621,40.093414,4.619813,17.562262,56.531742,42.348804,1
8.464159,18.398088,64.993286,47.322796,6.8075705,18.741648,56.948406,39.511307,7.9117975,18.669382,66.802132,48.475956,1
15.884923,19.576464,127.90029,97.688065,13.571784,20.182671,129.16063,97.654671,14.505352,19.875788,130.52246,98.338394,1
3.383348,20.199152,60.085693,41.97543,2.8582416,20.337786,47.234215,31.848225,4.6389265,20.039328,46.610153,31.016165,1
9.0688534,21.008144,168.02281,130.65422,8.2349539,21.972353,202.63049,160.06668,8.9565639,21.614456,193.73883,152.23622,0
12.90626,13.673622,30.83494,19.975697,12.128214,14.34786,34.227085,22.555166,10.143759,14.504645,37.35709,24.254898,1
4.0667973,25.466719,483.02054,412.14075,3.4006588,25.755077,475.51556,403.13348,3.8884497,25.755415,515.26685,441.11301,0
6.7812519,20.29771,114.00065,84.402878,5.7555213,20.899328,136.43379,102.42104,6.5929475,20.759451,134.25465,101.40113,1
6.0091786,18.034103,63.70945,46.513195,3.3505683,18.65036,67.47287,48.874439,4.2463698,18.381687,71.09478,52.928902,1
3.7965438,23.24197,306.38641,253.33919,3.1470845,23.628254,305.66803,251.31944,3.8340373,23.788445,343.65082,286.09393,0
5.171833,20.502037,118.788,88.935509,5.5724201,20.351183,94.117287,67.530693,6.294889,19.872528,87.581749,62.36692,1
5.7266016,20.71097,133.63721,100.82469,4.6686683,20.969751,136.69632,102.3614,5.4436159,20.885384,148.31348,113.49675,1
5.4517431,18.422634,98.886147,75.967316,3.5231762,18.836962,99.310669,75.935921,5.8647313,18.439039,101.95961,78.681412,1
9.4525166,14.394473,1.6934683,1.1537608,7.7386279,14.765179,1.1588122,0.64769208,10.249496,14.325399,1.2835051,0.74429286,1
4.6131868,17.172014,40.764271,30.042429,2.9640484,17.729536,36.594448,26.201897,6.0262237,17.281248,38.312012,27.85939,1
7.4748425,18.634514,53.630268,36.912777,4.4121146,19.116949,48.42067,31.8386,5.8545723,18.945673,57.375454,40.645382,1
8.7483912,16.255703,7.9733768,5.1720676,4.5144706,16.208614,4.3311863,2.6302822,6.4293127,15.92241,4.6912394,2.8578324,1
16.567398,18.497864,143.05276,113.34874,14.198686,19.312363,169.54517,135.49046,14.8805,19.155022,168.68742,133.91696,0
12.729989,12.789347,19.94169,11.964369,12.464132,13.446231,22.347189,13.780992,10.645622,13.511127,23.985117,14.710354,1
11.746243,14.403441,45.794079,32.809486,12.707273,15.21979,59.703629,43.411003,10.626367,15.118458,59.525356,42.612087,1
6.3748951,20.334885,121.05559,90.547691,5.2402391,20.945982,144.48636,109.39148,6.1099772,20.874496,142.7178,108.56645,1
8.770853,17.297544,46.832455,33.157742,7.8736167,17.552395,36.455517,24.624634,8.8078394,17.33363,42.15382,30.024857,1
5.5065861,21.337368,172.30315,133.53664,4.1963425,21.729219,175.35419,135.09328,5.1386557,21.603033,182.88686,142.24985,0
7.1633282,21.415529,179.13416,139.72899,6.0356345,22.369078,219.90102,174.67111,6.8950291,22.03772,208.35678,164.49715,0
11.64606,21.807508,207.48734,165.92996,10.353115,22.526148,242.28308,195.33025,10.986034,22.074831,226.74406,181.88646,0
5.0710344,22.715994,253.67671,204.28987,2.6046019,23.205009,249.84032,198.59763,4.951396,23.220482,278.93723,225.44131,0
13.140137,20.127203,166.38106,130.19505,9.3598995,20.266697,162.60327,126.25764,12.454349,20.394594,174.80202,137.43147,0
3.4293118,18.476171,37.094727,26.636391,2.3785551,18.60775,27.23015,18.909084,5.9126039,18.089735,23.402437,16.006475,1
6.893393,21.035318,167.66382,130.36833,5.3125563,21.776455,194.04605,152.30135,6.0975971,21.517347,179.92456,140.07101,0
9.307559,21.38702,176.86128,137.77467,8.0571289,22.412292,223.22047,177.75119,8.9585638,22.098978,219.63625,174.71135,0
27.506277,17.397243,78.432907,56.059635,27.667908,17.591793,71.464836,49.992245,27.560539,17.877575,101.66485,74.692024,1
12.651991,13.052076,7.4039741,3.0271666,13.007787,13.250648,5.4504266,2.6207657,12.893933,13.579704,8.0365248,3.4306719,1
